Name,Height,CanopyCover,DBH
Celtis australis,9.0,38.5,32.0
Celtis australis,9.0,38.5,39.0
Celtis australis,9.0,38.5,32.0
Celtis australis,7.0,19.6,22.0
Celtis australis,7.0,19.6,21.0
Celtis australis,9.0,38.5,39.0
Celtis australis,9.0,38.5,27.0
Celtis australis,9.0,38.5,35.0
Celtis australis,9.0,38.5,29.0
Celtis australis,7.0,19.6,24.0
Celtis australis,9.0,38.5,32.0
Celtis australis,7.0,19.6,22.0
Celtis australis,9.0,38.5,29.0
Celtis australis,9.0,38.5,26.0
Celtis australis,9.0,38.5,29.0
Celtis australis,9.0,38.5,33.0
Celtis australis,9.0,38.5,32.0
Celtis australis,9.0,38.5,28.0
Celtis australis,9.0,38.5,28.0
Celtis australis,9.0,38.5,36.0
Celtis australis,9.0,38.5,27.0
Celtis australis,9.0,38.5,32.0
Celtis australis,9.0,38.5,31.0
Celtis australis,6.0,19.6,24.0
Celtis australis,6.0,19.6,24.0
Celtis australis,5.0,12.6,19.0
Celtis australis,9.0,38.5,34.0
Celtis australis,9.0,38.5,33.0
Celtis australis,9.0,38.5,28.0
Celtis australis,7.0,28.3,24.0
Celtis australis,7.0,28.3,24.0
Celtis australis,9.0,38.5,29.0
Celtis australis,9.0,38.5,29.0
Celtis australis,9.0,38.5,27.0
Celtis australis,9.0,38.5,34.0
Celtis australis,9.0,38.5,32.0
Celtis australis,9.0,38.5,31.0
Celtis australis,9.0,38.5,33.0
Celtis australis,9.0,38.5,38.0
Celtis australis,9.0,38.5,31.0
Celtis australis,9.0,38.5,35.0
Celtis australis,9.0,38.5,27.0
Celtis australis,9.0,38.5,29.0
Celtis australis,9.0,38.5,26.0
Celtis australis,10.0,50.3,29.0
Celtis australis,10.0,50.3,29.0
Celtis australis,10.0,50.3,31.0
Celtis australis,10.0,50.3,33.0
Celtis australis,10.0,50.3,48.0
Celtis australis,10.0,50.3,50.0
Celtis australis,10.0,50.3,34.0
Celtis australis,10.0,50.3,33.0
Celtis australis,10.0,50.3,34.0
Celtis australis,10.0,50.3,38.0
Celtis australis,10.0,50.3,34.0
Celtis australis,10.0,50.3,41.0
Celtis australis,10.0,50.3,38.0
Celtis australis,10.0,50.3,40.0
Celtis australis,10.0,50.3,36.0
Celtis australis,10.0,50.3,38.0
Celtis australis,10.0,50.3,31.0
Celtis australis,12.0,78.5,43.0
Celtis australis,12.0,78.5,48.0
Celtis australis,12.0,78.5,38.0
Celtis australis,12.0,78.5,46.0
Celtis australis,12.0,78.5,35.0
Celtis australis,12.0,78.5,54.0
Celtis australis,12.0,78.5,44.0
Celtis australis,12.0,78.5,34.0
Celtis australis,12.0,78.5,34.0
Celtis australis,12.0,78.5,39.0
Celtis australis,10.0,50.3,24.0
Celtis australis,12.0,78.5,44.0
Celtis australis,12.0,78.5,41.0
Celtis australis,12.0,78.5,44.0
Celtis australis,12.0,78.5,48.0
Celtis australis,12.0,78.5,43.0
Celtis australis,12.0,78.5,32.0
Celtis australis,12.0,78.5,46.0
Celtis australis,12.0,78.5,52.0
Celtis australis,12.0,78.5,54.0
Celtis australis,13.0,78.5,60.0
Celtis australis,13.0,78.5,60.0
Celtis australis,12.0,78.5,39.0
Celtis australis,13.0,78.5,56.0
Celtis australis,13.0,78.5,55.0
Celtis australis,13.0,78.5,46.0
Celtis australis,13.0,78.5,50.0
Celtis australis,13.0,78.5,46.0
Celtis australis,13.0,78.5,45.0
Celtis australis,8.0,19.6,28.0
Celtis australis,11.0,28.3,26.0
Carpinus betulus,4.0,3.1,7.0
Carpinus betulus,4.0,3.1,7.0
Platanus x hispanica,4.0,1.8,7.0
Platanus x hispanica,8.0,50.3,19.0
Carpinus betulus,6.0,28.3,16.0
Carpinus betulus,6.0,38.5,20.0
Carpinus betulus,5.0,12.6,13.0
Carpinus betulus,5.0,19.6,16.0
Carpinus betulus,5.0,28.3,14.0
Carpinus betulus,6.0,38.5,18.0
Carpinus betulus,4.0,19.6,14.0
Platanus x hispanica,24.0,113.1,60.0
Platanus x hispanica,12.0,38.5,19.0
Platanus x hispanica,26.0,314.2,125.0
Platanus x hispanica,24.0,254.5,110.0
Platanus x hispanica,22.0,176.7,110.0
Platanus x hispanica,24.0,254.5,100.0
Platanus x hispanica,22.0,176.7,90.0
Carpinus betulus,6.0,12.6,13.0
Tilia cordata,4.0,4.9,10.0
Celtis australis,12.0,78.5,40.0
Celtis australis,13.0,95.0,48.0
Celtis australis,8.0,28.3,20.0
Celtis australis,13.0,95.0,42.0
Celtis australis,13.0,113.1,44.0
Celtis australis,12.0,63.6,34.0
Celtis australis,13.0,113.1,44.0
Celtis australis,9.0,78.5,26.0
Celtis australis,7.0,50.3,24.0
Celtis australis,7.0,28.3,18.0
Celtis australis,7.0,28.3,18.0
Celtis australis,7.0,28.3,18.0
Celtis australis,8.0,50.3,20.0
Celtis australis,9.0,50.3,26.0
Celtis australis,9.0,50.3,25.0
Celtis australis,9.0,38.5,19.0
Celtis australis,7.0,28.3,18.0
Celtis australis,8.0,38.5,20.0
Platanus x hispanica,8.0,38.5,16.0
Platanus x hispanica,7.0,28.3,16.0
Platanus x hispanica,24.0,490.9,160.0
Platanus x hispanica,4.0,1.8,6.0
Platanus x hispanica,25.0,113.1,110.0
Platanus x hispanica,6.0,28.3,10.0
Platanus x hispanica,16.0,78.5,38.0
Platanus x hispanica,8.0,50.3,16.0
Platanus x hispanica,24.0,452.4,150.0
Aesculus hippocastanum,5.0,7.1,15.0
Aesculus hippocastanum,11.0,38.5,70.0
Aesculus hippocastanum,6.0,7.1,18.0
Aesculus hippocastanum,3.0,3.1,8.0
Aesculus hippocastanum,3.0,3.1,8.0
Aesculus hippocastanum,2.0,0.8,6.0
Aesculus hippocastanum,10.0,28.3,60.0
Platanus x hispanica,10.0,38.5,40.0
Platanus x hispanica,17.0,63.6,80.0
Platanus x hispanica,17.0,254.5,90.0
Platanus x hispanica,18.0,254.5,100.0
Platanus x hispanica,18.0,201.1,70.0
Platanus x hispanica,10.0,28.3,28.0
Platanus x hispanica,18.0,78.5,80.0
Platanus x hispanica,27.0,95.0,55.0
Platanus x hispanica,18.0,95.0,65.0
Platanus x hispanica,20.0,95.0,65.0
Platanus x hispanica,22.0,254.5,80.0
Platanus x hispanica,28.0,254.5,115.0
Celtis australis,12.0,78.5,50.0
Celtis australis,10.0,78.5,29.0
Celtis australis,10.0,113.1,28.0
Platanus x hispanica,4.0,1.8,7.0
Tilia cordata,4.5,0.8,8.0
Tilia cordata,4.0,0.8,6.0
Tilia cordata,4.0,0.8,7.0
Tilia cordata,4.0,3.1,7.0
Tilia cordata,6.0,4.9,9.0
Tilia cordata,6.0,4.9,9.0
Tilia cordata,6.0,3.1,9.0
Tilia cordata,6.0,3.1,9.0
Platanus x hispanica,5.0,1.8,8.0
Platanus x hispanica,5.0,1.8,8.0
Platanus x hispanica,6.0,28.3,16.0
Platanus x hispanica,4.0,1.8,8.0
Platanus x hispanica,4.5,1.8,7.0
Platanus x hispanica,6.0,3.1,8.0
Platanus x hispanica,6.0,3.1,9.0
Platanus x hispanica,6.0,3.1,9.0
Platanus x hispanica,4.0,0.8,7.0
Platanus x hispanica,8.0,28.3,16.0
Platanus x hispanica,10.0,50.3,17.0
Platanus x hispanica,6.0,28.3,17.0
Platanus x hispanica,7.0,28.3,15.0
Platanus x hispanica,8.0,38.5,17.0
Platanus x hispanica,7.0,38.5,18.0
Platanus x hispanica,7.0,38.5,16.0
Platanus x hispanica,7.0,38.5,16.0
Platanus x hispanica,8.0,50.3,18.0
Platanus x hispanica,8.0,50.3,18.0
Platanus x hispanica,8.0,50.3,18.0
Platanus x hispanica,8.0,50.3,18.0
Platanus x hispanica,9.0,50.3,17.0
Platanus x hispanica,10.0,63.6,19.0
Platanus x hispanica,8.0,50.3,19.0
Platanus x hispanica,8.0,50.3,18.0
Platanus x hispanica,4.0,0.8,8.0
Tilia cordata,13.0,78.5,36.0
Tilia cordata,13.0,78.5,35.0
Tilia cordata,4.0,3.1,7.0
Tilia cordata,7.0,28.3,25.0
Tilia cordata,4.0,3.1,10.0
Tilia cordata,7.0,28.3,20.0
Tilia cordata,4.0,3.1,8.0
Tilia cordata,7.0,28.3,20.0
Tilia cordata,7.0,28.3,20.0
Tilia cordata,8.0,19.6,22.0
Tilia cordata,7.0,28.3,22.0
Tilia cordata,8.0,28.3,23.0
Tilia cordata,6.0,28.3,16.0
Tilia cordata,6.0,28.3,16.0
Tilia cordata,8.0,38.5,21.0
Tilia cordata,8.0,38.5,19.0
Tilia cordata,6.0,28.3,17.0
Tilia cordata,6.0,28.3,17.0
Tilia cordata,6.0,28.3,15.0
Tilia cordata,6.0,28.3,17.0
Tilia cordata,8.0,38.5,18.0
Tilia cordata,8.0,38.5,21.0
Tilia cordata,6.0,19.6,13.0
Tilia cordata,6.0,19.6,13.0
Tilia cordata,6.0,28.3,15.0
Tilia cordata,6.0,28.3,15.0
Tilia cordata,6.0,28.3,15.0
Tilia cordata,5.0,7.1,10.0
Tilia cordata,5.0,7.1,11.0
Tilia cordata,5.0,19.6,12.0
Tilia cordata,4.0,1.8,8.0
Tilia cordata,4.0,1.8,8.0
Tilia cordata,4.0,1.8,8.0
Tilia cordata,8.0,50.3,21.0
Tilia cordata,8.0,38.5,20.0
Tilia cordata,8.0,38.5,20.0
Tilia cordata,7.0,28.3,13.0
Tilia cordata,8.0,38.5,20.0
Tilia cordata,4.0,1.8,7.0
Carpinus betulus,4.5,1.8,8.0
Tilia cordata,12.0,78.5,26.0
Tilia cordata,4.0,3.1,8.0
Tilia cordata,4.0,3.1,8.0
Celtis australis,3.5,0.8,7.0
Celtis australis,3.5,0.8,6.0
Celtis australis,3.5,1.8,6.0
Celtis australis,4.0,1.8,6.0
Celtis australis,4.0,1.8,6.0
Celtis australis,6.0,19.6,12.0
Celtis australis,5.0,12.6,14.0
Celtis australis,3.5,1.8,7.0
Celtis australis,5.0,12.6,11.0
Celtis australis,3.5,1.8,7.0
Aesculus hippocastanum,8.0,63.6,60.0
Aesculus hippocastanum,11.0,78.5,58.0
Celtis australis,4.0,12.6,14.0
Celtis australis,6.0,19.6,15.0
Platanus x hispanica,5.0,7.1,13.0
Platanus x hispanica,5.0,12.6,14.0
Platanus x hispanica,6.0,12.6,15.0
Platanus x hispanica,6.0,12.6,15.0
Platanus x hispanica,6.0,7.1,14.0
Platanus x hispanica,6.0,12.6,15.0
Platanus x hispanica,6.0,12.6,15.0
Platanus x hispanica,6.0,12.6,15.0
Platanus x hispanica,6.0,19.6,16.0
Platanus x hispanica,6.0,28.3,17.0
Platanus x hispanica,6.0,7.1,14.0
Platanus x hispanica,7.0,28.3,17.0
Platanus x hispanica,6.0,12.6,13.0
Platanus x hispanica,6.0,12.6,13.0
Platanus x hispanica,4.0,1.8,6.0
Platanus x hispanica,7.0,28.3,17.0
Platanus x hispanica,4.0,1.8,8.0
Platanus x hispanica,7.0,28.3,17.0
Platanus x hispanica,6.0,19.6,16.0
Platanus x hispanica,6.0,28.3,17.0
Platanus x hispanica,6.0,28.3,15.0
Platanus x hispanica,6.0,28.3,15.0
Platanus x hispanica,6.0,28.3,15.0
Platanus x hispanica,6.0,28.3,15.0
Platanus x hispanica,6.0,28.3,16.0
Platanus x hispanica,4.0,1.8,8.0
Platanus x hispanica,4.5,1.8,8.0
Platanus x hispanica,4.5,1.8,8.0
Platanus x hispanica,4.5,1.8,8.0
Celtis australis,3.5,1.8,6.0
Platanus x hispanica,14.0,50.3,35.0
Platanus x hispanica,11.0,50.3,21.0
Platanus x hispanica,13.0,113.1,41.0
Platanus x hispanica,13.0,78.5,34.0
Platanus x hispanica,12.0,78.5,28.0
Platanus x hispanica,10.0,28.3,16.0
Celtis australis,4.0,12.6,8.0
Tilia cordata,16.0,63.6,40.0
Platanus x hispanica,7.0,1.8,13.0
Aesculus hippocastanum,3.0,32.7,8.0
Platanus x hispanica,6.0,1.8,8.0
Platanus x hispanica,6.0,1.8,8.0
Platanus x hispanica,6.0,1.8,8.0
Platanus x hispanica,6.0,1.8,8.0
Platanus x hispanica,3.0,72.5,7.0
Platanus x hispanica,3.0,72.5,7.0
Platanus x hispanica,3.0,72.5,7.0
Platanus x hispanica,3.0,72.5,7.0
Platanus x hispanica,3.0,72.5,7.0
Platanus x hispanica,3.0,72.5,7.0
Platanus x hispanica,3.0,72.5,7.0
Platanus x hispanica,3.0,72.5,7.0
Platanus x hispanica,3.0,72.5,7.0
Platanus x hispanica,3.0,72.5,7.0
Platanus x hispanica,3.0,72.5,7.0
Platanus x hispanica,3.0,72.5,7.0
Platanus x hispanica,3.0,72.5,7.0
Platanus x hispanica,3.0,72.5,7.0
Platanus x hispanica,3.0,72.5,7.0
Platanus x hispanica,3.0,72.5,7.0
Platanus x hispanica,3.0,72.5,7.0
Platanus x hispanica,3.0,72.5,7.0
Platanus x hispanica,3.0,72.5,7.0
Platanus x hispanica,3.0,72.5,7.0
Platanus x hispanica,3.0,72.5,7.0
Platanus x hispanica,3.0,72.5,7.0
Platanus x hispanica,3.0,72.5,7.0
Celtis australis,3.5,1.8,7.0
Celtis australis,3.5,3.1,9.0
Celtis australis,4.0,1.8,9.0
Celtis australis,4.0,1.8,9.0
Celtis australis,4.0,1.8,9.0
Platanus x hispanica,6.0,19.6,16.0
Platanus x hispanica,6.5,19.6,17.0
Platanus x hispanica,6.5,19.6,17.0
Platanus x hispanica,5.0,7.1,9.0
Platanus x hispanica,6.0,12.6,11.0
Platanus x hispanica,6.0,19.6,15.0
Platanus x hispanica,6.0,19.6,15.0
Platanus x hispanica,6.5,19.6,18.0
Platanus x hispanica,6.5,19.6,16.0
Platanus x hispanica,6.5,28.3,18.0
Platanus x hispanica,7.0,38.5,22.0
Platanus x hispanica,7.0,38.5,22.0
Platanus x hispanica,7.0,28.3,19.0
Platanus x hispanica,7.0,38.5,21.0
Platanus x hispanica,7.0,28.3,20.0
Platanus x hispanica,6.0,28.3,16.0
Platanus x hispanica,6.0,28.3,16.0
Platanus x hispanica,6.0,28.3,16.0
Platanus x hispanica,7.0,38.5,20.0
Platanus x hispanica,6.0,12.6,12.0
Platanus x hispanica,5.0,7.1,10.0
Platanus x hispanica,6.0,12.6,18.0
Platanus x hispanica,6.0,12.6,16.0
Platanus x hispanica,6.0,12.6,16.0
Platanus x hispanica,6.0,12.6,16.0
Platanus x hispanica,6.0,12.6,16.0
Platanus x hispanica,4.0,0.8,8.0
Platanus x hispanica,7.0,28.3,24.0
Platanus x hispanica,6.0,19.6,18.0
Platanus x hispanica,7.0,28.3,25.0
Platanus x hispanica,5.0,0.8,8.0
Platanus x hispanica,5.0,1.8,7.0
Platanus x hispanica,6.0,19.6,18.0
Platanus x hispanica,7.0,38.5,25.0
Platanus x hispanica,4.0,0.8,7.0
Platanus x hispanica,4.0,0.8,7.0
Platanus x hispanica,6.0,28.3,16.0
Platanus x hispanica,5.0,7.1,12.0
Platanus x hispanica,7.0,28.3,19.0
Platanus x hispanica,6.0,19.6,16.0
Platanus x hispanica,6.0,19.6,16.0
Platanus x hispanica,6.0,19.6,16.0
Celtis australis,12.0,50.3,45.0
Celtis australis,13.0,78.5,55.0
Celtis australis,7.0,28.3,19.0
Tilia cordata,4.0,4.9,9.0
Tilia cordata,4.0,4.9,9.0
Tilia cordata,4.0,4.9,9.0
Tilia cordata,4.0,4.9,9.0
Platanus x hispanica,7.0,38.5,26.0
Platanus x hispanica,19.0,283.5,90.0
Platanus x hispanica,17.0,254.5,90.0
Platanus x hispanica,17.0,227.0,65.0
Platanus x hispanica,16.0,176.7,50.0
Platanus x hispanica,18.0,227.0,83.0
Platanus x hispanica,19.0,153.9,85.0
Platanus x hispanica,19.0,95.0,75.0
Platanus x hispanica,21.0,283.5,85.0
Platanus x hispanica,5.0,7.1,12.0
Celtis australis,5.0,19.6,14.0
Tilia cordata,12.0,78.5,35.0
Tilia cordata,11.0,50.3,32.0
Tilia cordata,10.0,28.3,18.0
Tilia cordata,11.0,50.3,32.0
Tilia cordata,11.0,50.3,32.0
Tilia cordata,11.0,50.3,32.0
Tilia cordata,11.0,50.3,32.0
Tilia cordata,11.0,50.3,32.0
Tilia cordata,11.0,50.3,32.0
Tilia cordata,11.0,50.3,32.0
Tilia cordata,11.0,50.3,32.0
Carpinus betulus,4.0,3.1,17.0
Carpinus betulus,6.0,7.1,18.0
Carpinus betulus,6.0,7.1,32.0
Carpinus betulus,5.0,7.1,18.0
Carpinus betulus,5.0,7.1,20.0
Carpinus betulus,5.0,7.1,19.0
Carpinus betulus,6.0,7.1,25.0
Carpinus betulus,6.0,7.1,22.0
Carpinus betulus,6.0,7.1,24.0
Carpinus betulus,5.0,7.1,17.0
Carpinus betulus,5.0,7.1,17.0
Carpinus betulus,4.0,7.1,16.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,16.0
Carpinus betulus,5.0,7.1,12.0
Carpinus betulus,6.0,7.1,19.0
Carpinus betulus,4.0,12.6,17.0
Carpinus betulus,4.0,12.6,17.0
Carpinus betulus,4.0,3.1,14.0
Carpinus betulus,5.0,12.6,18.0
Carpinus betulus,4.0,7.1,15.0
Carpinus betulus,4.0,3.1,15.0
Carpinus betulus,3.0,3.1,12.0
Carpinus betulus,4.0,3.1,16.0
Carpinus betulus,3.0,3.1,12.0
Carpinus betulus,4.0,3.1,11.0
Carpinus betulus,4.0,3.1,14.0
Carpinus betulus,4.0,7.1,17.0
Carpinus betulus,4.0,3.1,12.0
Carpinus betulus,4.0,3.1,12.0
Carpinus betulus,4.0,3.1,12.0
Carpinus betulus,4.0,3.1,12.0
Carpinus betulus,4.0,3.1,14.0
Carpinus betulus,3.0,3.1,12.0
Carpinus betulus,4.0,7.1,14.0
Carpinus betulus,4.0,7.1,12.0
Carpinus betulus,4.0,3.1,14.0
Platanus x hispanica,9.0,28.3,31.0
Carpinus betulus,7.0,50.3,30.0
Carpinus betulus,4.0,3.1,12.0
Carpinus betulus,4.0,3.1,12.0
Carpinus betulus,4.0,3.1,15.0
Carpinus betulus,4.0,3.1,15.0
Carpinus betulus,4.0,3.1,16.0
Carpinus betulus,4.0,0.8,6.0
Platanus x hispanica,13.0,78.5,55.0
Platanus x hispanica,12.0,63.6,35.0
Platanus x hispanica,14.0,113.1,57.0
Platanus x hispanica,13.0,95.0,62.0
Carpinus betulus,4.0,3.1,15.0
Carpinus betulus,4.0,3.1,17.0
Carpinus betulus,3.0,3.1,11.0
Carpinus betulus,5.0,0.8,6.0
Carpinus betulus,3.0,0.8,7.0
Carpinus betulus,3.0,0.8,11.0
Carpinus betulus,3.0,0.8,8.0
Carpinus betulus,4.0,3.1,16.0
Carpinus betulus,3.0,3.1,14.0
Carpinus betulus,3.0,3.1,14.0
Carpinus betulus,3.0,3.1,16.0
Carpinus betulus,3.0,3.1,14.0
Carpinus betulus,4.0,3.1,16.0
Carpinus betulus,5.0,3.1,16.0
Carpinus betulus,4.0,3.1,17.0
Carpinus betulus,4.0,3.1,14.0
Carpinus betulus,4.0,3.1,16.0
Carpinus betulus,4.0,3.1,15.0
Carpinus betulus,3.0,3.1,16.0
Carpinus betulus,3.0,3.1,14.0
Carpinus betulus,3.0,3.1,14.0
Carpinus betulus,3.0,3.1,11.0
Carpinus betulus,4.0,3.1,17.0
Carpinus betulus,5.0,3.1,18.0
Celtis australis,5.0,19.6,22.0
Celtis australis,5.0,12.6,19.0
Celtis australis,6.0,19.6,30.0
Celtis australis,7.0,19.6,35.0
Celtis australis,6.0,19.6,25.0
Celtis australis,7.0,19.6,35.0
Celtis australis,8.0,50.3,42.0
Celtis australis,7.0,50.3,22.0
Celtis australis,7.0,50.3,20.0
Celtis australis,6.0,38.5,28.0
Celtis australis,6.0,50.3,35.0
Celtis australis,5.0,38.5,24.0
Aesculus hippocastanum,8.0,50.3,55.0
Celtis australis,6.0,28.3,21.0
Celtis australis,5.0,28.3,19.0
Celtis australis,5.0,28.3,28.0
Celtis australis,11.0,153.9,80.0
Celtis australis,9.0,63.6,52.0
Celtis australis,9.0,50.3,44.0
Celtis australis,8.0,63.6,60.0
Celtis australis,10.0,113.1,76.0
Celtis australis,5.0,19.6,55.0
Celtis australis,18.0,153.9,92.3
Aesculus hippocastanum,9.0,12.6,60.0
Tilia cordata,13.0,63.6,60.0
Celtis australis,5.0,3.1,10.0
Celtis australis,4.0,3.1,10.0
Celtis australis,5.0,7.1,11.0
Celtis australis,5.0,7.1,11.0
Celtis australis,5.0,7.1,10.0
Tilia cordata,6.0,19.6,35.0
Tilia cordata,9.0,28.3,32.0
Tilia cordata,9.0,28.3,44.0
Tilia cordata,10.0,50.3,42.0
Tilia cordata,8.0,28.3,20.0
Celtis australis,12.0,113.1,70.0
Celtis australis,6.0,28.3,24.0
Platanus x hispanica,6.0,28.3,28.0
Platanus x hispanica,6.0,12.6,20.0
Aesculus hippocastanum,14.0,201.1,75.0
Platanus x hispanica,16.0,254.5,105.0
Aesculus hippocastanum,3.5,1.8,8.0
Aesculus hippocastanum,3.5,1.8,8.0
Aesculus hippocastanum,3.5,1.8,8.0
Aesculus hippocastanum,3.5,1.8,8.0
Aesculus hippocastanum,3.5,1.8,8.0
Aesculus hippocastanum,3.5,1.8,8.0
Aesculus hippocastanum,9.0,63.6,35.0
Aesculus hippocastanum,10.0,78.5,38.0
Aesculus hippocastanum,10.0,113.1,55.0
Carpinus betulus,8.0,113.1,34.0
Aesculus hippocastanum,9.0,78.5,60.0
Aesculus hippocastanum,12.0,113.1,42.0
Aesculus hippocastanum,9.0,95.0,52.0
Aesculus hippocastanum,9.0,95.0,52.0
Carpinus betulus,8.0,50.3,23.0
Aesculus hippocastanum,7.0,50.3,38.0
Aesculus hippocastanum,8.0,95.0,55.0
Aesculus hippocastanum,10.0,78.5,40.0
Aesculus hippocastanum,8.0,50.3,29.0
Aesculus hippocastanum,10.0,153.9,60.0
Aesculus hippocastanum,18.0,113.1,40.0
Aesculus hippocastanum,11.0,78.5,60.0
Aesculus hippocastanum,11.0,78.5,60.0
Aesculus hippocastanum,21.0,176.7,68.0
Tilia cordata,14.0,113.1,30.0
Tilia cordata,17.0,95.0,30.0
Celtis australis,4.0,3.1,10.0
Celtis australis,6.0,50.3,28.0
Celtis australis,6.0,50.3,35.0
Celtis australis,7.0,113.1,38.0
Celtis australis,8.0,113.1,50.0
Celtis australis,9.0,95.0,50.0
Celtis australis,8.0,95.0,48.0
Celtis australis,7.0,63.6,45.0
Celtis australis,8.0,63.6,35.0
Celtis australis,6.0,63.6,45.0
Celtis australis,5.0,38.5,21.0
Celtis australis,7.0,28.3,24.0
Celtis australis,5.0,19.6,28.0
Celtis australis,6.0,63.6,28.0
Celtis australis,7.0,63.6,29.0
Celtis australis,7.0,95.0,28.0
Celtis australis,7.0,95.0,29.0
Celtis australis,6.0,50.3,28.0
Celtis australis,8.0,95.0,55.0
Celtis australis,7.0,63.6,50.0
Celtis australis,8.0,63.6,35.0
Celtis australis,8.0,95.0,45.0
Platanus x hispanica,23.0,153.9,90.0
Platanus x hispanica,24.0,254.5,104.0
Tilia cordata,18.0,113.1,75.0
Tilia cordata,3.0,0.8,8.0
Tilia cordata,3.0,0.8,10.0
Tilia cordata,3.0,0.8,8.0
Tilia cordata,3.0,0.8,8.0
Tilia cordata,3.0,0.8,8.0
Platanus x hispanica,3.0,0.8,8.0
Tilia cordata,9.0,38.5,60.0
Aesculus hippocastanum,8.0,38.5,56.0
Aesculus hippocastanum,8.0,38.5,30.0
Aesculus hippocastanum,8.0,38.5,30.0
Celtis australis,6.0,63.6,28.0
Aesculus hippocastanum,5.0,12.6,19.0
Celtis australis,5.0,12.6,19.0
Celtis australis,7.0,113.1,70.0
Celtis australis,7.0,113.1,70.0
Celtis australis,7.0,113.1,70.0
Celtis australis,4.0,7.1,18.0
Celtis australis,4.0,7.1,18.0
Celtis australis,4.0,7.1,18.0
Celtis australis,4.0,7.1,18.0
Celtis australis,4.0,7.1,18.0
Celtis australis,4.0,7.1,18.0
Celtis australis,4.0,7.1,18.0
Celtis australis,4.0,7.1,18.0
Celtis australis,4.0,50.3,45.0
Celtis australis,4.0,50.3,30.0
Platanus x hispanica,12.0,153.9,60.0
Platanus x hispanica,12.0,153.9,60.0
Platanus x hispanica,12.0,153.9,70.0
Platanus x hispanica,12.0,153.9,60.0
Aesculus hippocastanum,9.0,50.3,40.0
Aesculus hippocastanum,9.0,50.3,40.0
Aesculus hippocastanum,9.0,50.3,50.0
Aesculus hippocastanum,9.0,50.3,50.0
Aesculus hippocastanum,9.0,50.3,50.0
Platanus x hispanica,28.0,346.4,110.0
Platanus x hispanica,16.0,346.4,90.0
Aesculus hippocastanum,10.0,78.5,38.0
Aesculus hippocastanum,10.0,78.5,60.0
Aesculus hippocastanum,10.0,78.5,60.0
Platanus x hispanica,4.0,7.1,10.0
Platanus x hispanica,4.0,7.1,10.0
Platanus x hispanica,7.0,95.0,29.0
Platanus x hispanica,7.0,95.0,29.0
Platanus x hispanica,4.0,7.1,10.0
Platanus x hispanica,20.0,227.0,120.0
Tilia cordata,8.0,50.3,25.0
Tilia cordata,8.0,50.3,25.0
Tilia cordata,8.0,50.3,30.0
Celtis australis,5.0,50.3,35.0
Celtis australis,5.0,50.3,35.0
Tilia cordata,8.0,50.3,25.0
Tilia cordata,8.0,50.3,25.0
Tilia cordata,8.0,50.3,25.0
Tilia cordata,8.0,50.3,35.0
Tilia cordata,8.0,50.3,35.0
Tilia cordata,8.0,50.3,35.0
Tilia cordata,8.0,50.3,30.0
Tilia cordata,8.0,50.3,35.0
Tilia cordata,8.0,50.3,30.0
Tilia cordata,8.0,50.3,30.0
Tilia cordata,8.0,50.3,30.0
Tilia cordata,8.0,50.3,30.0
Tilia cordata,8.0,50.3,30.0
Celtis australis,6.0,113.1,45.0
Celtis australis,6.0,113.1,75.0
Celtis australis,3.0,28.3,18.0
Celtis australis,6.0,113.1,75.0
Celtis australis,3.0,28.3,18.0
Celtis australis,5.0,28.3,29.0
Celtis australis,5.0,28.3,29.0
Celtis australis,5.0,28.3,29.0
Celtis australis,5.0,28.3,29.0
Celtis australis,5.0,28.3,29.0
Celtis australis,5.0,28.3,29.0
Celtis australis,5.0,28.3,29.0
Celtis australis,5.0,28.3,29.0
Celtis australis,5.0,28.3,29.0
Celtis australis,5.0,28.3,29.0
Celtis australis,5.0,28.3,29.0
Celtis australis,5.0,28.3,29.0
Celtis australis,5.0,28.3,29.0
Celtis australis,5.0,28.3,50.0
Celtis australis,4.0,3.1,15.0
Celtis australis,4.0,3.1,15.0
Aesculus hippocastanum,6.0,38.5,32.0
Aesculus hippocastanum,6.0,38.5,30.0
Tilia cordata,7.0,95.0,30.0
Celtis australis,5.0,50.3,30.0
Celtis australis,5.0,50.3,30.0
Celtis australis,5.0,50.3,50.0
Tilia cordata,5.0,28.3,21.0
Tilia cordata,5.0,28.3,28.0
Tilia cordata,5.0,28.3,28.0
Platanus x hispanica,8.0,95.0,60.0
Tilia cordata,5.0,7.1,15.0
Tilia cordata,5.0,7.1,15.0
Celtis australis,4.0,19.6,30.0
Celtis australis,4.0,19.6,15.0
Tilia cordata,4.0,3.1,19.0
Celtis australis,6.0,12.6,30.0
Celtis australis,6.0,12.6,30.0
Celtis australis,6.0,12.6,30.0
Celtis australis,5.0,38.5,31.0
Celtis australis,5.0,38.5,24.0
Celtis australis,3.0,0.8,10.0
Tilia cordata,3.0,0.8,10.0
Carpinus betulus,3.0,0.8,10.0
Carpinus betulus,3.0,0.8,10.0
Carpinus betulus,3.0,0.8,10.0
Platanus x hispanica,9.0,63.6,41.0
Platanus x hispanica,9.0,63.6,41.0
Platanus x hispanica,9.0,63.6,35.0
Platanus x hispanica,9.0,63.6,41.0
Platanus x hispanica,9.0,63.6,41.0
