Height,CanopySize,Diameter
3.5,9.6,7.5
4.0,12.6,11.0
4.0,12.6,10.0
5.5,12.6,16.0
4.0,9.6,9.0
4.0,12.6,13.0
6.0,12.6,16.0
4.0,12.6,15.0
6.0,9.6,14.0
4.0,7.1,9.0
5.0,4.9,12.0
5.5,9.6,16.0
5.5,4.9,14.0
6.0,4.9,15.0
5.0,9.6,14.0
4.5,4.9,12.0
5.0,9.6,13.0
5.5,9.6,14.0
5.5,12.6,13.0
5.5,15.9,14.0
4.5,9.6,13.0
4.5,7.1,14.0
5.0,7.1,14.0
5.0,9.6,15.0
5.0,4.9,15.0
5.5,9.6,13.0
3.0,3.1,10.0
4.5,9.6,13.0
4.5,12.6,12.0
4.5,12.6,12.0
4.5,12.6,12.0
4.5,7.1,13.0
4.0,3.1,10.0
4.0,3.1,11.0
4.5,7.1,12.0
5.5,12.6,16.0
4.5,12.6,13.0
3.5,3.1,9.0
4.5,12.6,13.0
5.5,12.6,14.0
5.0,12.6,13.0
4.5,4.9,10.0
4.5,4.9,10.2
5.0,9.6,21.7
4.5,9.6,11.0
4.5,9.6,10.0
4.5,9.6,10.0
5.0,12.6,14.0
5.0,12.6,14.0
5.0,12.6,14.0
5.0,12.6,12.0
5.0,12.6,14.0
4.5,9.6,13.0
5.0,12.6,13.0
5.0,12.6,14.0
4.0,1.8,7.0
5.0,12.6,13.0
5.0,12.6,14.0
3.5,1.8,6.5
4.0,3.1,8.0
4.0,3.1,8.0
4.0,3.1,8.0
6.0,28.3,19.0
4.0,1.8,8.0
4.0,1.8,9.0
4.0,1.8,8.0
3.5,3.1,8.0
6.0,28.3,20.0
4.0,3.1,8.0
3.5,1.8,6.5
4.0,1.8,7.0
3.5,1.8,6.0
3.5,1.8,7.0
9.0,38.5,28.0
9.0,38.5,25.0
6.0,9.6,10.0
4.0,3.1,8.0
3.5,3.1,7.5
4.5,4.9,8.0
4.5,3.1,8.0
4.0,3.1,8.0
4.0,3.1,8.0
4.0,3.1,8.0
4.0,3.1,8.0
4.0,3.1,8.0
4.0,3.1,8.0
4.0,3.1,8.0
4.0,3.1,8.0
4.5,4.9,9.0
4.5,4.9,4.0
3.5,4.9,6.0
4.0,3.1,6.0
4.0,3.1,7.0
4.0,3.1,6.0
4.0,3.1,6.0
4.0,3.1,8.0
4.0,1.8,9.0
4.0,1.8,9.0
4.0,3.1,8.0
4.0,1.8,9.0
4.0,1.8,8.0
4.0,3.1,8.0
4.0,1.8,8.0
4.0,1.8,8.0
4.0,3.1,8.0
4.0,3.1,9.0
4.0,3.1,9.0
4.0,3.1,9.0
4.0,3.1,9.0
3.5,0.8,6.5
4.0,1.8,7.0
4.0,1.8,7.0
4.0,1.8,7.0
4.0,1.8,7.0
4.0,1.8,7.0
4.0,1.8,7.0
4.0,1.8,7.0
4.0,1.8,7.0
4.0,3.1,8.0
4.0,15.9,13.0
4.0,15.9,15.0
6.0,63.6,26.0
6.0,70.9,24.0
4.0,12.6,13.0
4.0,12.6,13.0
11.0,23.8,20.0
11.0,50.3,30.0
5.0,15.9,15.0
10.0,50.3,28.0
10.0,50.3,25.0
10.5,50.3,20.0
11.0,56.7,28.0
10.0,44.2,20.0
6.0,28.3,18.0
8.0,38.5,22.0
5.0,12.6,22.0
6.0,38.5,18.0
4.0,9.6,11.0
3.5,1.8,7.0
9.0,33.2,28.0
10.0,50.3,27.0
9.0,50.3,26.0
8.5,50.3,21.0
8.0,50.3,21.0
10.0,38.5,22.0
11.0,38.5,25.0
8.0,15.9,17.0
12.0,50.3,28.0
6.0,9.6,13.0
3.5,0.8,5.0
7.0,19.6,20.0
8.0,12.6,17.0
7.0,28.3,20.0
6.0,38.5,19.0
3.0,1.8,10.0
3.0,1.8,10.0
6.0,38.5,20.0
4.0,7.1,15.0
8.0,19.6,19.0
7.0,7.1,16.0
8.0,19.6,17.0
7.0,19.6,18.0
7.0,19.6,17.0
6.0,12.6,12.0
7.0,28.3,13.0
6.0,12.6,16.0
5.0,7.1,14.0
4.0,3.1,10.0
3.0,3.1,16.0
6.0,19.6,15.0
7.0,28.3,20.0
7.0,3.1,13.0
8.0,12.6,20.0
7.0,7.1,15.0
6.0,12.6,14.0
6.0,1.8,10.0
6.0,3.1,12.0
6.0,4.9,14.0
4.0,4.9,12.0
5.0,12.6,13.0
8.0,12.6,13.0
8.0,19.6,15.0
7.0,7.1,15.0
9.0,19.6,20.0
9.0,19.6,20.0
8.0,38.5,20.0
8.0,50.3,20.0
8.0,38.5,20.0
7.0,28.3,18.0
8.0,12.6,20.0
4.0,1.8,10.0
3.5,0.8,10.0
7.0,28.3,19.0
6.0,12.6,19.0
5.0,7.1,19.0
9.0,38.5,20.0
8.0,50.3,19.0
6.0,7.1,18.0
5.0,7.1,12.0
4.0,19.6,10.0
9.0,19.6,20.0
10.0,38.5,30.0
7.5,28.3,6.0
9.0,28.3,25.0
9.0,19.6,30.0
9.0,28.3,35.0
5.0,12.6,12.0
4.0,7.1,10.0
9.0,19.6,25.0
10.0,38.5,25.0
9.0,12.6,20.0
10.0,38.5,30.0
10.0,95.0,29.0
10.0,28.3,29.0
12.0,38.5,30.0
12.0,28.3,34.0
4.0,1.8,10.0
4.0,1.8,8.0
8.0,12.6,10.0
7.0,3.1,4.0
4.0,0.8,10.0
4.0,3.1,8.0
4.0,1.8,10.0
4.0,3.1,11.0
3.5,1.8,10.0
4.0,1.8,12.0
7.0,19.6,30.0
7.0,28.3,20.0
12.0,95.0,45.0
11.0,28.3,35.0
11.0,28.3,40.0
12.0,132.7,40.0
12.0,50.3,20.0
10.0,63.6,20.0
3.5,1.8,10.0
11.0,50.3,20.0
7.0,15.9,18.0
6.0,7.1,18.0
5.0,3.1,13.0
5.0,3.1,12.0
6.0,9.6,12.0
6.0,12.6,12.0
5.0,7.1,12.0
5.0,1.8,7.0
9.0,12.6,18.0
3.5,1.8,5.0
7.0,3.1,14.0
7.0,4.9,14.0
4.0,4.9,11.0
7.0,7.1,14.0
6.0,4.9,10.0
5.0,7.1,12.0
8.0,4.9,18.0
8.0,4.9,12.0
7.0,4.9,12.0
4.0,4.9,10.0
7.0,4.9,11.0
9.0,4.9,17.0
5.0,1.8,9.0
6.0,3.1,13.0
6.0,7.1,10.0
7.0,1.8,14.0
6.0,12.6,19.0
7.0,3.1,8.0
8.0,19.6,13.0
9.0,12.6,14.5
6.5,7.1,18.0
5.0,3.1,9.0
5.0,1.8,10.0
8.0,12.6,13.0
4.5,1.8,10.0
3.5,4.9,6.0
3.5,7.1,12.0
8.0,9.6,15.0
4.5,4.9,10.0
8.0,7.1,16.0
6.0,15.9,13.0
7.0,15.9,13.0
3.5,1.8,5.0
4.0,3.1,8.0
4.0,3.1,8.0
4.0,3.1,8.0
5.0,3.1,10.0
5.0,3.1,10.0
4.0,3.1,8.0
4.0,3.1,8.0
4.0,3.1,8.0
4.0,3.1,8.0
4.0,3.1,8.0
4.0,3.1,8.0
4.0,3.1,8.0
4.0,3.1,8.0
4.0,7.1,15.0
2.0,3.1,8.0
2.0,3.1,8.0
2.0,3.1,8.0
4.0,12.6,18.0
4.0,12.6,15.0
4.0,12.6,20.0
6.0,7.1,15.0
8.0,12.6,32.0
4.0,7.1,15.0
4.0,7.1,15.0
4.0,12.6,25.0
4.0,12.6,25.0
6.0,7.1,18.0
4.0,12.6,10.0
4.0,12.6,32.0
4.0,12.6,18.0
4.0,7.1,15.0
4.0,12.6,18.0
4.0,12.6,18.0
4.0,12.6,20.0
4.0,3.1,15.0
4.0,12.6,15.0
12.0,50.3,28.0
13.0,50.3,29.0
10.0,38.5,19.0
14.0,50.3,28.0
12.0,50.3,22.0
10.0,38.5,19.0
9.0,38.5,27.0
10.0,38.5,19.0
9.0,38.5,18.0
9.0,50.3,19.0
11.0,50.3,24.0
11.0,50.3,22.0
11.0,63.6,26.0
10.0,50.3,19.0
11.0,50.3,26.0
3.5,0.8,7.0
9.0,38.5,19.0
10.0,50.3,22.0
10.0,50.3,22.0
10.0,50.3,20.0
3.5,0.8,7.0
8.0,28.3,23.0
8.0,19.6,17.0
5.0,1.8,9.0
9.0,50.3,22.0
9.0,50.3,18.0
11.0,50.3,32.0
10.0,50.3,28.0
7.0,3.1,16.0
12.0,50.3,31.0
12.0,12.6,18.0
11.0,12.6,19.0
8.0,28.3,19.0
8.0,28.3,22.0
11.0,28.3,25.0
10.0,28.3,22.0
8.0,28.3,16.0
8.0,28.3,23.0
10.0,38.5,25.0
11.0,38.5,21.0
11.0,38.5,24.0
12.0,50.3,28.0
10.0,38.5,19.0
12.0,50.3,28.0
4.0,3.1,10.0
3.5,3.1,8.0
4.0,3.1,10.0
3.5,3.1,8.0
4.0,7.1,10.0
4.5,3.1,10.0
9.0,50.3,32.0
8.0,78.5,36.0
10.0,50.3,35.0
8.0,38.5,25.0
8.0,50.3,38.0
8.0,50.3,22.0
10.0,50.3,32.0
11.0,50.3,28.0
11.0,63.6,35.0
11.0,63.6,35.0
10.0,63.6,24.0
10.0,50.3,25.0
11.0,38.5,22.0
9.0,38.5,25.0
9.0,28.3,25.0
4.0,3.1,10.0
9.0,63.6,35.0
12.0,50.3,32.0
8.0,50.3,24.0
8.0,12.6,18.0
8.0,50.3,25.0
9.0,38.5,25.0
11.0,50.3,31.0
12.0,63.6,34.0
4.0,3.1,10.0
4.0,3.1,10.0
4.0,3.1,10.0
3.0,0.8,10.0
3.0,0.8,10.0
3.0,0.8,10.0
10.0,28.3,24.0
10.0,28.3,24.0
10.0,28.3,25.0
6.0,19.6,17.0
13.0,38.5,35.0
6.0,12.6,17.0
6.0,12.6,17.0
15.0,28.3,38.0
3.0,12.6,18.0
4.0,9.6,18.0
12.0,38.5,40.0
13.0,50.3,37.0
4.0,4.9,14.0
15.0,50.3,33.0
7.0,28.3,17.0
7.0,28.3,17.0
6.0,12.6,17.0
14.0,50.3,52.0
4.0,9.6,13.0
15.0,19.6,48.0
13.0,19.6,45.0
6.0,12.6,10.0
7.0,15.9,19.0
7.0,15.9,19.0
7.5,23.8,19.0
4.5,7.1,14.0
5.0,9.6,18.0
3.0,1.8,8.0
15.0,50.3,67.5
13.0,50.3,35.0
15.0,63.6,44.0
16.0,78.5,54.0
17.0,38.5,58.0
16.0,12.6,40.0
17.0,19.6,60.0
16.0,15.9,45.0
14.0,15.9,47.0
14.0,15.9,47.0
2.0,0.8,6.0
17.0,28.3,56.0
2.0,3.1,8.0
4.5,1.8,11.0
4.0,0.8,12.0
3.5,0.8,9.0
3.5,0.8,10.0
4.5,0.8,10.0
4.5,0.8,10.0
3.5,0.8,10.0
3.0,0.8,10.0
3.0,0.8,9.0
3.5,1.8,11.5
3.0,0.8,10.0
4.0,1.8,12.0
4.5,0.8,10.0
4.0,1.8,12.0
3.5,0.8,10.0
3.5,1.8,10.0
9.0,28.3,20.0
2.0,0.8,6.0
2.5,1.8,10.0
2.5,0.8,7.0
2.0,0.8,6.0
2.0,0.8,7.0
2.5,0.8,7.0
2.0,0.8,6.0
2.0,0.8,7.0
2.0,0.8,7.0
2.5,1.8,8.0
2.0,0.8,8.0
2.5,1.8,9.0
2.5,1.8,8.0
2.5,0.8,7.0
2.5,1.8,8.0
5.0,3.1,11.0
4.0,1.8,9.0
1.5,0.8,7.0
10.0,78.5,42.0
8.0,28.3,25.0
9.0,50.3,31.0
4.0,3.1,10.0
4.5,4.9,15.0
10.0,63.6,40.0
9.0,56.7,29.0
8.0,44.2,22.0
4.0,4.9,12.0
7.0,28.3,32.0
10.0,50.3,43.0
8.0,44.2,22.0
11.0,78.5,44.0
5.0,7.1,14.0
8.5,50.3,32.0
8.0,50.3,32.0
4.5,3.1,12.0
6.0,12.6,19.0
8.0,50.3,26.0
11.0,28.3,60.0
5.0,9.6,11.0
10.0,28.3,40.0
11.0,78.5,70.0
5.0,4.9,6.0
7.0,12.6,18.0
12.0,78.5,42.0
4.5,7.1,14.0
6.0,9.6,19.0
4.5,4.9,16.0
9.0,28.3,31.0
9.0,38.5,33.0
6.0,12.6,17.0
11.0,50.3,44.0
7.0,9.6,19.0
11.0,38.5,27.0
12.0,50.3,35.0
11.0,50.3,29.0
10.0,28.3,24.0
6.0,3.1,8.0
11.0,28.3,29.0
13.0,78.5,53.0
12.0,63.6,43.0
13.0,78.5,41.0
5.0,4.9,10.0
11.0,78.5,50.0
7.0,19.6,20.0
12.0,50.3,36.0
9.0,44.2,31.0
5.5,3.1,11.0
9.0,28.3,28.0
10.0,50.3,28.0
6.0,9.6,11.0
9.0,50.3,25.0
10.0,50.3,28.5
8.0,28.3,24.0
12.0,78.5,52.0
5.0,1.8,8.0
12.0,95.0,60.0
9.0,50.3,31.0
9.0,44.2,30.0
9.0,56.7,35.0
20.0,113.1,80.0
20.0,113.1,80.0
20.0,113.1,80.0
15.0,113.1,30.0
20.0,113.1,80.0
20.0,113.1,80.0
22.0,78.5,100.0
22.0,113.1,60.0
25.0,113.1,110.0
24.0,113.1,95.0
23.0,132.7,130.0
24.0,176.7,100.0
18.0,176.7,115.0
22.0,153.9,80.0
24.0,132.7,80.0
24.0,201.1,80.0
24.0,314.2,135.0
24.0,153.9,95.0
24.0,153.9,95.0
23.0,113.1,100.0
24.0,153.9,105.0
24.0,176.7,105.0
24.0,283.5,110.0
6.0,28.3,19.0
24.0,254.5,120.0
5.5,3.1,9.0
25.0,254.5,140.0
12.0,19.6,29.0
25.0,314.2,135.0
22.0,113.1,55.0
24.0,254.5,110.0
24.0,254.5,110.0
25.0,314.2,140.0
24.0,153.9,75.0
24.0,254.5,100.0
24.0,254.5,110.0
24.0,254.5,100.0
24.0,227.0,75.0
24.0,201.1,95.0
16.0,314.2,230.0
15.0,113.1,35.0
4.5,7.1,10.0
8.0,38.5,27.0
8.0,50.3,29.0
8.0,56.7,28.0
8.0,50.3,29.0
6.0,7.1,9.0
8.0,38.5,38.0
9.0,50.3,37.0
6.0,15.9,16.0
4.5,9.6,10.0
4.5,4.9,11.0
13.0,95.0,52.0
13.0,50.3,39.0
11.0,28.3,18.0
4.5,4.9,9.0
12.0,78.5,34.0
10.0,50.3,40.0
4.5,7.1,9.0
12.0,50.3,34.0
7.0,12.6,18.0
12.0,38.5,29.0
4.0,4.9,9.0
13.0,95.0,68.0
11.0,50.3,28.0
6.0,9.6,12.0
6.0,9.6,10.0
11.0,63.6,36.0
10.5,50.3,29.0
11.0,50.3,29.0
7.5,44.2,24.0
11.0,56.7,34.0
7.5,44.2,15.0
12.0,95.0,48.0
12.0,63.6,28.0
12.0,78.5,40.0
4.5,9.6,10.0
11.0,44.2,32.0
12.0,95.0,38.0
13.0,95.0,40.0
13.0,95.0,38.0
10.0,44.2,28.0
12.0,95.0,36.0
11.0,78.5,32.0
13.0,113.1,50.0
20.0,50.3,75.8
19.0,44.2,68.1
19.0,50.3,79.6
16.0,63.6,67.5
18.0,70.9,77.7
21.0,63.6,77.0
19.0,44.2,69.4
20.0,50.3,71.6
19.0,63.6,37.2
17.0,50.3,62.1
11.0,28.3,38.5
17.0,50.3,76.1
20.0,44.2,68.8
19.0,38.5,60.2
17.0,38.5,77.0
18.5,28.3,70.7
18.0,113.1,86.6
19.0,63.6,75.1
18.0,38.5,59.8
3.0,3.1,6.4
18.5,50.3,64.9
19.0,38.5,61.1
18.0,78.5,79.6
10.0,44.2,28.7
3.0,0.8,8.0
7.0,12.6,26.0
6.0,12.6,20.0
4.0,9.6,10.0
3.0,7.1,20.0
3.0,12.6,12.0
8.0,19.6,30.0
7.0,19.6,36.0
8.0,19.6,20.0
5.0,7.1,12.0
10.0,28.3,30.0
3.0,3.1,8.0
4.0,7.1,10.0
4.0,9.6,10.0
5.0,12.6,15.0
5.0,9.6,16.0
3.0,4.9,10.0
5.0,3.1,10.0
4.0,4.9,9.0
5.5,7.1,14.0
4.0,4.9,12.0
8.0,19.6,20.0
7.0,7.1,20.0
8.0,28.3,28.0
8.0,12.6,14.0
7.0,28.3,26.0
8.0,19.6,26.0
6.0,28.3,20.0
8.0,28.3,28.0
5.0,19.6,20.0
11.0,28.3,32.0
3.0,0.2,5.0
3.0,0.5,5.0
3.0,0.5,5.0
2.5,0.2,4.0
3.0,0.8,5.0
3.0,0.8,5.0
3.0,0.8,5.0
3.0,0.8,5.0
4.0,1.8,8.0
4.0,3.1,10.0
3.5,0.8,8.0
4.0,1.8,9.0
4.0,3.1,8.0
4.5,0.8,10.0
11.0,113.1,58.0
12.0,132.7,72.0
7.0,19.6,17.0
4.0,4.9,11.0
5.0,4.9,12.0
5.0,4.9,14.0
6.0,7.1,14.0
6.0,12.6,16.0
4.0,3.1,12.0
4.0,7.1,12.0
4.0,7.1,12.0
3.5,3.1,7.0
3.5,3.1,9.0
3.5,7.1,10.0
4.0,12.6,14.0
8.0,50.3,27.0
5.0,9.6,11.0
6.0,12.6,12.0
5.0,7.1,10.0
6.0,7.1,9.0
5.5,12.6,11.0
4.5,7.1,9.0
5.0,7.1,9.0
9.0,28.3,38.0
10.0,28.3,39.0
10.5,28.3,39.0
9.0,28.3,37.0
7.0,19.6,17.0
8.0,12.6,20.0
10.0,33.2,25.0
9.0,38.5,13.0
12.0,38.5,35.0
11.0,19.6,39.0
11.0,50.3,48.0
12.0,50.3,31.0
11.0,63.6,43.0
6.0,28.3,16.0
7.0,38.5,18.0
5.0,50.3,19.0
4.5,1.8,5.0
3.0,1.8,5.0
7.0,50.3,24.0
7.5,50.3,22.0
7.0,19.6,16.0
6.5,50.3,18.0
7.5,33.2,16.0
7.0,63.6,22.0
4.0,0.8,5.0
8.0,50.3,18.0
8.0,28.3,18.0
4.5,7.1,20.0
4.0,3.1,14.0
4.0,4.9,20.0
2.0,0.8,8.0
2.0,0.8,7.5
3.0,3.1,11.0
2.5,10.6,10.0
1.5,0.2,5.0
3.0,0.8,10.0
4.5,1.8,14.0
4.0,4.9,16.0
4.0,3.1,12.0
3.0,4.9,10.0
3.5,9.6,14.0
4.0,9.6,13.0
4.5,12.6,16.0
4.0,12.6,13.0
4.0,7.1,16.0
2.0,7.1,9.0
2.0,0.8,7.0
3.5,4.9,13.0
5.0,12.6,24.0
5.0,9.6,17.0
5.0,12.6,17.0
2.0,0.8,6.0
2.0,0.8,7.0
4.0,9.6,18.0
5.0,9.6,19.0
4.0,9.6,16.0
4.0,3.1,18.0
4.0,3.1,15.0
3.0,3.1,14.0
3.5,4.9,14.0
3.0,4.9,16.0
2.5,0.8,7.0
2.0,0.8,6.0
5.0,7.1,19.0
6.0,9.6,20.0
3.0,1.8,12.0
4.0,4.9,18.0
3.0,3.1,14.0
4.0,4.9,20.0
3.0,3.1,12.0
3.0,3.1,13.0
2.5,0.8,13.0
2.0,0.8,5.0
2.5,3.1,13.0
4.0,3.1,18.0
5.0,9.6,18.0
4.5,9.6,16.0
3.0,3.1,10.0
2.0,0.8,5.0
4.0,12.6,21.0
5.0,15.9,18.0
5.0,12.6,18.0
4.5,4.9,14.0
2.0,1.8,8.0
2.0,1.8,7.0
3.0,3.1,10.0
4.0,3.1,10.0
4.0,3.1,10.0
3.0,3.1,10.0
3.0,3.1,7.0
2.0,1.8,8.0
3.0,3.1,8.0
2.0,1.8,10.0
2.0,1.8,7.0
3.0,7.1,10.0
2.0,0.8,5.0
4.0,4.9,16.0
4.0,3.1,16.0
2.0,0.8,6.0
2.0,0.8,6.0
4.0,4.9,10.0
4.0,4.9,10.0
3.0,4.9,10.0
5.0,4.9,20.0
4.0,4.9,13.0
5.0,12.6,20.0
3.0,3.1,9.0
2.0,3.1,5.0
2.0,3.1,7.0
5.0,19.6,19.0
6.0,12.6,22.0
6.0,7.1,14.0
5.0,15.9,18.0
3.0,3.1,9.0
6.0,15.9,28.0
3.0,4.9,10.0
3.0,3.1,7.0
6.0,12.6,20.0
4.0,7.1,14.0
3.0,3.1,11.0
3.0,4.9,12.0
4.0,12.6,18.0
5.0,12.6,19.0
3.0,7.1,14.0
3.0,15.9,15.0
4.0,19.6,20.0
4.0,12.6,13.0
3.5,9.6,16.0
3.0,9.6,14.0
2.5,1.8,6.0
4.0,9.6,13.0
4.0,12.6,13.0
5.0,12.6,12.0
5.0,12.6,12.0
2.0,0.8,5.0
3.5,9.6,10.0
4.0,9.6,11.0
4.0,12.6,13.0
16.0,201.1,60.0
15.0,113.1,53.0
4.5,0.8,5.0
4.5,0.8,5.0
4.5,12.6,13.0
5.5,28.3,16.0
4.0,12.6,12.0
3.0,0.8,6.0
4.5,12.6,13.0
3.0,0.8,6.0
3.0,0.8,6.0
3.0,0.8,6.0
3.5,0.8,5.0
12.0,95.0,40.0
8.0,50.3,32.0
9.0,50.3,29.0
11.0,63.6,33.0
8.5,12.6,18.0
16.0,201.1,110.0
10.0,50.3,24.0
11.0,78.5,38.0
11.0,78.5,38.0
10.0,63.6,34.0
11.0,78.5,42.0
11.0,78.5,42.0
10.0,63.6,34.0
10.5,78.5,42.0
4.5,3.1,20.0
4.5,3.1,20.0
4.5,3.1,20.0
4.5,3.1,20.0
4.5,3.1,20.0
4.5,3.1,20.0
4.5,3.1,20.0
4.5,3.1,20.0
4.5,3.1,20.0
4.5,3.1,20.0
4.5,3.1,20.0
4.5,3.1,20.0
4.5,3.1,20.0
4.5,3.1,20.0
4.5,3.1,20.0
4.5,3.1,20.0
21.0,380.1,20.0
4.5,3.1,20.0
6.0,3.1,16.0
6.0,3.1,15.0
16.0,153.9,45.0
14.0,78.5,35.0
11.0,28.3,41.4
15.0,113.1,46.0
15.0,78.5,46.0
15.0,78.5,38.0
15.0,50.3,29.0
3.0,4.9,11.0
16.0,78.5,55.0
15.0,78.5,29.0
16.0,153.9,68.0
14.0,63.6,59.0
4.0,4.9,12.0
7.0,50.3,35.0
9.0,63.6,41.4
8.0,28.3,33.4
16.0,113.1,74.2
15.0,113.1,66.9
5.0,4.9,11.1
5.0,3.1,10.2
5.0,7.1,11.8
3.5,3.1,7.0
5.5,38.5,26.7
4.5,38.5,21.0
4.5,38.5,19.0
4.5,50.3,26.4
8.0,50.3,35.0
7.5,50.3,28.7
6.0,12.6,15.9
7.0,63.6,28.7
5.0,12.6,15.9
6.0,12.6,19.0
8.0,50.3,31.8
4.5,7.1,17.2
9.0,78.5,32.2
8.0,15.9,24.2
5.0,3.1,15.9
6.0,19.6,19.0
6.0,50.3,27.4
5.0,9.6,15.3
7.0,38.5,27.4
9.0,28.3,27.7
5.0,7.1,12.7
3.0,3.1,12.0
2.0,0.8,10.0
2.0,1.8,11.0
2.5,4.9,15.0
2.0,1.8,10.0
3.5,0.8,6.0
2.0,1.8,12.0
3.5,0.8,6.0
4.0,3.1,13.0
6.5,12.6,18.0
4.0,4.9,19.0
2.0,3.1,10.0
2.0,0.8,7.0
3.0,4.9,15.0
2.0,0.8,7.0
4.0,7.1,17.0
4.0,12.6,21.0
15.0,50.3,31.0
2.0,3.1,10.0
7.0,12.6,18.0
4.0,9.6,19.0
2.0,0.8,5.0
4.0,9.6,15.0
4.0,9.6,20.0
3.0,7.1,13.0
4.0,3.1,15.0
2.0,3.1,9.0
4.0,7.1,19.0
5.0,12.6,19.0
6.0,15.9,29.0
6.0,15.9,25.0
5.0,12.6,19.0
6.0,12.6,27.0
7.0,7.1,14.0
6.0,12.6,30.0
5.0,12.6,16.0
14.0,113.1,38.0
5.0,7.1,24.0
5.0,4.9,19.0
3.0,1.8,9.0
8.0,7.1,14.0
16.0,78.5,38.0
14.0,113.1,29.0
4.5,3.1,11.0
5.5,3.1,14.0
6.0,12.6,21.0
7.0,12.6,18.0
6.0,12.6,19.0
4.5,4.9,11.0
4.5,9.6,16.0
6.0,12.6,18.0
11.0,78.5,36.0
5.5,28.3,15.0
5.5,12.6,16.0
5.0,7.1,14.0
13.0,78.5,36.0
13.0,63.6,29.0
14.0,113.1,43.0
4.5,7.1,12.0
4.0,3.1,9.0
4.5,7.1,13.0
4.5,1.8,12.0
4.0,3.1,10.0
4.5,3.1,12.0
4.5,4.9,12.0
4.5,4.9,12.0
4.5,3.1,13.0
5.0,4.9,12.0
4.5,4.9,13.0
4.5,3.1,12.0
5.0,4.9,14.0
4.0,3.1,9.0
14.0,113.1,46.0
12.0,95.0,34.0
10.0,50.3,21.0
14.0,95.0,45.0
13.0,63.6,38.0
15.0,78.5,52.0
15.0,113.1,56.0
15.0,78.5,55.0
10.0,50.3,29.0
14.0,50.3,27.0
16.0,153.9,75.0
16.0,113.1,72.0
16.0,113.1,70.0
14.0,113.1,58.0
3.5,3.1,10.0
4.0,3.1,9.0
2.0,0.8,9.0
3.0,4.9,11.0
2.5,1.8,12.0
2.5,1.8,12.0
2.5,1.8,13.0
2.0,0.8,6.0
3.0,4.9,10.0
3.0,4.9,12.0
3.5,7.1,13.0
4.0,7.1,16.0
6.0,19.6,22.0
5.5,12.6,29.0
4.5,7.1,19.0
3.5,3.1,15.0
5.0,7.1,14.0
4.0,4.9,12.0
5.0,4.9,12.0
5.0,4.9,15.0
5.0,4.9,14.0
4.5,3.1,13.0
2.5,0.8,6.0
6.0,19.6,19.1
8.0,28.3,23.2
6.0,12.6,21.0
10.0,95.0,37.2
7.0,15.9,22.6
7.0,15.9,22.6
9.0,50.3,26.7
5.0,19.6,18.0
6.0,19.6,13.0
5.0,132.7,12.0
6.0,7.1,12.0
6.0,7.1,12.0
5.0,12.6,9.0
4.0,28.3,13.0
4.0,12.6,9.0
12.0,50.3,66.9
12.0,78.5,37.0
12.0,95.0,90.0
12.0,78.5,100.0
9.0,38.5,38.0
9.0,38.5,29.0
9.0,38.5,26.0
9.0,38.5,25.0
9.0,38.5,33.0
9.0,38.5,26.0
6.0,12.6,18.0
9.0,38.5,39.0
9.0,38.5,27.0
6.0,12.6,22.0
9.0,38.5,26.0
9.0,38.5,22.0
9.0,38.5,34.0
9.0,38.5,22.0
9.0,38.5,28.0
9.0,38.5,24.0
9.0,38.5,33.0
9.0,38.5,32.0
9.0,38.5,39.0
9.0,38.5,32.0
7.0,19.6,22.0
7.0,19.6,21.0
9.0,38.5,39.0
9.0,38.5,27.0
9.0,38.5,35.0
9.0,38.5,29.0
7.0,19.6,24.0
9.0,38.5,32.0
7.0,19.6,22.0
9.0,38.5,29.0
9.0,38.5,26.0
9.0,38.5,29.0
9.0,38.5,33.0
9.0,38.5,32.0
9.0,38.5,28.0
9.0,38.5,28.0
9.0,38.5,36.0
9.0,38.5,27.0
9.0,38.5,32.0
9.0,38.5,31.0
6.0,19.6,24.0
6.0,19.6,24.0
5.0,12.6,19.0
9.0,38.5,34.0
9.0,38.5,33.0
9.0,38.5,28.0
7.0,28.3,24.0
7.0,28.3,24.0
9.0,38.5,29.0
9.0,38.5,29.0
9.0,38.5,27.0
9.0,38.5,34.0
9.0,38.5,32.0
9.0,38.5,31.0
9.0,38.5,33.0
9.0,38.5,38.0
9.0,38.5,31.0
9.0,38.5,35.0
9.0,38.5,27.0
9.0,38.5,29.0
9.0,38.5,26.0
4.0,0.8,9.0
4.0,0.8,9.0
4.0,0.8,9.0
4.0,1.8,9.0
4.0,1.8,7.0
4.0,1.8,7.0
4.0,1.8,7.0
3.5,1.8,8.0
3.5,1.8,8.0
3.5,1.8,8.0
3.5,1.8,8.0
3.5,1.8,8.0
10.0,50.3,29.0
10.0,50.3,29.0
10.0,50.3,31.0
10.0,50.3,33.0
10.0,50.3,48.0
10.0,50.3,50.0
10.0,50.3,34.0
10.0,50.3,33.0
10.0,50.3,34.0
10.0,50.3,38.0
10.0,50.3,34.0
10.0,50.3,41.0
10.0,50.3,38.0
10.0,50.3,40.0
10.0,50.3,36.0
10.0,50.3,38.0
10.0,50.3,31.0
12.0,78.5,43.0
12.0,78.5,48.0
12.0,78.5,38.0
12.0,78.5,46.0
12.0,78.5,35.0
12.0,78.5,54.0
12.0,78.5,44.0
12.0,78.5,34.0
12.0,78.5,34.0
12.0,78.5,39.0
