Species,Height,Diameter,Leaf_area,CO2,Canopy_size
Carpinus betulus,4.0,16.0,7.3,3.0,3.1
Carpinus betulus,5.0,12.0,11.8,2.1,7.1
Carpinus betulus,6.0,19.0,16.0,3.7,7.1
Carpinus betulus,4.0,17.0,24.6,3.2,12.6
Carpinus betulus,4.0,17.0,27.8,3.2,12.6
Carpinus betulus,4.0,14.0,6.5,2.5,3.1
Carpinus betulus,5.0,18.0,26.7,3.5,12.6
Carpinus betulus,4.0,15.0,15.5,2.7,7.1
Carpinus betulus,4.0,15.0,7.1,2.7,3.1
Carpinus betulus,3.0,12.0,5.8,2.1,3.1
Carpinus betulus,4.0,16.0,8.8,3.0,3.1
Carpinus betulus,3.0,12.0,5.8,2.1,3.1
Carpinus betulus,4.0,11.0,7.3,1.9,3.1
Carpinus betulus,4.0,14.0,8.4,2.5,3.1
Carpinus betulus,4.0,17.0,13.4,3.2,7.1
Carpinus betulus,4.0,12.0,7.5,2.1,3.1
Carpinus betulus,4.0,12.0,8.0,2.1,3.1
Carpinus betulus,4.0,12.0,6.1,2.1,3.1
Carpinus betulus,4.0,12.0,8.0,2.1,3.1
Carpinus betulus,4.0,14.0,6.5,2.5,3.1
Carpinus betulus,3.0,12.0,7.1,2.1,3.1
Carpinus betulus,4.0,14.0,13.4,2.5,7.1
Carpinus betulus,4.0,12.0,14.3,2.1,7.1
Carpinus betulus,4.0,14.0,8.4,2.5,3.1
Platanus x hispanica,9.0,31.0,71.0,7.8,28.3
Carpinus betulus,7.0,30.0,169.4,6.7,50.3
Carpinus betulus,4.0,12.0,7.1,2.1,3.1
Carpinus betulus,4.0,12.0,6.1,2.1,3.1
Carpinus betulus,4.0,15.0,8.6,2.7,3.1
Carpinus betulus,4.0,15.0,7.6,2.7,3.1
Carpinus betulus,4.0,16.0,7.8,3.0,3.1
Carpinus betulus,4.0,6.0,3.3,1.0,0.8
Platanus x hispanica,13.0,55.0,370.2,18.1,78.5
Platanus x hispanica,12.0,35.0,252.2,9.3,63.6
Platanus x hispanica,14.0,57.0,459.5,19.1,113.1
Platanus x hispanica,13.0,62.0,449.7,21.5,95.0
Carpinus betulus,4.0,15.0,8.6,2.7,3.1
Carpinus betulus,4.0,17.0,8.0,3.2,3.1
Carpinus betulus,3.0,11.0,6.5,1.9,3.1
Carpinus betulus,5.0,6.0,3.6,1.0,0.8
Carpinus betulus,3.0,7.0,2.2,1.1,0.8
Carpinus betulus,3.0,11.0,3.0,1.9,0.8
Carpinus betulus,3.0,8.0,2.9,1.3,0.8
Carpinus betulus,4.0,16.0,7.3,3.0,3.1
Carpinus betulus,3.0,14.0,8.0,2.5,3.1
Carpinus betulus,3.0,14.0,8.0,2.5,3.1
Carpinus betulus,3.0,16.0,8.4,3.0,3.1
Carpinus betulus,3.0,14.0,6.6,2.5,3.1
Carpinus betulus,4.0,16.0,8.8,3.0,3.1
Carpinus betulus,5.0,16.0,9.0,3.0,3.1
Carpinus betulus,4.0,17.0,9.0,3.2,3.1
Carpinus betulus,4.0,14.0,7.9,2.5,3.1
Carpinus betulus,4.0,16.0,7.8,3.0,3.1
Carpinus betulus,4.0,15.0,8.1,2.7,3.1
Carpinus betulus,3.0,16.0,6.9,3.0,3.1
Carpinus betulus,3.0,14.0,7.5,2.5,3.1
Carpinus betulus,3.0,14.0,8.0,2.5,3.1
Carpinus betulus,3.0,11.0,5.7,1.9,3.1
Carpinus betulus,4.0,17.0,9.0,3.2,3.1
Carpinus betulus,5.0,18.0,8.2,3.5,3.1
Celtis australis,5.0,22.0,39.2,1.1,19.6
Celtis australis,5.0,19.0,22.9,1.0,12.6
Celtis australis,6.0,30.0,43.5,1.3,19.6
Celtis australis,7.0,35.0,45.5,1.5,19.6
Celtis australis,6.0,25.0,43.3,1.2,19.6
Celtis australis,7.0,35.0,42.5,1.5,19.6
Celtis australis,8.0,42.0,177.1,1.7,50.3
Celtis australis,7.0,22.0,136.5,1.1,50.3
Celtis australis,7.0,20.0,132.0,1.0,50.3
Celtis australis,6.0,28.0,102.3,1.3,38.5
Celtis australis,6.0,35.0,146.7,1.5,50.3
Celtis australis,5.0,24.0,93.2,1.1,38.5
Aesculus hippocastanum,8.0,55.0,186.0,15.3,50.3
Celtis australis,6.0,21.0,51.9,1.0,28.3
Celtis australis,5.0,19.0,57.8,1.0,28.3
Celtis australis,5.0,28.0,66.3,1.3,28.3
Celtis australis,11.0,80.0,545.0,1.2,153.9
Celtis australis,9.0,52.0,259.3,2.0,63.6
Celtis australis,9.0,44.0,175.3,1.7,50.3
Celtis australis,8.0,60.0,265.9,2.2,63.6
Celtis australis,10.0,76.0,511.4,1.4,113.1
Celtis australis,5.0,55.0,54.2,2.0,19.6
Celtis australis,18.0,92.3,569.5,0.3,153.9
Aesculus hippocastanum,9.0,60.0,41.7,17.5,12.6
Tilia cordata,13.0,60.0,362.8,12.5,63.6
Celtis australis,5.0,10.0,4.6,0.6,3.1
Celtis australis,4.0,10.0,4.6,0.6,3.1
Celtis australis,5.0,11.0,11.1,0.7,7.1
Celtis australis,5.0,11.0,11.1,0.7,7.1
Celtis australis,5.0,10.0,10.7,0.6,7.1
Tilia cordata,6.0,35.0,55.2,6.0,19.6
Tilia cordata,9.0,32.0,89.0,5.3,28.3
Tilia cordata,9.0,44.0,93.1,8.2,28.3
Tilia cordata,10.0,42.0,174.9,7.7,50.3
Tilia cordata,8.0,20.0,62.6,2.8,28.3
Celtis australis,12.0,70.0,501.3,1.8,113.1
Celtis australis,6.0,24.0,65.8,1.1,28.3
Platanus x hispanica,6.0,28.0,55.4,6.7,28.3
Platanus x hispanica,6.0,20.0,22.7,4.1,12.6
Aesculus hippocastanum,14.0,75.0,815.0,24.9,201.1
Platanus x hispanica,16.0,105.0,803.6,32.8,254.5
Aesculus hippocastanum,3.5,8.0,4.5,0.9,1.8
Aesculus hippocastanum,3.5,8.0,4.2,0.9,1.8
Aesculus hippocastanum,3.5,8.0,4.5,0.9,1.8
Aesculus hippocastanum,3.5,8.0,3.5,0.9,1.8
Aesculus hippocastanum,3.5,8.0,4.2,0.9,1.8
Aesculus hippocastanum,3.5,8.0,4.5,0.9,1.8
Aesculus hippocastanum,9.0,35.0,247.4,7.9,63.6
Aesculus hippocastanum,10.0,38.0,367.7,9.0,78.5
Aesculus hippocastanum,10.0,55.0,533.0,15.5,113.1
Carpinus betulus,8.0,34.0,424.3,6.3,113.1
Aesculus hippocastanum,9.0,60.0,399.7,17.5,78.5
Aesculus hippocastanum,12.0,42.0,518.9,10.5,113.1
Aesculus hippocastanum,9.0,52.0,482.8,14.2,95.0
Aesculus hippocastanum,9.0,52.0,482.8,14.2,95.0
Carpinus betulus,8.0,23.0,192.5,4.7,50.3
Aesculus hippocastanum,7.0,38.0,205.2,8.8,50.3
Aesculus hippocastanum,8.0,55.0,486.8,15.3,95.0
Aesculus hippocastanum,10.0,40.0,352.9,9.7,78.5
Aesculus hippocastanum,8.0,29.0,148.4,6.0,50.3
Aesculus hippocastanum,10.0,60.0,653.6,17.6,153.9
Aesculus hippocastanum,18.0,40.0,524.2,10.1,113.1
Aesculus hippocastanum,11.0,60.0,440.1,17.7,78.5
Aesculus hippocastanum,11.0,60.0,364.2,17.7,78.5
Aesculus hippocastanum,21.0,68.0,692.0,22.0,176.7
Tilia cordata,14.0,30.0,450.7,4.9,113.1
Tilia cordata,17.0,30.0,422.6,4.9,95.0
Celtis australis,4.0,10.0,5.6,0.6,3.1
Celtis australis,6.0,28.0,135.6,1.3,50.3
Celtis australis,6.0,35.0,155.6,1.5,50.3
Celtis australis,7.0,38.0,304.2,1.6,113.1
Celtis australis,8.0,50.0,412.0,1.9,113.1
Celtis australis,9.0,50.0,340.0,1.9,95.0
Celtis australis,8.0,48.0,288.3,1.8,95.0
Celtis australis,7.0,45.0,234.1,1.8,63.6
Celtis australis,8.0,35.0,194.5,1.5,63.6
Celtis australis,6.0,45.0,228.2,1.8,63.6
Celtis australis,5.0,21.0,88.9,1.0,38.5
Celtis australis,7.0,24.0,68.9,1.1,28.3
Celtis australis,5.0,28.0,42.7,1.3,19.6
Celtis australis,6.0,28.0,148.7,1.3,63.6
Celtis australis,7.0,29.0,154.4,1.3,63.6
Celtis australis,7.0,28.0,288.3,1.3,95.0
Celtis australis,7.0,29.0,274.1,1.3,95.0
Celtis australis,6.0,28.0,143.9,1.3,50.3
Celtis australis,8.0,55.0,370.2,2.0,95.0
Celtis australis,7.0,50.0,229.0,1.9,63.6
Celtis australis,8.0,35.0,169.3,1.5,63.6
Celtis australis,8.0,45.0,302.8,1.8,95.0
Platanus x hispanica,23.0,90.0,558.0,36.5,153.9
Platanus x hispanica,24.0,104.0,912.1,33.3,254.5
Tilia cordata,18.0,75.0,488.5,16.9,113.1
Tilia cordata,3.0,8.0,2.7,0.8,0.8
Tilia cordata,3.0,10.0,2.9,1.1,0.8
Tilia cordata,3.0,8.0,2.4,0.8,0.8
Tilia cordata,3.0,8.0,2.7,0.8,0.8
Tilia cordata,3.0,8.0,2.2,0.8,0.8
Platanus x hispanica,3.0,8.0,1.8,1.1,0.8
Tilia cordata,9.0,60.0,160.3,12.5,38.5
Aesculus hippocastanum,8.0,56.0,145.1,15.7,38.5
Aesculus hippocastanum,8.0,30.0,132.5,6.3,38.5
Aesculus hippocastanum,8.0,30.0,132.5,6.3,38.5
Celtis australis,6.0,28.0,148.7,1.3,63.6
Aesculus hippocastanum,5.0,19.0,28.4,3.2,12.6
Celtis australis,5.0,19.0,22.9,1.0,12.6
Celtis australis,7.0,70.0,490.0,1.8,113.1
Celtis australis,7.0,70.0,405.5,1.8,113.1
Celtis australis,7.0,70.0,461.9,1.8,113.1
Celtis australis,4.0,18.0,12.3,0.9,7.1
Celtis australis,4.0,18.0,10.9,0.9,7.1
Celtis australis,4.0,18.0,10.2,0.9,7.1
Celtis australis,4.0,18.0,10.9,0.9,7.1
Celtis australis,4.0,18.0,10.9,0.9,7.1
Celtis australis,4.0,18.0,11.6,0.9,7.1
Celtis australis,4.0,18.0,12.3,0.9,7.1
Celtis australis,4.0,18.0,12.3,0.9,7.1
Celtis australis,4.0,45.0,131.9,1.8,50.3
Celtis australis,4.0,30.0,106.4,1.3,50.3
Platanus x hispanica,12.0,60.0,443.7,20.5,153.9
Platanus x hispanica,12.0,60.0,474.5,20.5,153.9
Platanus x hispanica,12.0,70.0,566.2,25.6,153.9
Platanus x hispanica,12.0,60.0,536.2,20.5,153.9
Aesculus hippocastanum,9.0,40.0,184.5,9.6,50.3
Aesculus hippocastanum,9.0,40.0,171.7,9.6,50.3
Aesculus hippocastanum,9.0,50.0,213.5,13.4,50.3
Aesculus hippocastanum,9.0,50.0,241.2,13.4,50.3
Aesculus hippocastanum,9.0,50.0,241.2,13.4,50.3
Platanus x hispanica,28.0,110.0,1034.7,30.1,346.4
Platanus x hispanica,16.0,90.0,1035.8,36.5,346.4
Aesculus hippocastanum,10.0,38.0,367.7,9.0,78.5
Aesculus hippocastanum,10.0,60.0,382.3,17.6,78.5
Aesculus hippocastanum,10.0,60.0,357.5,17.6,78.5
Platanus x hispanica,4.0,10.0,10.4,1.5,7.1
Platanus x hispanica,4.0,10.0,9.2,1.5,7.1
Platanus x hispanica,7.0,29.0,320.9,7.1,95.0
Platanus x hispanica,7.0,29.0,302.5,7.1,95.0
Platanus x hispanica,4.0,10.0,10.4,1.5,7.1
Platanus x hispanica,20.0,120.0,855.7,5.5,227.0
Tilia cordata,8.0,25.0,156.8,3.8,50.3
Tilia cordata,8.0,25.0,177.2,3.8,50.3
Tilia cordata,8.0,30.0,167.2,4.9,50.3
Celtis australis,5.0,35.0,116.0,1.5,50.3
Celtis australis,5.0,35.0,150.7,1.5,50.3
Tilia cordata,8.0,25.0,177.2,3.8,50.3
Tilia cordata,8.0,25.0,177.2,3.8,50.3
Tilia cordata,8.0,25.0,146.6,3.8,50.3
Tilia cordata,8.0,35.0,199.5,6.0,50.3
Tilia cordata,8.0,35.0,199.5,6.0,50.3
Tilia cordata,8.0,35.0,199.5,6.0,50.3
Tilia cordata,8.0,30.0,156.4,4.9,50.3
Tilia cordata,8.0,35.0,199.5,6.0,50.3
Tilia cordata,8.0,30.0,156.4,4.9,50.3
Tilia cordata,8.0,30.0,189.0,4.9,50.3
Tilia cordata,8.0,30.0,178.1,4.9,50.3
Tilia cordata,8.0,30.0,167.2,4.9,50.3
Tilia cordata,8.0,30.0,156.4,4.9,50.3
Celtis australis,6.0,45.0,417.3,1.8,113.1
Celtis australis,6.0,75.0,471.1,1.5,113.1
Celtis australis,3.0,18.0,55.2,0.9,28.3
Celtis australis,6.0,75.0,384.9,1.5,113.1
Celtis australis,3.0,18.0,51.9,0.9,28.3
Celtis australis,5.0,29.0,55.6,1.3,28.3
Celtis australis,5.0,29.0,67.2,1.3,28.3
Celtis australis,5.0,29.0,67.2,1.3,28.3
Celtis australis,5.0,29.0,51.7,1.3,28.3
Celtis australis,5.0,29.0,55.6,1.3,28.3
Celtis australis,5.0,29.0,67.2,1.3,28.3
Celtis australis,5.0,29.0,67.2,1.3,28.3
Celtis australis,5.0,29.0,55.6,1.3,28.3
Celtis australis,5.0,29.0,51.7,1.3,28.3
Celtis australis,5.0,29.0,51.7,1.3,28.3
Celtis australis,5.0,29.0,55.6,1.3,28.3
Celtis australis,5.0,29.0,67.2,1.3,28.3
Celtis australis,5.0,29.0,63.3,1.3,28.3
Celtis australis,5.0,50.0,81.4,1.9,28.3
Celtis australis,4.0,15.0,6.4,0.8,3.1
Celtis australis,4.0,15.0,6.4,0.8,3.1
Aesculus hippocastanum,6.0,32.0,125.3,6.8,38.5
Aesculus hippocastanum,6.0,30.0,115.0,6.2,38.5
Tilia cordata,7.0,30.0,354.9,4.9,95.0
Celtis australis,5.0,30.0,134.5,1.3,50.3
Celtis australis,5.0,30.0,142.7,1.3,50.3
Celtis australis,5.0,50.0,151.2,1.9,50.3
Tilia cordata,5.0,21.0,63.7,3.0,28.3
Tilia cordata,5.0,28.0,61.4,4.4,28.3
Tilia cordata,5.0,28.0,79.7,4.4,28.3
Platanus x hispanica,8.0,60.0,371.4,20.5,95.0
Tilia cordata,5.0,15.0,14.8,1.9,7.1
Tilia cordata,5.0,15.0,14.8,1.9,7.1
Celtis australis,4.0,30.0,31.9,1.3,19.6
Celtis australis,4.0,15.0,30.6,0.8,19.6
Tilia cordata,4.0,19.0,7.9,2.6,3.1
Celtis australis,6.0,30.0,23.6,1.3,12.6
Celtis australis,6.0,30.0,23.6,1.3,12.6
Celtis australis,6.0,30.0,28.5,1.3,12.6
Celtis australis,5.0,31.0,102.0,1.4,38.5
Celtis australis,5.0,24.0,93.2,1.1,38.5
Celtis australis,3.0,10.0,2.3,0.6,0.8
Tilia cordata,3.0,10.0,2.3,1.1,0.8
Carpinus betulus,3.0,10.0,3.1,1.7,0.8
Carpinus betulus,3.0,10.0,2.5,1.7,0.8
Carpinus betulus,3.0,10.0,3.3,1.7,0.8
Platanus x hispanica,9.0,41.0,232.8,11.8,63.6
Platanus x hispanica,9.0,41.0,247.0,11.8,63.6
Platanus x hispanica,9.0,35.0,193.3,9.3,63.6
Platanus x hispanica,9.0,41.0,247.0,11.8,63.6
Platanus x hispanica,9.0,41.0,232.8,11.8,63.6
Platanus x hispanica,9.0,28.0,166.3,6.7,63.6
Aesculus hippocastanum,6.0,63.0,74.3,18.6,19.6
Aesculus hippocastanum,5.0,50.0,61.2,13.1,19.6
Aesculus hippocastanum,5.0,50.0,53.7,13.1,19.6
Aesculus hippocastanum,5.0,50.0,64.9,13.1,19.6
Celtis australis,4.0,14.0,6.3,0.8,3.1
Celtis australis,6.0,24.0,21.8,1.1,12.6
Celtis australis,5.0,21.0,19.6,1.0,12.6
Platanus x hispanica,4.0,22.0,90.0,4.7,38.5
Platanus x hispanica,3.0,14.0,34.1,2.4,19.6
Platanus x hispanica,2.0,8.0,3.9,1.1,3.1
Platanus x hispanica,2.0,14.0,6.2,2.4,3.1
Platanus x hispanica,2.0,14.0,5.1,2.4,3.1
Platanus x hispanica,2.0,14.0,4.8,2.4,3.1
Carpinus betulus,4.0,18.0,26.8,3.5,12.6
Carpinus betulus,4.0,18.0,21.9,3.5,12.6
Tilia cordata,4.0,12.0,5.9,1.4,3.1
Carpinus betulus,4.0,21.0,14.5,4.2,7.1
Carpinus betulus,4.0,21.0,15.5,4.2,7.1
Carpinus betulus,4.0,21.0,17.5,4.2,7.1
Carpinus betulus,4.0,21.0,15.5,4.2,7.1
Carpinus betulus,4.0,21.0,13.4,4.2,7.1
Carpinus betulus,4.0,21.0,15.5,4.2,7.1
Platanus x hispanica,5.0,16.0,19.7,3.0,12.6
Celtis australis,3.0,14.0,11.9,0.8,7.1
Aesculus hippocastanum,7.0,30.0,92.4,6.2,28.3
Platanus x hispanica,12.0,28.0,134.3,6.7,38.5
Celtis australis,11.0,46.0,201.6,1.8,50.3
Tilia cordata,14.0,46.0,205.6,8.7,50.3
Tilia cordata,4.0,12.0,7.1,1.4,3.1
Tilia cordata,4.0,12.0,5.9,1.4,3.1
Tilia cordata,4.0,12.0,6.3,1.4,3.1
Tilia cordata,4.0,12.0,7.1,1.4,3.1
Tilia cordata,4.0,12.0,7.1,1.4,3.1
Tilia cordata,7.0,22.0,80.3,3.2,28.3
Tilia cordata,7.0,22.0,80.3,3.2,28.3
Tilia cordata,7.0,22.0,80.3,3.2,28.3
Tilia cordata,7.0,22.0,80.3,3.2,28.3
Tilia cordata,7.0,22.0,80.3,3.2,28.3
Tilia cordata,7.0,22.0,80.3,3.2,28.3
Tilia cordata,7.0,22.0,75.7,3.2,28.3
Tilia cordata,7.0,22.0,75.7,3.2,28.3
Celtis australis,6.0,41.0,145.7,1.6,50.3
Celtis australis,6.0,41.0,164.6,1.6,50.3
Celtis australis,6.0,46.0,47.5,1.8,19.6
Celtis australis,3.0,8.0,1.9,0.5,0.8
Celtis australis,3.0,8.0,2.3,0.5,0.8
Celtis australis,5.0,14.0,20.5,0.8,12.6
Celtis australis,6.0,51.0,238.6,1.9,63.6
Celtis australis,6.0,40.0,219.0,1.6,63.6
Celtis australis,6.0,44.0,213.4,1.7,63.6
Celtis australis,4.0,24.0,60.0,1.1,28.3
Celtis australis,4.0,24.0,46.2,1.1,28.3
Celtis australis,4.0,15.0,25.0,0.8,19.6
Celtis australis,4.0,15.0,32.5,0.8,19.6
Celtis australis,4.0,15.0,25.0,0.8,19.6
Aesculus hippocastanum,4.0,15.0,33.3,2.2,19.6
Platanus x hispanica,12.0,41.0,195.3,11.8,50.3
Tilia cordata,12.0,44.0,404.2,8.2,95.0
Platanus x hispanica,12.0,32.0,41.0,8.2,12.6
Platanus x hispanica,19.0,60.0,507.9,20.5,113.1
Celtis australis,3.0,15.0,2.3,0.8,0.8
Celtis australis,3.0,15.0,2.3,0.8,0.8
Tilia cordata,8.0,31.0,137.9,5.1,38.5
Celtis australis,5.0,12.0,10.1,0.7,7.1
Tilia cordata,13.0,38.0,376.7,6.7,78.5
Tilia cordata,14.0,48.0,532.0,9.2,113.1
Tilia cordata,13.0,48.0,529.6,9.2,113.1
Tilia cordata,4.0,18.0,86.0,2.4,38.5
Tilia cordata,6.0,24.0,116.4,3.6,38.5
Tilia cordata,7.0,42.0,211.4,7.7,63.6
Tilia cordata,13.0,42.0,264.7,7.7,63.6
Tilia cordata,13.0,42.0,319.9,7.7,63.6
Tilia cordata,13.0,42.0,246.3,7.7,63.6
Tilia cordata,13.0,54.0,349.6,10.8,63.6
Celtis australis,8.0,55.0,213.4,2.0,63.6
Aesculus hippocastanum,5.0,25.0,50.8,4.7,19.6
Aesculus hippocastanum,11.0,58.0,445.8,16.8,113.1
Aesculus hippocastanum,11.0,58.0,578.8,16.8,113.1
Aesculus hippocastanum,6.0,45.0,398.4,11.2,113.1
Aesculus hippocastanum,6.0,45.0,398.4,11.2,113.1
Aesculus hippocastanum,6.0,33.0,463.6,7.1,113.1
Carpinus betulus,5.0,25.0,159.2,5.3,50.3
Carpinus betulus,12.0,46.2,779.9,1.0,254.5
Aesculus hippocastanum,12.0,41.0,247.9,10.1,50.3
Aesculus hippocastanum,12.0,34.0,121.8,7.7,28.3
Aesculus hippocastanum,12.0,44.0,195.7,11.2,50.3
Tilia cordata,5.0,15.0,25.3,1.9,12.6
Tilia cordata,19.0,75.0,597.7,16.9,95.0
Tilia cordata,19.0,75.0,494.6,16.9,95.0
Tilia cordata,19.0,75.0,597.7,16.9,95.0
Carpinus betulus,8.0,35.0,210.4,6.1,50.3
Carpinus betulus,5.0,16.0,9.5,3.0,3.1
Carpinus betulus,8.0,45.0,187.9,1.8,50.3
Carpinus betulus,8.0,45.0,201.9,1.8,50.3
Aesculus hippocastanum,8.0,60.0,67.3,17.5,19.6
Celtis australis,12.0,70.0,501.3,1.8,113.1
Carpinus betulus,6.0,35.0,65.5,6.1,19.6
Carpinus betulus,6.0,35.0,61.7,6.1,19.6
Carpinus betulus,6.0,42.0,53.8,3.5,19.6
Celtis australis,4.0,8.0,4.8,0.5,3.1
Celtis australis,4.0,8.0,5.1,0.5,3.1
Celtis australis,6.0,30.0,8.4,1.3,3.1
Celtis australis,9.0,60.0,207.5,2.2,50.3
Celtis australis,6.0,28.0,8.2,1.3,3.1
Celtis australis,8.0,50.0,93.6,1.9,28.3
Celtis australis,8.0,50.0,72.0,1.9,28.3
Celtis australis,8.0,26.0,18.3,1.2,7.1
Celtis australis,6.0,22.0,12.5,1.1,7.1
Celtis australis,6.0,53.0,77.0,2.0,28.3
Celtis australis,6.0,18.0,14.1,0.9,7.1
Celtis australis,8.0,27.0,16.5,1.2,7.1
Celtis australis,8.0,29.0,18.0,1.3,7.1
Celtis australis,10.0,47.0,100.4,1.8,28.3
Celtis australis,10.0,47.0,100.4,1.8,28.3
Celtis australis,8.0,28.0,27.8,1.3,12.6
Celtis australis,13.0,60.0,52.4,2.2,12.6
Aesculus hippocastanum,8.0,65.0,74.0,19.7,19.6
Celtis australis,13.0,60.0,686.1,2.2,227.0
Aesculus hippocastanum,12.0,80.0,403.9,27.2,63.6
Aesculus hippocastanum,10.0,43.0,42.3,10.8,12.6
Aesculus hippocastanum,10.0,48.0,44.0,12.6,12.6
Aesculus hippocastanum,10.0,41.0,44.5,10.0,12.6
Aesculus hippocastanum,10.0,63.0,55.2,18.9,12.6
Aesculus hippocastanum,10.0,63.0,106.3,18.9,28.3
Aesculus hippocastanum,10.0,70.0,158.0,22.1,38.5
Aesculus hippocastanum,10.0,66.0,154.8,20.3,38.5
Aesculus hippocastanum,10.0,66.0,201.0,20.3,38.5
Aesculus hippocastanum,10.0,58.0,192.0,16.7,38.5
Aesculus hippocastanum,7.0,41.0,32.3,9.9,12.6
Aesculus hippocastanum,7.0,51.0,45.3,13.6,12.6
Aesculus hippocastanum,12.0,68.0,128.8,21.4,28.3
Aesculus hippocastanum,9.0,54.0,43.2,15.0,12.6
Aesculus hippocastanum,9.0,47.0,23.1,12.2,7.1
Aesculus hippocastanum,12.0,53.0,90.8,14.8,19.6
Aesculus hippocastanum,9.0,61.0,340.0,18.0,63.6
Aesculus hippocastanum,9.0,58.0,53.5,16.7,12.6
Aesculus hippocastanum,9.0,71.0,358.7,22.5,63.6
Aesculus hippocastanum,7.0,28.0,20.6,5.6,7.1
Aesculus hippocastanum,15.0,100.0,550.3,17.2,113.1
Celtis australis,15.0,78.0,228.9,1.3,50.3
Aesculus hippocastanum,8.0,60.0,220.4,17.5,50.3
Celtis australis,4.0,18.0,9.5,0.9,7.1
Celtis australis,8.0,58.0,460.6,2.1,113.1
Aesculus hippocastanum,7.0,42.0,92.1,10.2,28.3
Aesculus hippocastanum,9.0,48.0,210.4,12.6,50.3
Aesculus hippocastanum,7.0,41.0,79.5,9.9,28.3
Aesculus hippocastanum,8.0,44.0,98.1,11.0,28.3
Aesculus hippocastanum,9.0,41.0,163.3,10.0,38.5
Aesculus hippocastanum,14.0,49.0,265.5,13.3,50.3
Tilia cordata,10.0,28.0,196.8,4.4,50.3
Tilia cordata,11.0,28.0,251.0,4.4,78.5
Tilia cordata,10.0,30.0,201.6,4.9,50.3
Tilia cordata,11.0,28.0,203.3,4.4,50.3
Carpinus betulus,10.0,25.0,284.6,5.3,78.5
Carpinus betulus,6.0,17.0,50.8,3.2,19.6
Carpinus betulus,9.0,20.0,89.8,3.9,28.3
Carpinus betulus,8.0,15.0,20.3,2.7,7.1
Carpinus betulus,8.0,12.0,14.4,2.1,7.1
Carpinus betulus,8.0,20.0,28.9,3.9,12.6
Carpinus betulus,8.0,10.0,29.4,1.7,12.6
Carpinus betulus,8.0,14.0,71.0,2.5,28.3
Tilia cordata,10.0,25.0,64.4,3.8,19.6
Platanus x hispanica,12.0,39.0,116.3,10.9,38.5
Tilia cordata,18.0,45.0,407.9,8.4,113.1
Celtis australis,5.0,30.0,95.0,1.3,38.5
Tilia cordata,5.0,21.0,26.8,3.0,12.6
Tilia cordata,5.0,30.0,30.4,4.9,12.6
Tilia cordata,5.0,28.0,31.5,4.4,12.6
Tilia cordata,5.0,28.0,31.5,4.4,12.6
Tilia cordata,5.0,28.0,26.1,4.4,12.6
Tilia cordata,5.0,28.0,31.5,4.4,12.6
Tilia cordata,8.0,32.0,123.4,5.3,38.5
Tilia cordata,8.0,32.0,139.4,5.3,38.5
Tilia cordata,6.0,41.0,415.6,7.4,95.0
Carpinus betulus,6.0,25.0,31.8,5.3,12.6
Carpinus betulus,6.0,25.0,27.7,5.3,12.6
Carpinus betulus,6.0,25.0,29.8,5.3,12.6
Carpinus betulus,6.0,25.0,27.7,5.3,12.6
Carpinus betulus,6.0,25.0,29.8,5.3,12.6
Carpinus betulus,6.0,25.0,31.8,5.3,12.6
Carpinus betulus,6.0,25.0,31.8,5.3,12.6
Carpinus betulus,6.0,25.0,31.8,5.3,12.6
Carpinus betulus,6.0,25.0,36.0,5.3,12.6
Carpinus betulus,6.0,25.0,36.0,5.3,12.6
Carpinus betulus,6.0,25.0,27.7,5.3,12.6
Carpinus betulus,6.0,25.0,36.0,5.3,12.6
Carpinus betulus,6.0,25.0,36.0,5.3,12.6
Carpinus betulus,6.0,25.0,36.0,5.3,12.6
Platanus x hispanica,13.0,44.0,470.0,13.1,132.7
Platanus x hispanica,13.0,44.0,470.0,13.1,132.7
Platanus x hispanica,6.0,16.0,31.7,3.0,19.6
Platanus x hispanica,8.0,25.0,44.1,5.7,19.6
Platanus x hispanica,8.0,32.0,54.4,8.2,19.6
Platanus x hispanica,12.0,34.0,160.5,8.9,50.3
Platanus x hispanica,12.0,34.0,171.7,8.9,50.3
Platanus x hispanica,12.0,30.0,185.6,7.4,50.3
Celtis australis,7.0,35.0,51.4,1.5,19.6
Celtis australis,8.0,58.0,217.4,2.1,63.6
Celtis australis,6.0,35.0,267.6,1.5,78.5
Celtis australis,7.0,42.0,84.0,1.7,28.3
Celtis australis,7.0,50.0,89.3,1.9,28.3
Celtis australis,7.0,24.0,68.9,1.1,28.3
Celtis australis,7.0,33.0,68.3,1.4,28.3
Aesculus hippocastanum,6.0,54.0,108.6,14.8,28.3
Aesculus hippocastanum,9.0,48.0,74.7,12.6,19.6
Aesculus hippocastanum,9.0,48.0,79.2,12.6,19.6
Aesculus hippocastanum,9.0,48.0,61.0,12.6,19.6
Aesculus hippocastanum,9.0,57.0,105.3,16.2,28.3
Aesculus hippocastanum,9.0,62.0,200.4,18.4,50.3
Aesculus hippocastanum,9.0,62.0,245.3,18.4,50.3
Aesculus hippocastanum,9.0,62.0,260.2,18.4,50.3
Aesculus hippocastanum,6.0,58.0,98.6,16.4,28.3
Aesculus hippocastanum,6.0,45.0,101.8,11.2,28.3
Aesculus hippocastanum,8.0,50.0,116.0,13.3,28.3
Tilia cordata,6.0,31.0,71.6,5.1,28.3
