Species,Height,Diameter,Leaf_area,Canopy_size,CO2
Tilia cordata,5.0,15.0,22.4,12.6,1.9
Tilia cordata,5.0,13.0,14.1,7.1,1.6
Carpinus betulus,4.5,12.0,13.1,7.1,2.1
Carpinus betulus,4.5,12.0,14.8,7.1,2.1
Carpinus betulus,5.0,10.0,10.2,4.9,1.7
Carpinus betulus,5.0,11.0,14.0,7.1,1.9
Carpinus betulus,4.5,8.0,7.4,4.9,1.3
Carpinus betulus,4.5,9.0,10.1,4.9,1.5
Carpinus betulus,5.0,10.0,8.0,3.1,1.7
Platanus x hispanica,5.0,12.0,11.8,7.1,2.0
Platanus x hispanica,7.0,22.0,69.3,28.3,4.7
Platanus x hispanica,7.0,21.0,64.2,28.3,4.4
Platanus x hispanica,7.0,18.0,64.5,28.3,3.5
Platanus x hispanica,7.0,19.0,58.2,28.3,3.8
Platanus x hispanica,5.0,13.0,10.8,7.1,2.2
Platanus x hispanica,8.0,16.0,61.1,28.3,3.0
Platanus x hispanica,13.0,33.0,309.1,78.5,8.5
Platanus x hispanica,12.0,33.0,268.6,78.5,8.5
Platanus x hispanica,11.0,22.0,161.0,50.3,4.7
Platanus x hispanica,6.0,7.0,4.3,1.8,0.9
Platanus x hispanica,12.0,32.0,265.7,78.5,8.2
Platanus x hispanica,11.0,21.0,158.1,63.6,4.4
Platanus x hispanica,12.0,28.0,286.3,78.5,6.7
Platanus x hispanica,11.0,22.0,196.7,63.6,4.7
Platanus x hispanica,12.0,29.0,300.9,95.0,7.1
Platanus x hispanica,8.0,15.0,42.8,23.8,2.7
Celtis australis,4.0,7.0,2.2,0.8,0.5
Celtis australis,6.0,13.0,20.0,12.6,0.7
Celtis australis,6.0,14.0,20.6,12.6,0.8
Platanus x hispanica,10.0,19.0,193.2,63.6,3.8
Platanus x hispanica,12.0,28.0,220.5,78.5,6.7
Platanus x hispanica,12.0,31.0,296.8,78.5,7.8
Platanus x hispanica,8.0,18.0,92.5,38.5,3.5
Platanus x hispanica,8.0,18.0,136.1,50.3,3.5
Platanus x hispanica,11.0,22.0,161.0,50.3,4.7
Platanus x hispanica,11.0,24.0,190.4,63.6,5.3
Platanus x hispanica,11.0,24.0,215.2,63.6,5.3
Platanus x hispanica,10.0,21.0,144.5,50.3,4.4
Platanus x hispanica,12.0,24.0,281.4,95.0,5.3
Platanus x hispanica,11.0,29.0,219.2,78.5,7.1
Platanus x hispanica,7.0,18.0,88.9,38.5,3.5
Tilia cordata,10.0,25.0,189.1,50.3,3.8
Tilia cordata,10.0,19.0,142.0,50.3,2.6
Tilia cordata,7.0,16.0,29.2,12.6,2.1
Tilia cordata,7.0,16.0,25.8,12.6,2.1
Tilia cordata,7.0,17.0,60.7,28.3,2.3
Tilia cordata,6.0,14.0,24.7,12.6,1.7
Tilia cordata,6.0,13.0,21.1,12.6,1.6
Tilia cordata,6.0,13.0,63.7,28.3,1.6
Tilia cordata,7.0,15.0,70.1,28.3,1.9
Tilia cordata,7.0,14.0,100.1,38.5,1.7
Tilia cordata,8.0,18.0,113.8,38.5,2.4
Tilia cordata,4.0,6.0,3.0,0.8,0.6
Tilia cordata,6.0,13.0,25.5,12.6,1.6
Tilia cordata,5.0,6.0,4.4,1.8,0.6
Tilia cordata,6.0,10.0,8.0,4.9,1.1
Tilia cordata,2.5,7.0,2.1,0.8,0.7
Tilia cordata,4.5,12.0,20.1,12.6,1.4
Tilia cordata,4.0,10.0,6.3,3.1,1.1
Tilia cordata,4.0,10.0,6.3,3.1,1.1
Tilia cordata,6.5,19.0,23.2,12.6,2.6
Tilia cordata,4.0,8.0,4.5,1.8,0.8
Tilia cordata,5.5,16.0,33.3,19.6,2.1
Tilia cordata,5.5,16.0,66.9,28.3,2.1
Tilia cordata,4.0,7.0,3.1,0.8,0.7
Tilia cordata,4.0,7.0,3.1,0.8,0.7
Tilia cordata,6.0,18.0,55.0,28.3,2.4
Tilia cordata,5.5,16.0,40.7,19.6,2.1
Tilia cordata,4.0,7.0,3.1,0.8,0.7
Tilia cordata,4.0,7.0,3.3,1.8,0.7
Tilia cordata,4.0,7.0,3.8,1.8,0.7
Tilia cordata,5.0,17.0,43.0,19.6,2.3
Tilia cordata,5.0,17.0,35.6,19.6,2.3
Tilia cordata,4.0,12.0,11.3,7.1,1.4
Tilia cordata,4.0,18.0,25.4,12.6,2.4
Platanus x hispanica,5.0,10.0,7.9,4.9,1.5
Platanus x hispanica,5.0,10.0,7.4,4.9,1.5
Platanus x hispanica,6.0,14.0,7.1,3.1,2.4
Platanus x hispanica,6.0,14.0,7.1,3.1,2.4
Platanus x hispanica,5.0,13.0,4.4,1.8,2.2
Platanus x hispanica,6.0,13.0,7.3,3.1,2.2
Platanus x hispanica,6.0,13.0,7.3,3.1,2.2
Platanus x hispanica,7.0,13.0,13.1,7.1,2.2
Platanus x hispanica,7.0,13.0,11.5,7.1,2.2
Platanus x hispanica,7.0,13.0,13.9,7.1,2.2
Platanus x hispanica,4.0,10.0,6.9,4.9,1.5
Platanus x hispanica,6.0,10.0,8.4,4.9,1.5
Platanus x hispanica,5.0,15.0,12.1,7.1,2.7
Platanus x hispanica,5.0,13.0,9.4,7.1,2.2
Platanus x hispanica,6.0,15.0,13.7,7.1,2.7
Platanus x hispanica,6.0,15.0,12.1,7.1,2.7
Platanus x hispanica,6.0,15.0,10.5,7.1,2.7
Platanus x hispanica,6.0,10.0,7.9,4.9,1.5
Platanus x hispanica,6.0,10.0,7.9,4.9,1.5
Platanus x hispanica,6.0,10.0,9.0,4.9,1.5
Platanus x hispanica,7.0,11.0,11.6,7.1,1.7
Platanus x hispanica,7.0,12.0,11.2,7.1,2.0
Platanus x hispanica,7.0,12.0,12.0,7.1,2.0
Platanus x hispanica,6.0,11.0,9.3,4.9,1.7
Platanus x hispanica,7.0,11.0,10.9,7.1,1.7
Platanus x hispanica,7.0,11.0,10.1,7.1,1.7
Platanus x hispanica,6.0,10.0,10.5,7.1,1.5
Platanus x hispanica,6.0,10.0,11.9,7.1,1.5
Platanus x hispanica,6.0,10.0,9.1,7.1,1.5
Celtis australis,5.0,15.0,18.6,12.6,0.8
Celtis australis,5.0,15.0,18.6,12.6,0.8
Celtis australis,5.0,14.0,20.5,12.6,0.8
Celtis australis,5.0,14.0,20.5,12.6,0.8
Celtis australis,4.0,12.0,10.7,7.1,0.7
Celtis australis,4.0,13.0,14.5,12.6,0.7
Celtis australis,4.0,13.0,16.7,12.6,0.7
Celtis australis,4.0,15.0,16.4,12.6,0.8
Celtis australis,5.0,15.0,17.4,12.6,0.8
Celtis australis,5.0,15.0,21.0,12.6,0.8
Celtis australis,5.0,14.0,20.5,12.6,0.8
Celtis australis,4.0,14.0,19.3,12.6,0.8
Celtis australis,4.0,12.0,18.3,12.6,0.7
Celtis australis,5.0,14.0,19.4,12.6,0.8
Celtis australis,5.0,14.0,20.5,12.6,0.8
Celtis australis,5.0,14.0,20.5,12.6,0.8
Celtis australis,4.0,12.0,14.1,12.6,0.7
Celtis australis,5.0,14.0,20.5,12.6,0.8
Celtis australis,5.0,12.0,9.4,7.1,0.7
Celtis australis,5.0,14.0,15.8,12.6,0.8
Celtis australis,5.0,14.0,17.0,12.6,0.8
Celtis australis,4.5,12.0,14.5,12.6,0.7
Celtis australis,5.0,13.0,20.0,12.6,0.7
Celtis australis,4.0,14.0,26.2,19.6,0.8
Celtis australis,5.0,13.0,20.0,12.6,0.7
Celtis australis,5.0,13.0,20.0,12.6,0.7
Celtis australis,4.5,11.0,10.1,7.1,0.7
Celtis australis,5.0,13.0,20.0,12.6,0.7
Celtis australis,4.5,11.0,10.7,7.1,0.7
Celtis australis,5.0,14.0,20.5,12.6,0.8
Celtis australis,5.0,13.0,20.0,12.6,0.7
Celtis australis,5.0,13.0,20.0,12.6,0.7
Celtis australis,5.0,13.0,15.4,12.6,0.7
Tilia x europaea,5.0,10.0,4.7,1.8,2.6
Tilia x europaea,5.0,10.0,4.7,1.8,2.6
Tilia x europaea,5.0,10.0,4.1,1.8,2.6
Tilia x europaea,5.0,10.0,4.1,1.8,2.6
Tilia x europaea,5.0,10.0,4.4,1.8,2.6
Tilia x europaea,5.0,10.0,4.1,1.8,2.6
Tilia x europaea,4.0,11.0,4.5,1.8,3.0
Tilia x europaea,5.0,9.0,4.2,1.8,2.3
Tilia x europaea,4.0,9.0,3.6,1.8,2.3
Tilia x europaea,5.0,10.0,5.3,1.8,2.6
Tilia x europaea,5.0,10.0,5.3,1.8,2.6
Tilia x europaea,5.0,10.0,5.3,1.8,2.6
Tilia x europaea,5.0,9.0,5.1,1.8,2.3
Tilia x europaea,4.0,8.0,3.7,1.8,2.0
Tilia x europaea,5.0,10.0,4.4,1.8,2.6
Tilia x europaea,4.0,10.0,4.9,1.8,2.6
Tilia x europaea,4.0,9.0,4.7,1.8,2.3
Tilia x europaea,4.0,9.0,3.9,1.8,2.3
Tilia x europaea,3.0,9.0,3.1,1.8,2.3
Tilia x europaea,5.0,10.0,5.3,1.8,2.6
Tilia x europaea,3.0,9.0,4.0,1.8,2.3
Tilia x europaea,5.0,10.0,5.3,1.8,2.6
Tilia x europaea,5.0,10.0,4.7,1.8,2.6
Tilia x europaea,5.0,10.0,4.4,1.8,2.6
Tilia x europaea,5.0,10.0,4.7,1.8,2.6
Tilia x europaea,5.0,10.0,5.3,1.8,2.6
Tilia x europaea,5.0,10.0,4.4,1.8,2.6
Tilia x europaea,4.0,10.0,4.9,1.8,2.6
Tilia x europaea,3.0,8.0,3.9,1.8,2.0
Tilia x europaea,4.0,10.0,3.8,1.8,2.6
Tilia x europaea,4.0,8.0,3.5,1.8,2.0
Tilia x europaea,4.0,9.0,4.7,1.8,2.3
Tilia x europaea,4.0,9.0,3.9,1.8,2.3
Tilia x europaea,5.0,10.0,5.3,1.8,2.6
Tilia x europaea,5.0,10.0,4.4,1.8,2.6
Tilia x europaea,5.0,10.0,5.0,1.8,2.6
Tilia x europaea,5.0,9.0,8.2,4.9,2.3
Tilia x europaea,5.0,9.0,7.7,4.9,2.3
Tilia x europaea,5.0,8.0,4.0,1.8,2.0
Tilia x europaea,5.0,8.0,4.3,1.8,2.0
Tilia x europaea,5.0,10.0,7.2,3.1,2.6
Tilia x europaea,5.0,9.0,8.8,4.9,2.3
Tilia x europaea,5.0,9.0,7.2,4.9,2.3
Tilia x europaea,5.0,9.0,9.3,4.9,2.3
Tilia x europaea,5.0,9.0,8.2,4.9,2.3
Tilia x europaea,5.0,11.0,11.7,7.1,3.0
Tilia x europaea,5.0,11.0,13.2,7.1,3.0
Tilia x europaea,4.0,9.0,8.7,4.9,2.3
Tilia x europaea,5.0,9.0,7.7,4.9,2.3
Tilia x europaea,5.0,9.0,9.3,4.9,2.3
Tilia x europaea,5.0,8.0,8.9,4.9,2.0
Tilia x europaea,4.0,9.0,7.7,4.9,2.3
Tilia x europaea,4.0,9.0,8.7,4.9,2.3
Tilia x europaea,4.0,9.0,8.7,4.9,2.3
Tilia x europaea,5.0,12.0,22.0,12.6,3.4
Tilia x europaea,4.0,12.0,21.9,12.6,3.4
Tilia x europaea,4.0,9.0,8.2,4.9,2.3
Celtis australis,4.0,4.0,3.6,3.1,0.3
Platanus x hispanica,18.0,80.0,507.0,176.7,31.0
Platanus x hispanica,18.0,70.0,626.7,201.1,25.6
Platanus x hispanica,24.0,75.0,680.7,227.0,28.3
Aesculus hippocastanum,15.0,50.0,478.1,176.7,13.7
Tilia x europaea,15.0,55.0,558.9,113.1,26.4
Aesculus hippocastanum,15.0,60.0,596.6,113.1,18.0
Aesculus hippocastanum,14.0,60.0,476.2,95.0,17.9
Aesculus hippocastanum,16.0,52.5,141.6,28.3,14.8
Celtis australis,6.0,17.0,23.4,12.6,0.9
Celtis australis,6.0,22.0,19.7,12.6,1.1
Celtis australis,7.0,23.0,41.8,19.6,1.1
Celtis australis,10.0,35.0,99.8,38.5,1.5
Celtis australis,9.0,28.0,122.1,50.3,1.3
Celtis australis,8.0,28.0,85.3,38.5,1.3
Celtis australis,12.0,29.0,346.2,113.1,1.3
Celtis australis,9.0,33.0,168.0,50.3,1.4
Celtis australis,9.0,28.0,88.7,38.5,1.3
Celtis australis,8.0,20.0,59.9,28.3,1.0
Tilia cordata,10.0,25.0,96.6,28.3,3.8
Tilia cordata,10.0,25.0,96.6,28.3,3.8
Celtis australis,10.0,25.0,71.1,28.3,1.2
Celtis australis,10.0,25.0,71.1,28.3,1.2
Celtis australis,10.0,29.0,165.8,50.3,1.3
Celtis australis,8.0,27.0,75.3,28.3,1.2
Celtis australis,8.0,25.0,73.2,28.3,1.2
Celtis australis,7.0,18.0,62.3,28.3,0.9
Celtis australis,8.0,22.0,108.6,50.3,1.1
Celtis australis,8.0,22.0,141.0,50.3,1.1
Celtis australis,8.0,16.0,55.4,28.3,0.8
Celtis australis,6.0,20.0,61.7,28.3,1.0
Celtis australis,15.0,50.0,399.4,113.1,1.9
Celtis australis,12.5,46.0,343.7,95.0,1.8
Celtis australis,13.0,46.0,434.2,113.1,1.8
Celtis australis,12.0,45.0,355.0,113.1,1.8
Celtis australis,13.0,46.0,434.2,113.1,1.8
Celtis australis,5.0,18.0,22.4,12.6,0.9
Carpinus betulus,6.2,17.0,21.2,10.1,3.2
Celtis australis,5.0,16.0,35.0,19.6,0.8
Celtis australis,5.0,14.0,20.5,12.6,0.8
Celtis australis,5.0,15.0,16.2,12.6,0.8
Celtis australis,3.5,12.0,13.7,12.6,0.7
Celtis australis,4.0,13.0,17.8,12.6,0.7
Tilia x europaea,20.0,94.5,692.4,113.1,51.6
Tilia x europaea,20.0,73.9,540.4,78.5,39.3
Celtis australis,14.0,80.0,65.4,12.6,1.2
Celtis australis,14.0,60.0,124.2,28.3,2.2
Celtis australis,15.0,70.0,251.0,50.3,1.8
Celtis australis,15.0,65.0,251.8,63.6,2.0
Celtis australis,18.0,85.0,514.0,95.0,0.8
Celtis australis,16.0,45.0,351.9,78.5,1.8
Celtis australis,15.0,45.0,427.1,176.7,1.8
Celtis australis,18.0,60.0,343.1,63.6,2.2
Carpinus betulus,8.0,20.0,37.5,12.6,3.9
Carpinus betulus,15.0,35.0,69.8,12.6,6.1
Carpinus betulus,8.0,20.0,28.9,12.6,3.9
Celtis australis,25.0,35.0,84.0,12.6,1.5
Aesculus hippocastanum,6.0,18.0,29.5,12.6,3.0
Aesculus hippocastanum,6.0,20.0,30.7,12.6,3.4
Aesculus hippocastanum,14.0,65.0,451.0,78.5,20.1
Aesculus hippocastanum,12.0,15.0,91.3,28.3,2.5
Aesculus hippocastanum,5.0,15.0,8.6,3.1,2.3
Tilia x europaea,5.0,8.0,6.9,4.9,2.0
Tilia x europaea,8.0,18.0,64.6,28.3,5.8
Carpinus betulus,3.0,3.0,4.4,3.1,0.5
Aesculus hippocastanum,12.0,50.0,372.0,78.5,13.6
Tilia x europaea,6.0,12.0,19.1,12.6,3.4
Carpinus betulus,20.0,60.0,101.0,12.6,0.4
Carpinus betulus,18.0,40.0,77.6,12.6,4.4
Carpinus betulus,25.0,70.0,162.9,12.6,0.5
Carpinus betulus,8.0,10.0,8.3,3.1,1.7
Carpinus betulus,8.0,10.0,9.5,3.1,1.7
Carpinus betulus,8.0,10.0,9.5,3.1,1.7
Carpinus betulus,8.0,10.0,8.9,3.1,1.7
Carpinus betulus,8.0,10.0,10.1,3.1,1.7
Carpinus betulus,7.0,6.0,4.4,1.8,1.0
Celtis australis,20.0,60.0,75.1,12.6,2.2
Celtis australis,20.0,25.0,55.2,12.6,1.2
Aesculus hippocastanum,20.0,30.0,93.0,19.6,6.8
Aesculus hippocastanum,8.0,30.0,39.9,12.6,6.3
Aesculus hippocastanum,6.0,25.0,33.2,12.6,4.7
Aesculus hippocastanum,12.0,62.0,453.5,78.5,18.6
Aesculus hippocastanum,12.0,60.0,218.4,50.3,17.7
Aesculus hippocastanum,7.0,18.0,26.0,12.6,3.0
Aesculus hippocastanum,8.0,28.0,83.6,28.3,5.7
Aesculus hippocastanum,10.0,38.0,115.5,28.3,9.0
Aesculus hippocastanum,8.0,40.0,107.2,28.3,9.6
Aesculus hippocastanum,9.0,45.0,117.0,28.3,11.4
Aesculus hippocastanum,12.0,70.0,230.6,50.3,22.3
Aesculus hippocastanum,12.0,60.0,283.5,50.3,17.7
Aesculus hippocastanum,9.0,50.0,213.5,50.3,13.4
Aesculus hippocastanum,14.0,80.0,334.9,50.3,27.4
Aesculus hippocastanum,6.0,30.0,83.2,28.3,6.2
Aesculus hippocastanum,12.0,40.0,82.2,19.6,9.8
Aesculus hippocastanum,8.0,50.0,168.4,38.5,13.3
Aesculus hippocastanum,7.0,35.0,37.4,12.6,7.8
Aesculus hippocastanum,8.0,40.0,41.7,12.6,9.6
Aesculus hippocastanum,8.0,25.0,11.3,3.1,4.8
Aesculus hippocastanum,8.0,60.0,220.4,50.3,17.5
Aesculus hippocastanum,6.0,28.0,34.5,12.6,5.6
Aesculus hippocastanum,5.0,25.0,16.2,7.1,4.7
Tilia cordata,6.0,13.0,15.1,7.1,1.6
Tilia cordata,5.0,10.0,12.8,7.1,1.1
Tilia cordata,4.0,7.0,7.9,4.9,0.7
Tilia cordata,4.0,8.0,5.1,3.1,0.8
Tilia cordata,3.5,10.0,8.7,4.9,1.1
Tilia cordata,6.0,11.0,12.6,7.1,1.3
Tilia cordata,5.0,8.0,5.5,3.1,0.8
Tilia cordata,3.0,7.0,2.6,0.8,0.7
Tilia cordata,6.0,12.0,19.1,12.6,1.4
Tilia cordata,7.0,19.0,76.2,28.3,2.6
Tilia cordata,8.0,26.0,148.7,50.3,4.0
Tilia cordata,7.0,21.0,115.5,38.5,3.0
Tilia cordata,8.0,22.0,94.1,38.5,3.2
Platanus x hispanica,10.0,32.0,264.9,95.0,8.2
Tilia x europaea,6.0,18.0,13.0,7.1,5.8
Carpinus betulus,6.0,13.0,22.0,12.6,2.3
Carpinus betulus,6.0,13.0,25.3,12.6,2.3
Carpinus betulus,6.0,13.0,46.2,19.6,2.3
Carpinus betulus,3.5,8.0,2.9,0.8,1.3
Carpinus betulus,6.0,14.0,44.7,19.6,2.5
Carpinus betulus,6.0,11.0,26.9,12.6,1.9
Tilia x europaea,6.0,19.0,18.6,9.6,6.3
Tilia x europaea,8.0,23.0,85.4,33.2,8.1
Tilia x europaea,11.0,38.0,299.4,78.5,16.0
Tilia x europaea,6.0,18.0,22.0,12.6,5.8
Celtis australis,13.0,52.0,481.2,132.7,2.0
Celtis australis,6.0,19.0,20.1,12.6,1.0
Celtis australis,6.0,20.0,20.5,12.6,1.0
Celtis australis,5.0,14.0,12.0,7.1,0.8
Celtis australis,6.0,26.0,22.5,12.6,1.2
Celtis australis,13.0,64.0,428.5,132.7,2.1
Celtis australis,8.3,30.1,85.1,35.2,1.3
Aesculus hippocastanum,22.0,75.0,1200.3,314.2,25.5
Celtis australis,8.3,30.1,96.9,35.2,1.3
Carpinus betulus,4.0,7.0,6.2,3.1,1.1
Carpinus betulus,4.0,7.0,11.2,7.1,1.1
Carpinus betulus,8.0,13.0,78.2,28.3,2.3
Celtis australis,8.3,30.1,91.0,35.2,1.3
Carpinus betulus,20.0,60.0,101.0,12.6,0.4
Celtis australis,8.3,30.1,91.0,35.2,1.3
Celtis australis,8.3,30.1,102.8,35.2,1.3
Celtis australis,8.0,22.0,53.9,28.3,1.1
Aesculus hippocastanum,10.0,22.0,186.5,50.3,4.1
Carpinus betulus,10.0,18.0,96.2,28.3,3.5
Carpinus betulus,5.0,12.0,20.1,12.6,2.1
Carpinus betulus,10.0,18.0,85.1,28.3,3.5
Carpinus betulus,10.0,23.0,86.8,28.3,4.7
Aesculus hippocastanum,10.0,50.0,405.1,78.5,13.4
Aesculus hippocastanum,10.0,50.0,312.0,78.5,13.4
Celtis australis,13.0,40.0,319.3,78.5,1.6
Aesculus hippocastanum,10.0,60.0,265.7,50.3,17.6
Aesculus hippocastanum,6.0,18.0,16.4,7.1,3.0
Aesculus hippocastanum,8.4,39.6,107.0,32.7,9.4
Aesculus hippocastanum,8.4,39.6,107.0,32.7,9.4
Aesculus hippocastanum,8.4,39.6,107.0,32.7,9.4
Celtis australis,8.3,30.1,102.8,35.2,1.3
Celtis australis,8.3,30.1,102.8,35.2,1.3
Celtis australis,8.3,30.1,85.1,35.2,1.3
Celtis australis,8.3,30.1,85.1,35.2,1.3
Celtis australis,8.3,30.1,96.9,35.2,1.3
Aesculus hippocastanum,11.0,35.0,200.8,50.3,8.0
Aesculus hippocastanum,10.0,45.0,240.1,50.3,11.5
Aesculus hippocastanum,11.0,40.0,210.5,50.3,9.7
Aesculus hippocastanum,6.0,24.0,52.9,19.6,4.5
Aesculus hippocastanum,11.0,44.0,371.8,78.5,11.2
Aesculus hippocastanum,7.0,40.0,652.8,201.1,9.5
Celtis australis,11.0,37.0,282.1,78.5,1.5
Celtis australis,12.0,35.0,299.0,78.5,1.5
Celtis australis,8.3,30.1,85.1,35.2,1.3
Aesculus hippocastanum,10.0,60.0,135.7,28.3,17.6
Celtis australis,8.3,30.1,91.0,35.2,1.3
Celtis australis,8.3,30.1,102.8,35.2,1.3
Celtis australis,8.3,30.1,102.8,35.2,1.3
Celtis australis,5.5,22.0,12.9,7.1,1.1
Celtis australis,8.3,30.1,96.9,35.2,1.3
Celtis australis,8.3,30.1,102.8,35.2,1.3
Celtis australis,8.3,30.1,102.8,35.2,1.3
Celtis australis,8.0,25.0,73.2,28.3,1.2
Celtis australis,9.0,29.0,132.9,50.3,1.3
Aesculus hippocastanum,8.0,45.0,92.5,28.3,11.4
Aesculus hippocastanum,6.0,30.0,57.2,19.6,6.2
Aesculus hippocastanum,12.0,30.0,116.6,28.3,6.5
Aesculus hippocastanum,12.0,40.0,203.4,50.3,9.8
Aesculus hippocastanum,7.0,28.0,28.3,12.6,5.6
Aesculus hippocastanum,9.0,42.0,136.3,38.5,10.3
Aesculus hippocastanum,12.0,40.0,121.6,28.3,9.8
Aesculus hippocastanum,10.0,62.0,411.9,78.5,18.5
Aesculus hippocastanum,8.0,50.0,89.3,28.3,13.3
Aesculus hippocastanum,9.0,35.0,44.8,12.6,7.9
Aesculus hippocastanum,4.0,10.0,6.5,3.1,1.3
Aesculus hippocastanum,12.0,55.0,259.2,50.3,15.6
Aesculus hippocastanum,8.0,45.0,46.1,12.6,11.4
Aesculus hippocastanum,12.0,40.0,129.0,28.3,9.8
Aesculus hippocastanum,12.0,50.0,123.6,28.3,13.6
Aesculus hippocastanum,10.0,60.0,204.6,50.3,17.6
Aesculus hippocastanum,6.0,18.0,17.5,7.1,3.0
Aesculus hippocastanum,12.0,60.0,210.3,38.5,17.7
Aesculus hippocastanum,6.0,18.0,15.4,7.1,3.0
Aesculus hippocastanum,4.0,10.0,21.3,12.6,1.3
Carpinus betulus,6.0,13.0,22.0,12.6,2.3
Carpinus betulus,6.0,7.0,6.3,3.1,1.1
Carpinus betulus,10.0,10.0,20.1,7.1,1.7
Carpinus betulus,6.0,13.0,28.6,12.6,2.3
Carpinus betulus,6.0,13.0,28.6,12.6,2.3
Carpinus betulus,6.0,13.0,28.6,12.6,2.3
Carpinus betulus,6.0,13.0,28.6,12.6,2.3
Carpinus betulus,6.0,13.0,25.3,12.6,2.3
Carpinus betulus,6.0,13.0,28.6,12.6,2.3
Celtis australis,12.0,60.0,517.5,153.9,2.2
Celtis australis,16.0,70.0,304.7,63.6,1.8
Celtis australis,12.0,45.0,159.2,50.3,1.8
Celtis australis,17.0,70.0,529.3,132.7,1.8
Celtis australis,14.0,60.0,434.0,95.0,2.2
Celtis australis,15.0,80.0,672.7,201.1,1.2
Celtis australis,25.0,35.0,94.9,12.6,1.5
Celtis australis,9.0,19.0,106.5,50.3,1.0
Celtis australis,3.0,3.0,2.1,1.8,0.3
Celtis australis,6.0,20.0,61.7,28.3,1.0
Celtis australis,7.0,25.0,228.1,78.5,1.2
Celtis australis,8.0,18.0,73.0,38.5,0.9
Celtis australis,8.0,17.0,92.8,38.5,0.9
Celtis australis,8.0,25.0,106.4,38.5,1.2
Celtis australis,8.0,18.0,35.5,19.6,0.9
Celtis australis,7.0,22.0,55.3,28.3,1.1
Celtis australis,13.0,60.0,394.8,153.9,2.2
Celtis australis,16.0,70.0,344.2,63.6,1.8
Celtis australis,9.0,15.0,13.4,7.1,0.8
Celtis australis,13.0,71.0,475.4,132.7,1.7
Celtis australis,3.5,13.0,18.3,12.6,0.7
Celtis australis,8.0,16.0,90.9,38.5,0.8
Celtis australis,8.0,18.0,94.7,38.5,0.9
Celtis australis,8.0,18.0,131.3,50.3,0.9
Celtis australis,8.0,15.0,73.5,38.5,0.8
Celtis australis,8.0,22.0,116.7,50.3,1.1
Celtis australis,8.0,22.0,53.9,28.3,1.1
Celtis australis,8.5,29.0,65.4,28.3,1.3
Celtis australis,10.0,22.0,133.1,56.7,1.1
Celtis australis,14.0,100.0,307.1,63.6,0.1
Celtis australis,12.0,90.0,264.0,50.3,0.4
Platanus x hispanica,24.0,120.0,873.4,283.5,5.5
Platanus x hispanica,22.0,140.0,951.3,254.5,0.7
Platanus x hispanica,16.0,180.0,706.5,132.7,8.1
Platanus x hispanica,28.0,130.0,708.3,176.7,3.1
Platanus x hispanica,25.0,140.0,827.7,254.5,0.7
Platanus x hispanica,25.0,160.0,782.4,176.7,0.3
Platanus x hispanica,24.0,130.0,866.5,254.5,3.1
Platanus x hispanica,24.0,140.0,922.2,283.5,0.7
Platanus x hispanica,30.0,210.0,1873.4,415.5,8.1
Platanus x hispanica,23.0,160.0,1038.9,283.5,0.3
Platanus x hispanica,21.0,100.0,844.7,254.5,34.9
Platanus x hispanica,16.0,100.0,496.6,113.1,34.9
Platanus x hispanica,21.0,110.0,779.3,227.0,30.1
Platanus x hispanica,17.0,130.0,611.7,95.0,3.1
Platanus x hispanica,18.0,120.0,619.4,201.1,5.5
Platanus x hispanica,16.0,140.0,889.5,254.5,0.7
Platanus x hispanica,23.0,160.0,1683.1,380.1,0.3
Platanus x hispanica,14.0,100.0,560.4,113.1,34.9
Platanus x hispanica,26.0,180.0,2039.9,452.4,8.1
Platanus x hispanica,12.0,130.0,646.3,113.1,3.1
Platanus x hispanica,18.0,160.0,1391.0,314.2,0.3
Platanus x hispanica,25.0,120.0,900.9,254.5,5.5
Platanus x hispanica,27.0,200.0,2394.0,530.9,8.1
Platanus x hispanica,28.0,130.0,2019.8,490.9,3.1
Platanus x hispanica,24.0,100.0,704.5,227.0,34.9
Platanus x hispanica,25.0,180.0,1472.0,346.4,8.1
Platanus x hispanica,24.0,180.0,2394.0,530.9,8.1
Platanus x hispanica,20.0,110.0,638.7,132.7,30.1
Tilia cordata,5.0,17.0,21.9,12.6,2.3
Tilia x europaea,12.0,28.0,269.4,63.6,10.6
Tilia x europaea,6.0,12.0,61.7,28.3,3.4
Tilia x europaea,6.0,15.0,43.3,19.6,4.6
Tilia x europaea,7.0,18.0,57.4,28.3,5.8
Tilia x europaea,8.6,18.0,142.0,50.3,5.8
Tilia x europaea,4.0,4.0,3.7,3.1,0.8
Tilia x europaea,6.0,14.0,15.4,7.1,4.2
Tilia x europaea,6.0,14.0,14.5,7.1,4.2
Tilia x europaea,6.0,13.7,25.9,12.6,4.0
Celtis australis,12.0,41.0,177.0,50.3,1.6
Celtis australis,12.0,41.0,328.2,95.0,1.6
Celtis australis,12.0,40.0,198.2,50.3,1.6
Celtis australis,17.0,70.0,353.1,63.6,1.8
Celtis australis,12.0,70.0,396.4,95.0,1.8
Celtis australis,18.0,85.0,456.7,113.1,0.8
Celtis australis,15.0,85.0,297.4,63.6,0.8
Celtis australis,9.0,85.0,407.8,113.1,0.8
Celtis australis,18.0,70.0,353.2,78.5,1.8
Celtis australis,17.0,85.0,234.3,50.3,0.8
Celtis australis,9.0,80.0,399.2,113.1,1.2
