Species,Height,Diameter,Leaf_area,Canopy_size,CO2
Platanus x hispanica,19.0,150.0,1101.3,254.5,0.3
Platanus x hispanica,18.0,130.0,986.9,254.5,3.1
Platanus x hispanica,14.0,50.0,459.3,176.7,15.7
Platanus x hispanica,14.0,210.0,1873.4,415.5,8.1
Platanus x hispanica,16.0,170.0,1615.6,380.1,8.1
Platanus x hispanica,22.0,170.0,1561.8,346.4,8.1
Platanus x hispanica,18.0,140.0,1250.7,314.2,0.7
Carpinus betulus,13.0,20.0,39.1,12.6,3.9
Carpinus betulus,13.0,15.0,103.7,28.3,2.7
Carpinus betulus,14.0,26.0,202.1,50.3,5.6
Aesculus hippocastanum,12.0,50.0,265.9,50.3,13.6
Aesculus hippocastanum,6.0,20.0,76.5,28.3,3.4
Aesculus hippocastanum,12.0,76.0,639.7,113.1,25.2
Aesculus hippocastanum,13.0,82.0,369.9,63.6,28.3
Aesculus hippocastanum,13.0,44.0,139.8,28.3,11.3
Aesculus hippocastanum,13.0,46.0,205.4,50.3,12.1
Aesculus hippocastanum,5.0,12.0,21.3,12.6,1.7
Aesculus hippocastanum,12.0,56.0,412.4,78.5,16.0
Aesculus hippocastanum,13.0,72.0,630.5,113.1,23.3
Aesculus hippocastanum,13.0,48.0,202.2,38.5,12.8
Aesculus hippocastanum,5.0,15.0,13.5,7.1,2.3
Aesculus hippocastanum,5.0,9.0,19.3,12.6,1.1
Aesculus hippocastanum,10.0,52.0,410.7,78.5,14.2
Aesculus hippocastanum,13.0,32.0,55.2,12.6,7.1
Aesculus hippocastanum,12.0,60.0,302.0,63.6,17.7
Aesculus hippocastanum,5.0,12.0,12.5,7.1,1.7
Platanus x hispanica,22.0,64.0,566.2,176.7,22.5
Platanus x hispanica,22.0,142.0,853.5,201.1,0.3
Platanus x hispanica,23.0,100.0,1149.8,346.4,34.9
Platanus x hispanica,22.0,50.0,453.5,132.7,15.7
Platanus x hispanica,21.0,55.0,290.2,50.3,18.1
Platanus x hispanica,22.0,110.0,567.3,176.7,30.1
Platanus x hispanica,21.0,70.0,449.5,132.7,25.6
Platanus x hispanica,23.0,105.0,487.6,153.9,32.8
Platanus x hispanica,25.0,90.0,421.8,153.9,36.5
Platanus x hispanica,23.0,110.0,678.1,227.0,30.1
Platanus x hispanica,23.0,85.0,519.5,78.5,33.7
Platanus x hispanica,21.0,72.0,385.7,63.6,26.7
Platanus x hispanica,25.0,100.0,941.2,283.5,34.9
Platanus x hispanica,23.0,105.0,516.2,132.7,32.8
Platanus x hispanica,22.0,90.0,438.3,95.0,36.5
Platanus x hispanica,22.0,38.0,436.7,132.7,10.5
Platanus x hispanica,24.0,135.0,1061.1,254.5,1.9
Celtis australis,14.0,58.0,391.8,113.1,2.1
Celtis australis,18.0,58.0,261.0,63.6,2.1
Platanus x hispanica,25.0,105.0,971.0,254.5,32.8
Platanus x hispanica,21.0,60.0,553.4,176.7,20.5
Platanus x hispanica,19.0,80.0,572.1,132.7,31.0
Platanus x hispanica,24.0,110.0,1343.5,346.4,30.1
Platanus x hispanica,21.0,105.0,803.6,254.5,32.8
Platanus x hispanica,20.0,50.0,407.5,78.5,15.7
Platanus x hispanica,23.0,80.0,552.3,95.0,31.0
Platanus x hispanica,21.0,80.0,534.8,113.1,31.0
Platanus x hispanica,19.0,80.0,696.4,227.0,31.0
Platanus x hispanica,28.0,145.0,1616.6,490.9,0.3
Celtis australis,16.0,60.0,441.1,153.9,2.2
Celtis australis,16.0,55.0,388.1,113.1,2.0
Celtis australis,15.0,60.0,439.1,95.0,2.2
Platanus x hispanica,4.0,6.0,4.0,3.1,0.8
Tilia x europaea,15.0,50.0,283.1,50.3,23.2
Tilia x europaea,16.0,50.0,292.5,50.3,23.2
Tilia x europaea,14.0,50.0,242.6,50.3,23.2
Tilia x europaea,15.0,50.0,283.1,50.3,23.2
Tilia x europaea,20.0,70.0,375.0,50.3,36.6
Tilia x europaea,15.0,50.0,218.0,50.3,23.2
Aesculus hippocastanum,6.0,18.0,56.7,28.3,3.0
Aesculus hippocastanum,6.0,18.0,126.3,50.3,3.0
Aesculus hippocastanum,7.0,18.0,130.4,50.3,3.0
Aesculus hippocastanum,6.0,30.0,107.6,38.5,6.2
Tilia x europaea,6.0,15.0,40.8,19.6,4.6
Carpinus betulus,10.0,19.0,98.1,28.3,3.7
Carpinus betulus,8.0,19.0,74.0,28.3,3.7
Carpinus betulus,12.0,19.0,107.6,28.3,3.7
Carpinus betulus,12.0,19.0,107.6,28.3,3.7
Carpinus betulus,12.0,28.0,174.3,38.5,6.1
Tilia cordata,7.0,14.0,39.5,19.6,1.7
Tilia cordata,8.0,19.0,25.4,12.6,2.6
Tilia cordata,6.0,19.0,47.2,19.6,2.6
Celtis australis,7.0,20.0,64.6,28.3,1.0
Celtis australis,5.0,22.0,46.9,28.3,1.1
Celtis australis,4.0,8.0,4.0,3.1,0.5
Celtis australis,7.0,22.0,86.5,38.5,1.1
Celtis australis,7.0,22.0,112.9,50.3,1.1
Celtis australis,7.0,25.0,134.6,50.3,1.2
Celtis australis,6.0,20.0,90.9,38.5,1.0
Celtis australis,6.0,12.0,20.7,12.6,0.7
Celtis australis,7.0,22.0,136.5,50.3,1.1
Celtis australis,7.0,24.0,108.4,50.3,1.1
Celtis australis,4.0,6.0,2.3,0.8,0.4
Celtis australis,6.0,22.0,60.1,28.3,1.1
Celtis australis,6.0,22.0,60.1,28.3,1.1
Celtis australis,6.0,25.0,66.8,28.3,1.2
Celtis australis,6.0,22.0,94.0,38.5,1.1
Celtis australis,4.0,6.0,2.3,0.8,0.4
Celtis australis,7.0,30.0,152.3,50.3,1.3
Celtis australis,8.0,30.0,263.0,78.5,1.3
Celtis australis,6.0,20.0,90.9,38.5,1.0
Celtis australis,4.0,6.0,2.2,0.8,0.4
Celtis australis,4.0,10.0,5.6,3.1,0.6
Celtis australis,8.0,22.0,141.0,50.3,1.1
Celtis australis,7.0,18.0,70.1,38.5,0.9
Celtis australis,12.0,24.0,216.6,78.5,1.1
Celtis australis,6.0,22.0,101.7,50.3,1.1
Celtis australis,8.0,18.0,54.0,28.3,0.9
Celtis australis,7.0,18.0,62.3,28.3,0.9
Celtis australis,7.0,18.0,62.3,28.3,0.9
Celtis australis,7.0,18.0,127.1,50.3,0.9
Celtis australis,8.0,20.0,180.4,63.6,1.0
Celtis australis,7.0,24.0,95.0,38.5,1.1
Celtis australis,7.0,25.0,142.8,50.3,1.2
Celtis australis,7.0,24.0,95.0,38.5,1.1
Celtis australis,8.0,35.0,166.1,50.3,1.5
Celtis australis,6.0,32.0,72.8,28.3,1.4
Celtis australis,4.0,16.0,33.2,19.6,0.8
Celtis australis,8.0,25.0,113.6,50.3,1.2
Celtis australis,4.0,20.0,21.9,12.6,1.0
Celtis australis,3.0,8.0,1.9,0.8,0.5
Celtis australis,8.0,30.0,130.2,50.3,1.3
Celtis australis,6.0,20.0,33.1,19.6,1.0
Celtis australis,5.0,10.0,8.2,7.1,0.6
Celtis australis,4.0,6.0,2.5,0.8,0.4
Celtis australis,7.0,22.0,80.9,38.5,1.1
Celtis australis,6.0,30.0,130.5,50.3,1.3
Celtis australis,4.0,6.0,2.2,0.8,0.4
Celtis australis,7.0,30.0,179.6,63.6,1.3
Celtis australis,7.0,25.0,102.3,38.5,1.2
Celtis australis,8.0,20.0,112.8,50.3,1.0
Celtis australis,6.0,20.0,61.7,28.3,1.0
Celtis australis,7.0,20.0,60.9,28.3,1.0
Celtis australis,7.0,20.0,89.1,38.5,1.0
Celtis australis,9.0,25.0,188.7,63.6,1.2
Celtis australis,8.0,22.0,141.0,50.3,1.1
Celtis australis,6.0,18.0,52.6,28.3,0.9
Celtis australis,8.0,30.0,157.3,50.3,1.3
Celtis australis,10.0,30.0,272.9,78.5,1.3
Celtis australis,8.0,25.0,113.6,50.3,1.2
Celtis australis,8.0,40.0,174.1,50.3,1.6
Celtis australis,10.0,32.0,263.1,78.5,1.4
Celtis australis,10.0,30.0,225.8,78.5,1.3
Celtis australis,10.0,35.0,255.0,78.5,1.5
Celtis australis,3.0,6.0,1.8,0.8,0.4
Celtis australis,8.0,30.0,157.3,50.3,1.3
Celtis australis,10.0,35.0,288.1,78.5,1.5
Celtis australis,8.0,20.0,98.3,38.5,1.0
Celtis australis,8.0,22.0,90.0,38.5,1.1
Celtis australis,8.0,25.0,246.6,78.5,1.2
Celtis australis,10.0,25.0,197.0,78.5,1.2
Celtis australis,10.0,25.0,197.0,78.5,1.2
Celtis australis,10.0,30.0,225.8,78.5,1.3
Celtis australis,10.0,30.0,272.9,78.5,1.3
Celtis australis,10.0,25.0,148.3,50.3,1.2
Celtis australis,10.0,25.0,197.0,78.5,1.2
Celtis australis,7.0,20.0,64.6,28.3,1.0
Tilia x europaea,18.0,60.0,332.8,50.3,29.7
Tilia x europaea,12.0,60.0,210.9,50.3,29.7
Tilia x europaea,8.0,18.0,78.1,28.3,5.8
Tilia x europaea,9.0,20.0,115.4,38.5,6.7
Tilia x europaea,13.0,60.0,283.0,50.3,29.7
Tilia x europaea,15.0,50.0,250.6,50.3,23.2
Tilia x europaea,12.0,35.0,174.4,50.3,14.3
Tilia x europaea,15.0,60.0,380.5,63.6,29.7
Tilia x europaea,10.0,20.0,127.4,38.5,6.7
Tilia x europaea,5.0,10.0,12.8,7.1,2.6
Tilia x europaea,7.0,12.0,26.3,12.6,3.4
Tilia x europaea,18.0,55.0,322.8,50.3,26.4
Tilia x europaea,15.0,65.0,310.6,50.3,33.1
Tilia x europaea,7.0,12.0,24.8,12.6,3.4
Tilia x europaea,12.0,20.0,137.9,38.5,6.7
Tilia x europaea,7.0,12.0,24.8,12.6,3.4
Tilia x europaea,15.0,60.0,301.9,50.3,29.7
Tilia x europaea,15.0,50.0,283.1,50.3,23.2
Tilia x europaea,15.0,60.0,301.9,50.3,29.7
Tilia x europaea,7.0,10.0,23.2,12.6,2.6
Tilia x europaea,15.0,70.0,455.6,78.5,36.6
Tilia x europaea,15.0,60.0,232.5,50.3,29.7
Tilia x europaea,10.0,30.0,189.4,50.3,11.6
Tilia x europaea,12.0,40.0,223.7,50.3,17.1
Tilia x europaea,15.0,70.0,318.8,50.3,36.6
Tilia x europaea,12.0,60.0,273.9,50.3,29.7
Tilia x europaea,12.0,60.0,210.9,50.3,29.7
Tilia x europaea,7.0,12.0,20.2,12.6,3.4
Tilia x europaea,12.0,70.0,289.2,50.3,36.6
Tilia x europaea,16.0,60.0,311.9,50.3,29.7
Tilia x europaea,12.0,30.0,202.1,50.3,11.6
Tilia x europaea,12.0,50.0,146.7,38.5,23.2
Tilia x europaea,12.0,60.0,273.9,50.3,29.7
Tilia x europaea,16.0,60.0,240.2,50.3,29.7
Tilia x europaea,10.0,60.0,166.2,38.5,29.7
Tilia x europaea,15.0,60.0,301.9,50.3,29.7
Tilia x europaea,16.0,80.0,516.2,78.5,43.8
Tilia x europaea,12.0,60.0,210.9,50.3,29.7
Tilia x europaea,12.0,60.0,273.9,50.3,29.7
Tilia x europaea,12.0,50.0,197.8,50.3,23.2
Tilia x europaea,10.0,40.0,209.7,50.3,17.1
Tilia x europaea,16.0,40.0,254.8,50.3,17.1
Tilia x europaea,5.0,12.0,23.3,12.6,3.4
Tilia x europaea,12.0,60.0,242.4,50.3,29.7
Tilia x europaea,4.0,10.0,3.1,0.8,2.6
Tilia x europaea,10.0,70.0,390.0,78.5,36.6
Tilia x europaea,4.0,8.0,2.7,0.8,2.0
Tilia x europaea,6.0,15.0,6.9,3.1,4.6
Tilia x europaea,15.0,60.0,380.5,63.6,29.7
Tilia x europaea,7.0,15.0,16.9,7.1,4.6
Tilia x europaea,15.0,70.0,503.7,113.1,36.6
Tilia x europaea,12.0,55.0,204.6,50.3,26.4
Tilia x europaea,6.0,12.0,24.7,12.6,3.4
Tilia x europaea,12.0,60.0,258.2,50.3,29.7
Tilia x europaea,15.0,70.0,483.4,78.5,36.6
Tilia x europaea,17.0,40.0,177.5,38.5,17.1
Tilia x europaea,18.0,60.0,484.0,78.5,29.7
Tilia x europaea,15.0,70.0,318.8,50.3,36.6
Tilia x europaea,18.0,60.0,428.3,78.5,29.7
Tilia x europaea,7.0,12.0,26.3,12.6,3.4
Tilia x europaea,12.0,70.0,329.5,63.6,36.6
Tilia x europaea,15.0,80.0,397.0,63.6,43.8
Tilia x europaea,15.0,50.0,295.3,63.6,23.2
Tilia x europaea,7.0,15.0,61.9,28.3,4.6
Tilia x europaea,6.0,8.0,7.1,3.1,2.0
Tilia x europaea,7.0,15.0,28.4,12.6,4.6
Tilia x europaea,4.0,6.0,2.9,0.8,1.3
Tilia x europaea,12.0,60.0,242.4,50.3,29.7
Tilia x europaea,10.0,30.0,84.9,28.3,11.6
Tilia x europaea,4.0,6.0,2.9,0.8,1.3
Tilia x europaea,7.0,18.0,43.1,19.6,5.8
Tilia x europaea,15.0,50.0,165.1,38.5,23.2
Tilia x europaea,15.0,55.0,292.8,50.3,26.4
Tilia x europaea,14.0,50.0,274.1,50.3,23.2
Aesculus hippocastanum,10.0,45.0,81.7,19.6,11.5
Aesculus hippocastanum,9.0,45.0,168.8,38.5,11.4
Aesculus hippocastanum,8.0,50.0,139.4,38.5,13.3
Aesculus hippocastanum,7.0,35.0,30.6,12.6,7.8
Aesculus hippocastanum,7.0,50.0,98.0,28.3,13.2
Aesculus hippocastanum,12.0,80.0,313.9,50.3,27.2
Aesculus hippocastanum,12.0,50.0,139.6,28.3,13.6
Aesculus hippocastanum,11.0,45.0,106.3,28.3,11.6
Aesculus hippocastanum,8.0,30.0,80.1,28.3,6.3
Aesculus hippocastanum,12.0,55.0,334.8,78.5,15.6
Aesculus hippocastanum,6.0,25.0,33.2,12.6,4.7
Aesculus hippocastanum,8.0,35.0,42.2,12.6,7.9
Aesculus hippocastanum,12.0,40.0,245.7,50.3,9.8
Aesculus hippocastanum,7.0,40.0,32.0,12.6,9.5
Aesculus hippocastanum,6.0,30.0,35.4,12.6,6.2
Aesculus hippocastanum,12.0,60.0,234.7,50.3,17.7
Aesculus hippocastanum,7.0,18.0,18.7,7.1,3.0
Aesculus hippocastanum,14.0,60.0,233.0,50.3,17.9
Aesculus hippocastanum,10.0,60.0,219.9,50.3,17.6
Aesculus hippocastanum,12.0,40.0,217.5,50.3,9.8
Aesculus hippocastanum,10.0,60.0,265.7,50.3,17.6
Aesculus hippocastanum,12.0,60.0,396.8,78.5,17.7
Aesculus hippocastanum,12.0,60.0,251.0,50.3,17.7
Aesculus hippocastanum,12.0,60.0,283.5,50.3,17.7
Aesculus hippocastanum,14.0,75.0,474.4,78.5,24.9
Aesculus hippocastanum,14.0,75.0,494.9,113.1,24.9
Aesculus hippocastanum,12.0,70.0,514.3,113.1,22.3
Aesculus hippocastanum,11.0,50.0,198.2,50.3,13.5
Platanus x hispanica,38.0,140.0,1835.0,490.9,0.7
Tilia cordata,4.5,16.0,11.3,7.1,2.1
Tilia cordata,7.0,26.0,103.1,38.5,4.0
Tilia cordata,10.0,22.0,71.1,28.3,3.2
Tilia cordata,6.0,15.0,23.8,12.6,1.9
Tilia cordata,5.0,15.0,22.4,12.6,1.9
Tilia cordata,6.0,19.0,44.5,19.6,2.6
Tilia cordata,6.0,18.0,28.6,12.6,2.4
Tilia cordata,7.0,16.0,29.2,12.6,2.1
Tilia cordata,6.0,18.0,25.3,12.6,2.4
Tilia cordata,8.0,17.0,31.7,12.6,2.3
Tilia cordata,6.0,14.0,26.2,12.6,1.7
Tilia cordata,6.0,18.0,28.6,12.6,2.4
Tilia cordata,6.0,16.0,27.5,12.6,2.1
Tilia cordata,6.0,16.0,22.7,12.6,2.1
Tilia cordata,6.0,16.0,25.9,12.6,2.1
Tilia cordata,8.0,17.0,76.8,28.3,2.3
Tilia cordata,7.0,18.0,48.8,19.6,2.4
Tilia cordata,6.0,15.0,26.9,12.6,1.9
Tilia cordata,3.0,9.0,6.1,3.1,1.0
Aesculus hippocastanum,4.0,12.0,7.3,3.1,1.6
Aesculus hippocastanum,4.0,11.0,6.3,3.1,1.4
Aesculus hippocastanum,12.0,50.0,420.4,78.5,13.6
Aesculus hippocastanum,4.0,12.0,7.3,3.1,1.6
Aesculus hippocastanum,3.0,9.0,3.2,1.3,1.1
Aesculus hippocastanum,13.0,65.0,442.8,78.5,20.1
Aesculus hippocastanum,4.0,10.0,6.9,3.1,1.3
Aesculus hippocastanum,5.0,19.0,21.8,12.6,3.2
Aesculus hippocastanum,8.0,28.0,129.4,38.5,5.7
Aesculus hippocastanum,9.0,50.0,213.5,50.3,13.4
Aesculus hippocastanum,8.0,28.0,83.6,28.3,5.7
Aesculus hippocastanum,10.0,33.0,215.2,50.3,7.3
Aesculus hippocastanum,12.0,60.0,283.5,50.3,17.7
Aesculus hippocastanum,4.0,11.0,6.7,3.1,1.4
Aesculus hippocastanum,9.0,48.0,119.7,28.3,12.6
Aesculus hippocastanum,3.5,11.0,6.5,3.1,1.4
Aesculus hippocastanum,4.0,12.0,6.1,3.1,1.6
Aesculus hippocastanum,6.0,20.0,23.6,12.6,3.4
Aesculus hippocastanum,8.0,40.0,203.4,50.3,9.6
Aesculus hippocastanum,3.0,9.0,2.4,0.8,1.1
Aesculus hippocastanum,3.5,10.0,6.6,3.1,1.3
Aesculus hippocastanum,3.0,7.0,2.7,0.8,0.8
Aesculus hippocastanum,10.0,58.0,507.6,95.0,16.7
Aesculus hippocastanum,3.0,10.0,5.1,3.1,1.2
Aesculus hippocastanum,3.5,10.0,6.6,3.1,1.3
Aesculus hippocastanum,8.0,44.0,517.9,113.1,11.0
Aesculus hippocastanum,13.0,85.0,668.5,113.1,29.8
Aesculus hippocastanum,12.0,75.0,636.7,113.1,24.7
Aesculus hippocastanum,6.0,18.0,22.8,12.6,3.0
Aesculus hippocastanum,7.0,20.0,32.6,12.6,3.5
Aesculus hippocastanum,8.0,50.0,390.3,78.5,13.3
Aesculus hippocastanum,7.0,45.0,167.7,50.3,11.3
Aesculus hippocastanum,4.0,12.0,10.9,7.1,1.6
Aesculus hippocastanum,6.0,24.0,27.1,12.6,4.5
Aesculus hippocastanum,8.0,35.0,102.2,28.3,7.9
Aesculus hippocastanum,5.0,18.0,27.8,12.6,2.9
Aesculus hippocastanum,9.0,50.0,329.1,78.5,13.4
Aesculus hippocastanum,7.0,19.0,32.0,12.6,3.2
Aesculus hippocastanum,3.0,11.0,6.4,3.1,1.4
Aesculus hippocastanum,7.0,28.0,69.5,28.3,5.6
Aesculus hippocastanum,7.0,28.0,55.5,19.6,5.6
Aesculus hippocastanum,9.0,42.0,373.9,78.5,10.3
Aesculus hippocastanum,3.5,10.0,2.9,0.8,1.3
Aesculus hippocastanum,3.5,11.0,6.9,3.1,1.4
Aesculus hippocastanum,4.0,14.0,7.8,3.1,2.0
Aesculus hippocastanum,10.0,60.0,583.1,113.1,17.6
Aesculus hippocastanum,3.5,9.0,4.4,1.8,1.1
Aesculus hippocastanum,10.0,60.0,382.3,78.5,17.6
Aesculus hippocastanum,10.0,60.0,357.5,78.5,17.6
Aesculus hippocastanum,9.0,32.0,123.9,38.5,6.9
Aesculus hippocastanum,10.0,65.0,444.4,78.5,19.8
Aesculus hippocastanum,10.0,80.0,645.5,113.1,27.0
Aesculus hippocastanum,9.0,40.0,367.5,78.5,9.6
Aesculus hippocastanum,9.0,40.0,304.2,78.5,9.6
Aesculus hippocastanum,10.0,50.0,312.0,78.5,13.4
Aesculus hippocastanum,10.0,55.0,498.2,95.0,15.5
Aesculus hippocastanum,3.5,9.0,3.6,1.8,1.1
Aesculus hippocastanum,3.5,9.0,4.4,1.8,1.1
Aesculus hippocastanum,10.0,60.0,513.7,95.0,17.6
Aesculus hippocastanum,11.0,60.0,518.5,113.1,17.7
Aesculus hippocastanum,4.0,10.0,6.9,3.1,1.3
Aesculus hippocastanum,11.0,70.0,422.6,95.0,22.2
Aesculus hippocastanum,11.0,70.0,517.2,95.0,22.2
Aesculus hippocastanum,4.0,12.0,5.7,3.1,1.6
Aesculus hippocastanum,11.0,70.0,517.2,95.0,22.2
Aesculus hippocastanum,3.5,10.0,6.6,3.1,1.3
Aesculus hippocastanum,11.0,60.0,519.7,95.0,17.7
Aesculus hippocastanum,11.0,80.0,499.4,113.1,27.1
Aesculus hippocastanum,12.0,70.0,621.4,113.1,22.3
Aesculus hippocastanum,12.0,70.0,621.4,113.1,22.3
Aesculus hippocastanum,8.0,22.0,57.0,19.6,4.0
Aesculus hippocastanum,12.0,85.0,665.5,113.1,29.7
Aesculus hippocastanum,3.5,11.0,6.9,3.1,1.4
Aesculus hippocastanum,11.0,70.0,517.2,95.0,22.2
Aesculus hippocastanum,11.0,70.0,454.1,95.0,22.2
Aesculus hippocastanum,3.0,12.0,6.6,3.1,1.6
Aesculus hippocastanum,12.0,80.0,536.1,132.7,27.2
Aesculus hippocastanum,12.0,70.0,514.3,113.1,22.3
Carpinus betulus,6.0,18.5,32.3,12.6,3.6
Carpinus betulus,6.0,26.1,55.7,19.6,5.6
Carpinus betulus,8.0,23.2,52.2,19.6,4.8
Carpinus betulus,9.0,19.7,23.9,7.1,3.9
Carpinus betulus,8.0,70.0,77.0,19.6,0.5
Carpinus betulus,9.0,34.4,216.0,50.3,6.2
Carpinus betulus,9.0,28.7,156.1,38.5,6.3
Carpinus betulus,6.0,17.5,42.4,19.6,3.3
Carpinus betulus,7.0,20.7,87.9,28.3,4.1
Carpinus betulus,8.0,17.5,57.1,19.6,3.3
Carpinus betulus,8.0,23.6,96.4,28.3,4.9
Carpinus betulus,12.0,32.8,234.1,50.3,6.6
Carpinus betulus,8.0,20.7,31.4,12.6,4.1
Carpinus betulus,7.0,18.1,38.5,15.9,3.5
Carpinus betulus,4.0,10.2,10.4,7.1,1.7
Carpinus betulus,7.0,22.9,59.5,19.6,4.7
Tilia cordata,5.0,8.0,5.1,3.1,0.8
Tilia cordata,15.0,65.0,392.7,63.6,13.9
Tilia cordata,20.0,60.0,231.3,38.5,12.5
Tilia cordata,15.0,60.0,165.9,28.3,12.5
Tilia cordata,4.0,10.0,12.0,7.1,1.1
Tilia cordata,3.5,9.0,7.9,4.9,1.0
Tilia cordata,15.0,62.0,232.1,38.5,13.0
Tilia cordata,18.0,60.0,157.8,28.3,12.5
Tilia cordata,18.0,65.0,265.6,38.5,13.9
Tilia cordata,15.0,63.0,237.3,50.3,13.3
Tilia cordata,18.0,62.0,246.2,38.5,13.0
Tilia cordata,18.0,65.0,250.4,38.5,13.9
Tilia cordata,19.0,60.0,199.7,28.3,12.5
Tilia cordata,19.0,60.0,268.6,38.5,12.5
Tilia cordata,4.0,9.0,8.7,4.9,1.0
Tilia cordata,21.0,60.0,325.8,50.3,12.5
Tilia cordata,21.0,60.0,274.0,38.5,12.5
Tilia cordata,21.0,60.0,290.7,38.5,12.5
Tilia cordata,4.0,10.0,12.0,7.1,1.1
Tilia cordata,21.0,66.0,460.1,63.6,14.2
Aesculus hippocastanum,9.0,55.0,562.9,113.1,15.4
Aesculus hippocastanum,5.0,19.0,71.7,28.3,3.2
Aesculus hippocastanum,8.5,50.0,326.0,78.5,13.3
Aesculus hippocastanum,4.0,19.0,26.7,12.6,3.1
Aesculus hippocastanum,3.0,9.0,2.4,0.8,1.1
Aesculus hippocastanum,10.0,65.0,444.4,78.5,19.8
Aesculus hippocastanum,3.5,13.0,7.3,3.1,1.8
Aesculus hippocastanum,3.5,12.0,5.9,3.1,1.6
Aesculus hippocastanum,3.5,13.0,7.3,3.1,1.8
Aesculus hippocastanum,3.5,13.0,7.3,3.1,1.8
Aesculus hippocastanum,4.0,16.0,14.6,7.1,2.4
Aesculus hippocastanum,11.0,80.0,697.7,132.7,27.1
Aesculus hippocastanum,12.0,85.0,629.4,132.7,29.7
Aesculus hippocastanum,12.0,50.0,488.0,132.7,13.6
Aesculus hippocastanum,10.0,48.0,415.1,113.1,12.6
Aesculus hippocastanum,3.0,11.0,5.6,3.1,1.4
Aesculus hippocastanum,9.0,60.0,507.8,95.0,17.5
Aesculus hippocastanum,4.0,15.0,9.5,4.9,2.2
Aesculus hippocastanum,11.0,60.0,489.8,95.0,17.7
Aesculus hippocastanum,10.0,50.0,454.0,95.0,13.4
Aesculus hippocastanum,10.0,55.0,498.2,95.0,15.5
Aesculus hippocastanum,3.5,10.0,9.0,4.9,1.3
Aesculus hippocastanum,3.5,11.0,7.1,4.9,1.4
Aesculus hippocastanum,3.5,12.0,9.6,4.9,1.6
Aesculus hippocastanum,3.0,10.0,3.6,1.8,1.2
Aesculus hippocastanum,9.5,55.0,466.8,95.0,15.4
Aesculus hippocastanum,4.5,13.0,30.9,15.9,1.8
Aesculus hippocastanum,5.5,22.0,114.2,38.5,3.9
Aesculus hippocastanum,3.5,8.0,4.2,1.8,0.9
Aesculus hippocastanum,4.5,12.0,19.4,12.6,1.6
Aesculus hippocastanum,7.0,16.0,23.2,12.6,2.5
Aesculus hippocastanum,7.0,25.0,104.9,38.5,4.8
Aesculus hippocastanum,9.5,55.0,239.0,50.3,15.4
Aesculus hippocastanum,5.5,22.0,49.9,19.6,3.9
Aesculus hippocastanum,5.0,19.0,36.4,15.9,3.2
Aesculus hippocastanum,3.0,9.0,4.2,1.8,1.1
Aesculus hippocastanum,7.0,14.0,46.1,19.6,2.1
Aesculus hippocastanum,7.0,16.0,29.5,15.9,2.5
Aesculus hippocastanum,6.0,13.0,33.7,15.9,1.9
Aesculus hippocastanum,8.5,45.0,127.5,38.5,11.4
Aesculus hippocastanum,10.5,53.0,213.9,50.3,14.7
Aesculus hippocastanum,5.0,11.0,13.7,7.1,1.5
Aesculus hippocastanum,6.0,17.0,24.0,12.6,2.7
Aesculus hippocastanum,9.0,20.0,30.4,12.6,3.6
Aesculus hippocastanum,5.5,13.0,36.7,19.6,1.9
Aesculus hippocastanum,8.0,48.0,203.7,50.3,12.5
Aesculus hippocastanum,5.6,13.0,8.8,4.9,1.9
Aesculus hippocastanum,7.0,22.0,54.1,19.6,4.0
Aesculus hippocastanum,3.0,8.0,6.1,3.1,0.9
Aesculus hippocastanum,11.0,59.0,353.6,63.6,17.2
Aesculus hippocastanum,9.0,40.0,171.7,50.3,9.6
Aesculus hippocastanum,9.0,42.0,213.8,50.3,10.3
Aesculus hippocastanum,11.0,58.0,425.0,95.0,16.8
Aesculus hippocastanum,10.0,56.0,421.6,78.5,15.9
Aesculus hippocastanum,11.0,68.0,541.9,113.1,21.3
Aesculus hippocastanum,12.0,69.0,471.0,78.5,21.8
Aesculus hippocastanum,12.0,55.0,392.6,95.0,15.6
Aesculus hippocastanum,11.0,50.0,317.8,78.5,13.5
Aesculus hippocastanum,12.5,68.0,616.5,113.1,21.4
Aesculus hippocastanum,12.0,58.0,548.1,113.1,16.9
Aesculus hippocastanum,12.0,63.0,461.1,113.1,19.1
Aesculus hippocastanum,12.0,60.0,487.0,113.1,17.7
Aesculus hippocastanum,3.5,13.0,8.1,4.9,1.8
Aesculus hippocastanum,12.5,88.0,700.8,122.7,31.3
Aesculus hippocastanum,3.5,13.0,7.6,4.9,1.8
Aesculus hippocastanum,12.0,62.0,526.5,132.7,18.6
Aesculus hippocastanum,2.5,8.0,3.4,1.8,0.9
Aesculus hippocastanum,2.5,10.0,6.6,3.1,1.2
Aesculus hippocastanum,3.0,10.0,4.3,1.8,1.2
Aesculus hippocastanum,4.0,18.0,26.2,12.6,2.9
Aesculus hippocastanum,5.0,22.0,24.7,12.6,3.9
Aesculus hippocastanum,4.0,16.0,16.0,9.6,2.4
Aesculus hippocastanum,4.0,16.0,14.9,9.6,2.4
Aesculus hippocastanum,4.5,15.0,25.3,12.6,2.2
Aesculus hippocastanum,4.0,16.0,22.2,12.6,2.4
Aesculus hippocastanum,4.5,16.0,19.9,9.6,2.5
Aesculus hippocastanum,4.0,15.0,10.1,4.9,2.2
