Height
3.5
5.0
4.5
5.0
8.0
4.5
4.0
4.0
3.5
5.0
5.0
4.0
5.0
3.0
4.0
4.5
5.0
4.5
5.0
5.0
4.0
6.0
7.0
7.0
7.0
4.0
6.0
6.0
5.0
5.0
5.0
5.0
5.0
5.0
5.0
5.0
6.0
8.0
4.0
4.0
4.0
4.5
4.5
4.5
4.5
4.5
4.5
3.5
4.5
5.0
5.0
4.5
4.5
4.5
4.5
5.0
5.0
5.0
4.5
2.0
5.0
5.0
4.5
4.5
5.0
5.0
4.5
4.5
4.5
5.0
4.5
5.0
5.0
5.0
5.0
5.0
5.0
5.0
5.0
5.0
5.0
5.0
5.0
4.0
6.0
6.0
6.0
10.0
10.0
10.0
4.5
4.0
5.0
4.5
5.0
5.0
4.0
5.0
5.0
5.0
13.0
8.0
6.0
6.0
5.0
6.0
6.0
4.0
7.0
7.0
6.0
6.0
6.0
6.0
7.0
6.0
7.0
4.0
14.0
14.0
14.0
14.0
14.0
14.0
4.0
4.5
6.0
10.0
10.0
6.0
10.0
6.0
6.0
15.0
9.0
6.0
16.0
6.0
5.5
6.5
8.0
13.0
9.0
14.0
14.0
4.5
5.0
4.5
4.5
1.0
15.0
12.0
5.0
12.0
12.0
12.0
12.0
13.0
6.0
5.0
5.0
5.0
7.0
7.0
7.0
7.0
7.0
11.0
5.0
15.0
12.0
8.0
12.0
14.0
3.0
3.0
3.0
3.0
3.5
3.5
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
5.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
15.0
8.0
8.0
10.0
8.0
9.0
8.0
8.0
10.0
10.0
14.0
14.0
4.0
4.0
15.0
8.0
11.0
4.0
3.5
4.0
5.0
6.0
6.5
5.0
7.0
6.0
6.5
7.0
6.5
6.5
6.5
6.5
6.5
7.0
6.0
4.0
5.0
6.0
7.0
7.0
4.5
5.0
7.0
4.0
3.5
7.0
6.0
7.0
7.0
7.0
7.0
7.0
6.0
6.0
6.0
6.0
7.0
7.0
7.0
7.0
8.0
6.0
6.0
8.0
8.0
8.0
8.0
8.0
8.0
5.0
7.0
5.0
6.0
6.0
6.0
7.0
6.0
6.0
6.0
6.0
6.0
6.0
6.0
7.0
6.0
6.0
7.0
6.0
8.0
7.0
5.0
6.0
6.0
6.0
5.0
12.0
12.0
12.0
8.0
8.0
8.0
6.0
6.0
6.0
6.0
6.0
6.0
6.0
6.0
6.0
6.0
6.0
6.0
8.0
6.0
4.0
15.0
15.0
15.0
8.0
15.0
8.0
8.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
10.0
10.0
12.0
18.0
8.0
8.0
8.0
6.0
4.0
6.0
8.0
12.0
10.0
4.0
5.0
6.0
8.0
4.0
6.0
8.0
8.0
5.0
8.0
8.0
6.0
8.0
6.0
6.0
8.0
6.0
8.0
8.0
8.0
6.0
8.0
6.0
6.7
6.0
5.0
5.0
5.0
5.0
5.0
5.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
12.0
18.0
18.0
14.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
4.0
8.0
8.0
6.0
6.0
5.0
4.0
5.0
4.0
5.0
5.0
12.0
12.0
3.5
5.0
6.0
6.0
6.0
6.0
5.0
5.0
5.0
6.0
8.0
6.0
8.0
2.5
15.0
10.0
10.0
10.0
14.0
14.0
10.0
10.0
18.0
6.0
5.0
4.0
5.0
5.0
5.0
5.0
5.0
5.0
5.0
4.0
4.0
4.0
4.0
4.0
4.0
5.0
5.0
5.0
5.0
5.0
5.0
6.0
5.0
8.0
8.0
8.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
5.0
12.0
20.0
10.0
10.0
6.0
5.0
4.0
4.0
8.0
10.0
8.0
6.0
6.0
5.5
6.0
4.5
4.5
5.0
5.0
5.0
4.0
4.0
6.0
11.0
4.0
4.5
4.5
4.0
1.0
6.0
5.0
6.0
4.5
4.0
4.5
4.0
5.0
5.0
4.0
4.5
4.0
5.0
4.0
6.0
4.0
4.0
4.0
5.0
4.5
4.0
4.0
4.0
4.0
4.5
4.0
4.0
4.0
3.0
4.0
5.0
4.0
5.0
6.0
6.0
6.0
6.5
6.5
4.0
6.0
4.5
6.0
7.0
6.0
7.0
8.0
6.0
6.0
3.0
7.0
7.0
8.0
8.0
9.0
6.0
6.0
4.0
6.0
6.0
7.0
7.0
10.0
12.0
8.0
6.0
6.0
6.0
7.0
6.0
6.0
6.0
6.0
6.0
5.0
6.0
5.0
4.0
5.5
4.5
3.5
4.0
3.0
4.0
3.5
3.5
3.5
4.0
4.5
4.0
6.0
5.0
4.0
4.0
4.0
4.5
4.0
3.0
6.0
6.0
6.0
5.0
5.0
5.0
5.0
5.0
6.0
6.0
5.0
5.0
5.0
5.0
5.0
6.0
6.0
6.0
6.0
6.0
6.0
6.0
6.0
6.0
6.0
5.0
5.0
5.0
5.0
5.0
5.0
5.0
5.0
5.0
5.0
5.0
6.0
5.0
6.0
6.0
5.0
5.0
5.0
6.0
6.0
6.0
6.0
6.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
7.0
6.0
4.5
5.0
6.0
6.0
6.0
9.0
8.0
8.0
5.0
6.0
