Species,Height,Diameter,Canopy_size,Leaf_area,CO2
Platanus x hispanica,10.0,28.0,28.3,81.7,6.7
Platanus x hispanica,18.0,80.0,78.5,463.5,31.0
Platanus x hispanica,27.0,55.0,95.0,390.2,18.1
Platanus x hispanica,18.0,65.0,95.0,456.6,23.0
Platanus x hispanica,20.0,65.0,95.0,495.8,23.0
Platanus x hispanica,22.0,80.0,254.5,780.7,31.0
Platanus x hispanica,28.0,115.0,254.5,887.4,6.7
Celtis australis,12.0,50.0,78.5,261.2,1.9
Celtis australis,10.0,29.0,78.5,269.6,1.3
Celtis australis,10.0,28.0,113.1,359.5,1.3
Platanus x hispanica,4.0,7.0,1.8,3.1,0.9
Tilia cordata,4.5,8.0,0.8,2.6,0.8
Tilia cordata,4.0,6.0,0.8,3.0,0.6
Tilia cordata,4.0,7.0,0.8,3.1,0.7
Tilia cordata,4.0,7.0,3.1,5.2,0.7
Tilia cordata,6.0,9.0,4.9,10.0,1.0
Tilia cordata,6.0,9.0,4.9,8.3,1.0
Tilia cordata,6.0,9.0,3.1,7.5,1.0
Tilia cordata,6.0,9.0,3.1,6.2,1.0
Platanus x hispanica,5.0,8.0,1.8,4.2,1.1
Platanus x hispanica,5.0,8.0,1.8,3.2,1.1
Platanus x hispanica,6.0,16.0,28.3,55.7,3.0
Platanus x hispanica,4.0,8.0,1.8,3.9,1.1
Platanus x hispanica,4.5,7.0,1.8,3.6,0.9
Platanus x hispanica,6.0,8.0,3.1,5.8,1.1
Platanus x hispanica,6.0,9.0,3.1,6.1,1.3
Platanus x hispanica,6.0,9.0,3.1,6.4,1.3
Platanus x hispanica,4.0,7.0,0.8,2.7,0.9
Platanus x hispanica,8.0,16.0,28.3,49.9,3.0
Platanus x hispanica,10.0,17.0,50.3,142.3,3.2
Platanus x hispanica,6.0,17.0,28.3,53.4,3.2
Platanus x hispanica,7.0,15.0,28.3,57.0,2.7
Platanus x hispanica,8.0,17.0,38.5,96.2,3.2
Platanus x hispanica,7.0,18.0,38.5,94.4,3.5
Platanus x hispanica,7.0,16.0,38.5,90.5,3.0
Platanus x hispanica,7.0,16.0,38.5,74.9,3.0
Platanus x hispanica,8.0,18.0,50.3,120.4,3.5
Platanus x hispanica,8.0,18.0,50.3,136.1,3.5
Platanus x hispanica,8.0,18.0,50.3,104.8,3.5
Platanus x hispanica,8.0,18.0,50.3,136.1,3.5
Platanus x hispanica,9.0,17.0,50.3,137.8,3.2
Platanus x hispanica,10.0,19.0,63.6,193.2,3.8
Platanus x hispanica,8.0,19.0,50.3,106.8,3.8
Platanus x hispanica,8.0,18.0,50.3,136.1,3.5
Platanus x hispanica,4.0,8.0,0.8,2.8,1.1
Tilia cordata,13.0,36.0,78.5,348.3,6.2
Tilia cordata,13.0,35.0,78.5,365.9,6.0
Tilia cordata,4.0,7.0,3.1,5.9,0.7
Tilia cordata,7.0,25.0,28.3,79.2,3.8
Tilia cordata,4.0,10.0,3.1,6.7,1.1
Tilia cordata,7.0,20.0,28.3,59.8,2.8
Tilia cordata,4.0,8.0,3.1,5.8,0.8
Tilia cordata,7.0,20.0,28.3,68.7,2.8
Tilia cordata,7.0,20.0,28.3,73.2,2.8
Tilia cordata,8.0,22.0,19.6,42.6,3.2
Tilia cordata,7.0,22.0,28.3,80.3,3.2
Tilia cordata,8.0,23.0,28.3,85.4,3.4
Tilia cordata,6.0,16.0,28.3,56.7,2.1
Tilia cordata,6.0,16.0,28.3,64.6,2.1
Tilia cordata,8.0,21.0,38.5,120.2,3.0
Tilia cordata,8.0,19.0,38.5,116.0,2.6
Tilia cordata,6.0,17.0,28.3,70.0,2.3
Tilia cordata,6.0,17.0,28.3,70.0,2.3
Tilia cordata,6.0,15.0,28.3,51.6,1.9
Tilia cordata,6.0,17.0,28.3,53.9,2.3
Tilia cordata,8.0,18.0,38.5,113.8,2.4
Tilia cordata,8.0,21.0,38.5,99.4,3.0
Tilia cordata,6.0,13.0,19.6,34.1,1.6
Tilia cordata,6.0,13.0,19.6,41.3,1.6
Tilia cordata,6.0,15.0,28.3,63.1,1.9
Tilia cordata,6.0,15.0,28.3,55.4,1.9
Tilia cordata,6.0,15.0,28.3,67.0,1.9
Tilia cordata,5.0,10.0,7.1,12.1,1.1
Tilia cordata,5.0,11.0,7.1,13.3,1.3
Tilia cordata,5.0,12.0,19.6,38.0,1.4
Tilia cordata,4.0,8.0,1.8,4.5,0.8
Tilia cordata,4.0,8.0,1.8,4.3,0.8
Tilia cordata,4.0,8.0,1.8,3.5,0.8
Tilia cordata,8.0,21.0,50.3,166.6,3.0
Tilia cordata,8.0,20.0,38.5,118.1,2.8
Tilia cordata,8.0,20.0,38.5,118.1,2.8
Tilia cordata,7.0,13.0,28.3,51.4,1.6
Tilia cordata,8.0,20.0,38.5,118.1,2.8
Tilia cordata,4.0,7.0,1.8,3.6,0.7
Carpinus betulus,4.5,8.0,1.8,4.7,1.3
Tilia cordata,12.0,26.0,78.5,267.7,4.0
Tilia cordata,4.0,8.0,3.1,6.2,0.8
Tilia cordata,4.0,8.0,3.1,4.8,0.8
Celtis australis,3.5,7.0,0.8,2.5,0.5
Celtis australis,3.5,6.0,0.8,2.4,0.4
Celtis australis,3.5,6.0,1.8,3.3,0.4
Celtis australis,4.0,6.0,1.8,3.4,0.4
Celtis australis,4.0,6.0,1.8,2.6,0.4
Celtis australis,6.0,12.0,19.6,33.4,0.7
Celtis australis,5.0,14.0,12.6,17.0,0.8
Celtis australis,3.5,7.0,1.8,2.9,0.5
Celtis australis,5.0,11.0,12.6,18.9,0.7
Celtis australis,3.5,7.0,1.8,3.3,0.5
Aesculus hippocastanum,8.0,60.0,63.6,253.8,17.5
Aesculus hippocastanum,11.0,58.0,78.5,409.8,16.8
Celtis australis,4.0,14.0,12.6,16.0,0.8
Celtis australis,6.0,15.0,19.6,27.8,0.8
Platanus x hispanica,5.0,13.0,7.1,12.2,2.2
Platanus x hispanica,5.0,14.0,12.6,18.8,2.4
Platanus x hispanica,6.0,15.0,12.6,23.2,2.7
Platanus x hispanica,6.0,15.0,12.6,23.2,2.7
Platanus x hispanica,6.0,14.0,7.1,13.3,2.4
Platanus x hispanica,6.0,15.0,12.6,20.5,2.7
Platanus x hispanica,6.0,15.0,12.6,20.5,2.7
Platanus x hispanica,6.0,15.0,12.6,17.8,2.7
Platanus x hispanica,6.0,16.0,19.6,38.3,3.0
Platanus x hispanica,6.0,17.0,28.3,60.4,3.2
Platanus x hispanica,6.0,14.0,7.1,13.3,2.4
Platanus x hispanica,7.0,17.0,28.3,59.6,3.2
Platanus x hispanica,6.0,13.0,12.6,22.0,2.2
Platanus x hispanica,6.0,13.0,12.6,22.0,2.2
Platanus x hispanica,4.0,6.0,1.8,3.5,0.8
Platanus x hispanica,7.0,17.0,28.3,52.3,3.2
Platanus x hispanica,4.0,8.0,1.8,3.0,1.1
Platanus x hispanica,7.0,17.0,28.3,56.0,3.2
Platanus x hispanica,6.0,16.0,19.6,36.1,3.0
Platanus x hispanica,6.0,17.0,28.3,53.4,3.2
Platanus x hispanica,6.0,15.0,28.3,54.4,2.7
Platanus x hispanica,6.0,15.0,28.3,57.8,2.7
Platanus x hispanica,6.0,15.0,28.3,44.5,2.7
Platanus x hispanica,6.0,15.0,28.3,54.4,2.7
Platanus x hispanica,6.0,16.0,28.3,59.1,3.0
Platanus x hispanica,4.0,8.0,1.8,3.0,1.1
Platanus x hispanica,4.5,8.0,1.8,4.1,1.1
Platanus x hispanica,4.5,8.0,1.8,3.6,1.1
Platanus x hispanica,4.5,8.0,1.8,3.4,1.1
Celtis australis,3.5,6.0,1.8,3.3,0.4
Platanus x hispanica,14.0,35.0,50.3,209.1,9.3
Platanus x hispanica,11.0,21.0,50.3,158.4,4.4
Platanus x hispanica,13.0,41.0,113.1,332.7,11.8
Platanus x hispanica,13.0,34.0,78.5,258.5,8.9
Platanus x hispanica,12.0,28.0,78.5,286.3,6.7
Platanus x hispanica,10.0,16.0,28.3,63.0,3.0
Celtis australis,4.0,8.0,12.6,15.9,0.5
Tilia cordata,16.0,40.0,63.6,339.4,7.2
Platanus x hispanica,7.0,13.0,1.8,5.5,2.2
Aesculus hippocastanum,3.0,8.0,32.7,59.4,0.9
Platanus x hispanica,6.0,8.0,1.8,3.5,1.1
Platanus x hispanica,6.0,8.0,1.8,4.6,1.1
Platanus x hispanica,6.0,8.0,1.8,3.5,1.1
Platanus x hispanica,6.0,8.0,1.8,4.6,1.1
Platanus x hispanica,3.0,7.0,72.5,111.6,0.9
Platanus x hispanica,3.0,7.0,72.5,111.6,0.9
Platanus x hispanica,3.0,7.0,72.5,92.3,0.9
Platanus x hispanica,3.0,7.0,72.5,111.6,0.9
Platanus x hispanica,3.0,7.0,72.5,111.6,0.9
Platanus x hispanica,3.0,7.0,72.5,111.6,0.9
Platanus x hispanica,3.0,7.0,72.5,98.8,0.9
Platanus x hispanica,3.0,7.0,72.5,85.9,0.9
Platanus x hispanica,3.0,7.0,72.5,111.6,0.9
Platanus x hispanica,3.0,7.0,72.5,105.2,0.9
Platanus x hispanica,3.0,7.0,72.5,111.6,0.9
Platanus x hispanica,3.0,7.0,72.5,105.2,0.9
Platanus x hispanica,3.0,7.0,72.5,85.9,0.9
Platanus x hispanica,3.0,7.0,72.5,111.6,0.9
Platanus x hispanica,3.0,7.0,72.5,111.6,0.9
Platanus x hispanica,3.0,7.0,72.5,98.8,0.9
Platanus x hispanica,3.0,7.0,72.5,92.3,0.9
Platanus x hispanica,3.0,7.0,72.5,111.6,0.9
Platanus x hispanica,3.0,7.0,72.5,111.6,0.9
Platanus x hispanica,3.0,7.0,72.5,98.8,0.9
Platanus x hispanica,3.0,7.0,72.5,98.8,0.9
Platanus x hispanica,3.0,7.0,72.5,92.3,0.9
Platanus x hispanica,3.0,7.0,72.5,111.6,0.9
Celtis australis,3.5,7.0,1.8,3.5,0.5
Celtis australis,3.5,9.0,3.1,4.9,0.6
Celtis australis,4.0,9.0,1.8,3.0,0.6
Celtis australis,4.0,9.0,1.8,3.5,0.6
Celtis australis,4.0,9.0,1.8,3.2,0.6
Platanus x hispanica,6.0,16.0,19.6,29.5,3.0
Platanus x hispanica,6.5,17.0,19.6,37.9,3.2
Platanus x hispanica,6.5,17.0,19.6,37.9,3.2
Platanus x hispanica,5.0,9.0,7.1,9.4,1.3
Platanus x hispanica,6.0,11.0,12.6,20.8,1.7
Platanus x hispanica,6.0,15.0,19.6,35.3,2.7
Platanus x hispanica,6.0,15.0,19.6,35.3,2.7
Platanus x hispanica,6.5,18.0,19.6,33.9,3.5
Platanus x hispanica,6.5,16.0,19.6,30.3,3.0
Platanus x hispanica,6.5,18.0,28.3,63.0,3.5
Platanus x hispanica,7.0,22.0,38.5,78.0,4.7
Platanus x hispanica,7.0,22.0,38.5,83.8,4.7
Platanus x hispanica,7.0,19.0,28.3,65.8,3.8
Platanus x hispanica,7.0,21.0,38.5,76.7,4.4
Platanus x hispanica,7.0,20.0,28.3,55.4,4.1
Platanus x hispanica,6.0,16.0,28.3,48.9,3.0
Platanus x hispanica,6.0,16.0,28.3,52.3,3.0
Platanus x hispanica,6.0,16.0,28.3,48.9,3.0
Platanus x hispanica,7.0,20.0,38.5,86.7,4.1
Platanus x hispanica,6.0,12.0,12.6,21.4,2.0
Platanus x hispanica,5.0,10.0,7.1,11.1,1.5
Platanus x hispanica,6.0,18.0,12.6,19.0,3.5
Platanus x hispanica,6.0,16.0,12.6,18.2,3.0
Platanus x hispanica,6.0,16.0,12.6,19.6,3.0
Platanus x hispanica,6.0,16.0,12.6,23.7,3.0
Platanus x hispanica,6.0,16.0,12.6,22.3,3.0
Platanus x hispanica,4.0,8.0,0.8,2.3,1.1
Platanus x hispanica,7.0,24.0,28.3,71.4,5.3
Platanus x hispanica,6.0,18.0,19.6,35.3,3.5
Platanus x hispanica,7.0,25.0,28.3,68.3,5.7
Platanus x hispanica,5.0,8.0,0.8,3.1,1.1
Platanus x hispanica,5.0,7.0,1.8,3.3,0.9
Platanus x hispanica,6.0,18.0,19.6,30.7,3.5
Platanus x hispanica,7.0,25.0,38.5,81.6,5.7
Platanus x hispanica,4.0,7.0,0.8,2.4,0.9
Platanus x hispanica,4.0,7.0,0.8,2.5,0.9
Platanus x hispanica,6.0,16.0,28.3,59.1,3.0
Platanus x hispanica,5.0,12.0,7.1,11.8,2.0
Platanus x hispanica,7.0,19.0,28.3,62.0,3.8
Platanus x hispanica,6.0,16.0,19.6,36.1,3.0
Platanus x hispanica,6.0,16.0,19.6,38.3,3.0
Platanus x hispanica,6.0,16.0,19.6,38.3,3.0
Celtis australis,12.0,45.0,50.3,206.7,1.8
Celtis australis,13.0,55.0,78.5,357.3,2.0
Celtis australis,7.0,19.0,28.3,48.9,1.0
Tilia cordata,4.0,9.0,4.9,6.7,1.0
Tilia x europaea,4.0,9.0,4.9,7.7,2.3
Tilia x europaea,4.0,9.0,4.9,7.2,2.3
Tilia cordata,4.0,9.0,4.9,6.7,1.0
Tilia cordata,4.0,9.0,4.9,8.2,1.0
Tilia cordata,4.0,9.0,4.9,8.7,1.0
Tilia x europaea,4.0,9.0,4.9,7.2,2.3
Tilia x europaea,4.0,9.0,4.9,6.7,2.3
Tilia x europaea,4.0,9.0,4.9,8.2,2.3
Tilia x europaea,4.0,9.0,4.9,8.7,2.3
Tilia x europaea,4.0,9.0,4.9,6.7,2.3
Tilia x europaea,4.0,9.0,4.9,7.7,2.3
Tilia x europaea,4.0,9.0,4.9,6.7,2.3
Tilia x europaea,4.0,9.0,4.9,7.7,2.3
Tilia x europaea,4.0,9.0,4.9,8.7,2.3
Tilia x europaea,4.0,9.0,4.9,6.7,2.3
Tilia x europaea,4.0,9.0,4.9,7.2,2.3
Tilia x europaea,4.0,9.0,4.9,6.7,2.3
Tilia x europaea,4.0,9.0,4.9,6.7,2.3
Tilia x europaea,4.0,9.0,4.9,8.7,2.3
Tilia x europaea,4.0,9.0,4.9,8.7,2.3
Tilia x europaea,4.0,9.0,4.9,6.7,2.3
Tilia x europaea,4.0,9.0,4.9,8.7,2.3
Tilia x europaea,4.0,9.0,4.9,8.2,2.3
Tilia x europaea,4.0,9.0,4.9,6.7,2.3
Tilia x europaea,4.0,9.0,4.9,8.7,2.3
Tilia x europaea,4.0,9.0,4.9,8.7,2.3
Tilia x europaea,4.0,9.0,4.9,8.7,2.3
Tilia x europaea,4.0,9.0,4.9,7.2,2.3
Tilia x europaea,4.0,9.0,4.9,8.2,2.3
Tilia x europaea,4.0,9.0,4.9,7.7,2.3
Tilia x europaea,4.0,9.0,4.9,8.2,2.3
Tilia x europaea,4.0,9.0,4.9,8.2,2.3
Tilia x europaea,4.0,9.0,4.9,7.2,2.3
Tilia x europaea,4.0,9.0,4.9,8.7,2.3
Platanus x hispanica,7.0,26.0,38.5,82.7,6.0
Platanus x hispanica,19.0,90.0,283.5,789.1,36.5
Platanus x hispanica,17.0,90.0,254.5,919.6,36.5
Platanus x hispanica,17.0,65.0,227.0,647.2,23.0
Platanus x hispanica,16.0,50.0,176.7,518.9,15.7
Platanus x hispanica,18.0,83.0,227.0,797.1,32.6
Platanus x hispanica,19.0,85.0,153.9,535.2,33.7
Platanus x hispanica,19.0,75.0,95.0,515.5,28.3
Platanus x hispanica,21.0,85.0,283.5,888.7,33.7
Platanus x hispanica,5.0,12.0,7.1,9.8,2.0
Tilia x europaea,7.0,16.0,19.6,41.3,5.0
Celtis australis,5.0,14.0,19.6,33.4,0.8
Tilia cordata,12.0,35.0,78.5,297.3,6.0
Tilia cordata,11.0,32.0,50.3,213.1,5.3
Tilia cordata,10.0,18.0,28.3,86.0,2.4
Tilia cordata,11.0,32.0,50.3,188.6,5.3
Tilia cordata,11.0,32.0,50.3,164.1,5.3
Tilia cordata,11.0,32.0,50.3,200.8,5.3
Tilia cordata,11.0,32.0,50.3,188.6,5.3
Tilia cordata,11.0,32.0,50.3,188.6,5.3
Tilia cordata,11.0,32.0,50.3,213.1,5.3
Tilia cordata,11.0,32.0,50.3,164.1,5.3
Tilia cordata,11.0,32.0,50.3,213.1,5.3
Tilia x europaea,10.0,25.0,50.3,188.4,9.1
Carpinus betulus,4.0,17.0,3.1,6.9,3.2
Carpinus betulus,6.0,18.0,7.1,16.7,3.5
Carpinus betulus,6.0,32.0,7.1,20.5,6.7
Carpinus betulus,5.0,18.0,7.1,13.6,3.5
Carpinus betulus,5.0,20.0,7.1,17.3,3.9
Carpinus betulus,5.0,19.0,7.1,18.0,3.7
Carpinus betulus,6.0,25.0,7.1,16.4,5.3
Carpinus betulus,6.0,22.0,7.1,18.0,4.5
Carpinus betulus,6.0,24.0,7.1,17.3,5.0
Carpinus betulus,5.0,17.0,7.1,14.3,3.2
Carpinus betulus,5.0,17.0,7.1,17.3,3.2
Carpinus betulus,4.0,16.0,7.1,12.2,3.0
Carpinus betulus,4.0,18.0,3.1,9.2,3.5
Carpinus betulus,4.0,16.0,3.1,7.3,3.0
Carpinus betulus,5.0,12.0,7.1,11.8,2.1
Carpinus betulus,6.0,19.0,7.1,16.0,3.7
Carpinus betulus,4.0,17.0,12.6,24.6,3.2
Carpinus betulus,4.0,17.0,12.6,27.8,3.2
Carpinus betulus,4.0,14.0,3.1,6.5,2.5
Carpinus betulus,5.0,18.0,12.6,26.7,3.5
Carpinus betulus,4.0,15.0,7.1,15.5,2.7
Carpinus betulus,4.0,15.0,3.1,7.1,2.7
Carpinus betulus,3.0,12.0,3.1,5.8,2.1
Carpinus betulus,4.0,16.0,3.1,8.8,3.0
Carpinus betulus,3.0,12.0,3.1,5.8,2.1
Carpinus betulus,4.0,11.0,3.1,7.3,1.9
Carpinus betulus,4.0,14.0,3.1,8.4,2.5
Carpinus betulus,4.0,17.0,7.1,13.4,3.2
Carpinus betulus,4.0,12.0,3.1,7.5,2.1
Carpinus betulus,4.0,12.0,3.1,8.0,2.1
Carpinus betulus,4.0,12.0,3.1,6.1,2.1
Carpinus betulus,4.0,12.0,3.1,8.0,2.1
Carpinus betulus,4.0,14.0,3.1,6.5,2.5
Carpinus betulus,3.0,12.0,3.1,7.1,2.1
Carpinus betulus,4.0,14.0,7.1,13.4,2.5
Carpinus betulus,4.0,12.0,7.1,14.3,2.1
Carpinus betulus,4.0,14.0,3.1,8.4,2.5
Platanus x hispanica,9.0,31.0,28.3,71.0,7.8
Carpinus betulus,7.0,30.0,50.3,169.4,6.7
Carpinus betulus,4.0,12.0,3.1,7.1,2.1
Carpinus betulus,4.0,12.0,3.1,6.1,2.1
Carpinus betulus,4.0,15.0,3.1,8.6,2.7
Carpinus betulus,4.0,15.0,3.1,7.6,2.7
Carpinus betulus,4.0,16.0,3.1,7.8,3.0
Carpinus betulus,4.0,6.0,0.8,3.3,1.0
Platanus x hispanica,13.0,55.0,78.5,370.2,18.1
Platanus x hispanica,12.0,35.0,63.6,252.2,9.3
Platanus x hispanica,14.0,57.0,113.1,459.5,19.1
Platanus x hispanica,13.0,62.0,95.0,449.7,21.5
Carpinus betulus,4.0,15.0,3.1,8.6,2.7
Carpinus betulus,4.0,17.0,3.1,8.0,3.2
Carpinus betulus,3.0,11.0,3.1,6.5,1.9
Carpinus betulus,5.0,6.0,0.8,3.6,1.0
Carpinus betulus,3.0,7.0,0.8,2.2,1.1
Carpinus betulus,3.0,11.0,0.8,3.0,1.9
Carpinus betulus,3.0,8.0,0.8,2.9,1.3
Carpinus betulus,4.0,16.0,3.1,7.3,3.0
Carpinus betulus,3.0,14.0,3.1,8.0,2.5
Carpinus betulus,3.0,14.0,3.1,8.0,2.5
Carpinus betulus,3.0,16.0,3.1,8.4,3.0
Carpinus betulus,3.0,14.0,3.1,6.6,2.5
Carpinus betulus,4.0,16.0,3.1,8.8,3.0
Carpinus betulus,5.0,16.0,3.1,9.0,3.0
Carpinus betulus,4.0,17.0,3.1,9.0,3.2
Carpinus betulus,4.0,14.0,3.1,7.9,2.5
Carpinus betulus,4.0,16.0,3.1,7.8,3.0
Carpinus betulus,4.0,15.0,3.1,8.1,2.7
Carpinus betulus,3.0,16.0,3.1,6.9,3.0
Carpinus betulus,3.0,14.0,3.1,7.5,2.5
Carpinus betulus,3.0,14.0,3.1,8.0,2.5
Carpinus betulus,3.0,11.0,3.1,5.7,1.9
Carpinus betulus,4.0,17.0,3.1,9.0,3.2
Carpinus betulus,5.0,18.0,3.1,8.2,3.5
Celtis australis,5.0,22.0,19.6,39.2,1.1
Celtis australis,5.0,19.0,12.6,22.9,1.0
Celtis australis,6.0,30.0,19.6,43.5,1.3
Celtis australis,7.0,35.0,19.6,45.5,1.5
Celtis australis,6.0,25.0,19.6,43.3,1.2
Celtis australis,7.0,35.0,19.6,42.5,1.5
Celtis australis,8.0,42.0,50.3,177.1,1.7
Celtis australis,7.0,22.0,50.3,136.5,1.1
Celtis australis,7.0,20.0,50.3,132.0,1.0
Celtis australis,6.0,28.0,38.5,102.3,1.3
Celtis australis,6.0,35.0,50.3,146.7,1.5
Celtis australis,5.0,24.0,38.5,93.2,1.1
Aesculus hippocastanum,8.0,55.0,50.3,186.0,15.3
Celtis australis,6.0,21.0,28.3,51.9,1.0
Celtis australis,5.0,19.0,28.3,57.8,1.0
Celtis australis,5.0,28.0,28.3,66.3,1.3
Celtis australis,11.0,80.0,153.9,545.0,1.2
Celtis australis,9.0,52.0,63.6,259.3,2.0
Celtis australis,9.0,44.0,50.3,175.3,1.7
Celtis australis,8.0,60.0,63.6,265.9,2.2
Celtis australis,10.0,76.0,113.1,511.4,1.4
Celtis australis,5.0,55.0,19.6,54.2,2.0
Tilia x europaea,4.0,8.0,1.8,4.2,2.0
Tilia x europaea,4.0,10.0,3.1,6.3,2.6
Celtis australis,18.0,92.3,153.9,569.5,0.3
Aesculus hippocastanum,9.0,60.0,12.6,41.7,17.5
Tilia x europaea,12.0,68.0,78.5,426.6,35.2
Tilia cordata,13.0,60.0,63.6,362.8,12.5
Tilia x europaea,14.0,70.0,113.1,501.4,36.6
Tilia x europaea,14.0,64.0,113.1,587.0,32.4
Celtis australis,5.0,10.0,3.1,4.6,0.6
Celtis australis,4.0,10.0,3.1,4.6,0.6
Celtis australis,5.0,11.0,7.1,11.1,0.7
Celtis australis,5.0,11.0,7.1,11.1,0.7
Celtis australis,5.0,10.0,7.1,10.7,0.6
Tilia x europaea,8.0,60.0,78.5,309.7,29.7
Tilia x europaea,12.0,66.0,78.5,447.9,33.8
Tilia x europaea,11.0,70.0,63.6,300.3,36.6
Tilia x europaea,12.0,70.0,78.5,378.5,36.6
Tilia x europaea,11.0,68.0,78.5,393.3,35.2
Tilia x europaea,11.0,58.0,63.6,281.0,28.3
Tilia x europaea,15.0,66.0,63.6,393.6,33.8
Tilia x europaea,13.0,58.0,95.0,507.7,28.3
Tilia x europaea,8.0,40.0,50.3,160.6,17.1
Tilia cordata,6.0,35.0,19.6,55.2,6.0
Tilia cordata,9.0,32.0,28.3,89.0,5.3
Tilia x europaea,9.0,40.0,38.5,156.4,17.1
Tilia x europaea,9.0,41.0,28.3,90.5,17.7
Tilia cordata,9.0,44.0,28.3,93.1,8.2
Tilia cordata,10.0,42.0,50.3,174.9,7.7
Tilia x europaea,10.0,44.0,50.3,177.2,19.5
Tilia x europaea,10.0,44.0,50.3,230.1,19.5
Tilia x europaea,8.0,38.0,50.3,204.7,16.0
Tilia cordata,8.0,20.0,28.3,62.6,2.8
Tilia x europaea,9.0,41.0,28.3,96.8,17.7
Celtis australis,12.0,70.0,113.1,501.3,1.8
Celtis australis,6.0,24.0,28.3,65.8,1.1
Platanus x hispanica,6.0,28.0,28.3,55.4,6.7
Platanus x hispanica,6.0,20.0,12.6,22.7,4.1
Tilia x europaea,5.0,8.0,0.8,3.5,2.0
Aesculus hippocastanum,14.0,75.0,201.1,815.0,24.9
Tilia x europaea,11.0,42.0,63.6,303.0,18.3
Platanus x hispanica,16.0,105.0,254.5,803.6,32.8
Aesculus hippocastanum,3.5,8.0,1.8,4.5,0.9
Aesculus hippocastanum,3.5,8.0,1.8,4.2,0.9
Aesculus hippocastanum,3.5,8.0,1.8,4.5,0.9
Aesculus hippocastanum,3.5,8.0,1.8,3.5,0.9
Aesculus hippocastanum,3.5,8.0,1.8,4.2,0.9
Aesculus hippocastanum,3.5,8.0,1.8,4.5,0.9
Aesculus hippocastanum,9.0,35.0,63.6,247.4,7.9
Aesculus hippocastanum,10.0,38.0,78.5,367.7,9.0
Aesculus hippocastanum,10.0,55.0,113.1,533.0,15.5
Carpinus betulus,8.0,34.0,113.1,424.3,6.3
Tilia x europaea,12.0,50.0,113.1,471.8,23.2
Aesculus hippocastanum,9.0,60.0,78.5,399.7,17.5
Aesculus hippocastanum,12.0,42.0,113.1,518.9,10.5
Aesculus hippocastanum,9.0,52.0,95.0,482.8,14.2
Aesculus hippocastanum,9.0,52.0,95.0,482.8,14.2
Carpinus betulus,8.0,23.0,50.3,192.5,4.7
Aesculus hippocastanum,7.0,38.0,50.3,205.2,8.8
Aesculus hippocastanum,8.0,55.0,95.0,486.8,15.3
Aesculus hippocastanum,10.0,40.0,78.5,352.9,9.7
Aesculus hippocastanum,8.0,29.0,50.3,148.4,6.0
Aesculus hippocastanum,10.0,60.0,153.9,653.6,17.6
Aesculus hippocastanum,18.0,40.0,113.1,524.2,10.1
Aesculus hippocastanum,11.0,60.0,78.5,440.1,17.7
Aesculus hippocastanum,11.0,60.0,78.5,364.2,17.7
Aesculus hippocastanum,21.0,68.0,176.7,692.0,22.0
Tilia cordata,14.0,30.0,113.1,450.7,4.9
Tilia cordata,17.0,30.0,95.0,422.6,4.9
Tilia x europaea,14.0,55.0,153.9,589.7,26.4
Celtis australis,4.0,10.0,3.1,5.6,0.6
Celtis australis,6.0,28.0,50.3,135.6,1.3
Celtis australis,6.0,35.0,50.3,155.6,1.5
Celtis australis,7.0,38.0,113.1,304.2,1.6
Celtis australis,8.0,50.0,113.1,412.0,1.9
Celtis australis,9.0,50.0,95.0,340.0,1.9
Celtis australis,8.0,48.0,95.0,288.3,1.8
Celtis australis,7.0,45.0,63.6,234.1,1.8
Celtis australis,8.0,35.0,63.6,194.5,1.5
Celtis australis,6.0,45.0,63.6,228.2,1.8
Celtis australis,5.0,21.0,38.5,88.9,1.0
Celtis australis,7.0,24.0,28.3,68.9,1.1
Celtis australis,5.0,28.0,19.6,42.7,1.3
Celtis australis,6.0,28.0,63.6,148.7,1.3
Celtis australis,7.0,29.0,63.6,154.4,1.3
Celtis australis,7.0,28.0,95.0,288.3,1.3
Celtis australis,7.0,29.0,95.0,274.1,1.3
Celtis australis,6.0,28.0,50.3,143.9,1.3
Celtis australis,8.0,55.0,95.0,370.2,2.0
Celtis australis,7.0,50.0,63.6,229.0,1.9
Celtis australis,8.0,35.0,63.6,169.3,1.5
Celtis australis,8.0,45.0,95.0,302.8,1.8
Platanus x hispanica,23.0,90.0,153.9,558.0,36.5
Platanus x hispanica,24.0,104.0,254.5,912.1,33.3
Tilia x europaea,17.0,75.0,95.0,515.2,40.1
Tilia cordata,18.0,75.0,113.1,488.5,16.9
Tilia cordata,3.0,8.0,0.8,2.7,0.8
Tilia cordata,3.0,10.0,0.8,2.9,1.1
Tilia cordata,3.0,8.0,0.8,2.4,0.8
Tilia cordata,3.0,8.0,0.8,2.7,0.8
Tilia cordata,3.0,8.0,0.8,2.2,0.8
Platanus x hispanica,3.0,8.0,0.8,1.8,1.1
Tilia cordata,9.0,60.0,38.5,160.3,12.5
Aesculus hippocastanum,8.0,56.0,38.5,145.1,15.7
Aesculus hippocastanum,8.0,30.0,38.5,132.5,6.3
Aesculus hippocastanum,8.0,30.0,38.5,132.5,6.3
Celtis australis,6.0,28.0,63.6,148.7,1.3
Tilia x europaea,5.0,19.0,12.6,27.4,6.3
Aesculus hippocastanum,5.0,19.0,12.6,28.4,3.2
