Species,Height,Diameter,Canopy_size,Leaf_area
Celtis australis,4.0,13.0,12.6,14.5
Celtis australis,4.0,13.0,12.6,16.7
Celtis australis,4.0,15.0,12.6,16.4
Celtis australis,5.0,15.0,12.6,17.4
Celtis australis,5.0,15.0,12.6,21.0
Celtis australis,5.0,14.0,12.6,20.5
Celtis australis,4.0,14.0,12.6,19.3
Celtis australis,4.0,12.0,12.6,18.3
Celtis australis,5.0,14.0,12.6,19.4
Celtis australis,5.0,14.0,12.6,20.5
Celtis australis,5.0,14.0,12.6,20.5
Celtis australis,4.0,12.0,12.6,14.1
Celtis australis,5.0,14.0,12.6,20.5
Celtis australis,5.0,12.0,7.1,9.4
Celtis australis,5.0,14.0,12.6,15.8
Celtis australis,5.0,14.0,12.6,17.0
Celtis australis,4.5,12.0,12.6,14.5
Celtis australis,5.0,13.0,12.6,20.0
Celtis australis,4.0,14.0,19.6,26.2
Celtis australis,5.0,13.0,12.6,20.0
Celtis australis,5.0,13.0,12.6,20.0
Celtis australis,4.5,11.0,7.1,10.1
Celtis australis,5.0,13.0,12.6,20.0
Celtis australis,4.5,11.0,7.1,10.7
Celtis australis,5.0,14.0,12.6,20.5
Celtis australis,5.0,13.0,12.6,20.0
Celtis australis,5.0,13.0,12.6,20.0
Celtis australis,5.0,13.0,12.6,15.4
Celtis australis,4.0,4.0,3.1,3.6
Platanus x hispanica,18.0,80.0,176.7,507.0
Platanus x hispanica,18.0,70.0,201.1,626.7
Platanus x hispanica,24.0,75.0,227.0,680.7
Aesculus hippocastanum,15.0,50.0,176.7,478.1
Aesculus hippocastanum,15.0,60.0,113.1,596.6
Aesculus hippocastanum,14.0,60.0,95.0,476.2
Aesculus hippocastanum,16.0,52.5,28.3,141.6
Celtis australis,6.0,17.0,12.6,23.4
Celtis australis,6.0,22.0,12.6,19.7
Celtis australis,7.0,23.0,19.6,41.8
Celtis australis,10.0,35.0,38.5,99.8
Celtis australis,9.0,28.0,50.3,122.1
Celtis australis,8.0,28.0,38.5,85.3
Celtis australis,12.0,29.0,113.1,346.2
Celtis australis,9.0,33.0,50.3,168.0
Celtis australis,9.0,28.0,38.5,88.7
Celtis australis,8.0,20.0,28.3,59.9
Tilia cordata,10.0,25.0,28.3,96.6
Tilia cordata,10.0,25.0,28.3,96.6
Celtis australis,10.0,25.0,28.3,71.1
Celtis australis,10.0,25.0,28.3,71.1
Celtis australis,10.0,29.0,50.3,165.8
Celtis australis,8.0,27.0,28.3,75.3
Celtis australis,8.0,25.0,28.3,73.2
Celtis australis,7.0,18.0,28.3,62.3
Celtis australis,8.0,22.0,50.3,108.6
Celtis australis,8.0,22.0,50.3,141.0
Celtis australis,8.0,16.0,28.3,55.4
Celtis australis,6.0,20.0,28.3,61.7
Celtis australis,15.0,50.0,113.1,399.4
Celtis australis,12.5,46.0,95.0,343.7
Celtis australis,13.0,46.0,113.1,434.2
Celtis australis,12.0,45.0,113.1,355.0
Celtis australis,13.0,46.0,113.1,434.2
Celtis australis,5.0,18.0,12.6,22.4
Carpinus betulus,6.2,17.0,10.1,21.2
Celtis australis,5.0,16.0,19.6,35.0
Celtis australis,5.0,14.0,12.6,20.5
Celtis australis,5.0,15.0,12.6,16.2
Celtis australis,3.5,12.0,12.6,13.7
Celtis australis,4.0,13.0,12.6,17.8
Celtis australis,14.0,80.0,12.6,65.4
Celtis australis,14.0,60.0,28.3,124.2
Celtis australis,15.0,70.0,50.3,251.0
Celtis australis,15.0,65.0,63.6,251.8
Celtis australis,18.0,85.0,95.0,514.0
Celtis australis,16.0,45.0,78.5,351.9
Celtis australis,15.0,45.0,176.7,427.1
Celtis australis,18.0,60.0,63.6,343.1
Carpinus betulus,8.0,20.0,12.6,37.5
Carpinus betulus,15.0,35.0,12.6,69.8
Carpinus betulus,8.0,20.0,12.6,28.9
Celtis australis,25.0,35.0,12.6,84.0
Aesculus hippocastanum,6.0,18.0,12.6,29.5
Aesculus hippocastanum,6.0,20.0,12.6,30.7
Aesculus hippocastanum,14.0,65.0,78.5,451.0
Aesculus hippocastanum,12.0,15.0,28.3,91.3
Aesculus hippocastanum,5.0,15.0,3.1,8.6
Carpinus betulus,3.0,3.0,3.1,4.4
Aesculus hippocastanum,12.0,50.0,78.5,372.0
Carpinus betulus,20.0,60.0,12.6,101.0
Carpinus betulus,18.0,40.0,12.6,77.6
Carpinus betulus,25.0,70.0,12.6,162.9
Carpinus betulus,8.0,10.0,3.1,8.3
Carpinus betulus,8.0,10.0,3.1,9.5
Carpinus betulus,8.0,10.0,3.1,9.5
Carpinus betulus,8.0,10.0,3.1,8.9
Carpinus betulus,8.0,10.0,3.1,10.1
Carpinus betulus,7.0,6.0,1.8,4.4
Celtis australis,20.0,60.0,12.6,75.1
Celtis australis,20.0,25.0,12.6,55.2
Aesculus hippocastanum,20.0,30.0,19.6,93.0
Aesculus hippocastanum,8.0,30.0,12.6,39.9
Aesculus hippocastanum,6.0,25.0,12.6,33.2
Aesculus hippocastanum,12.0,62.0,78.5,453.5
Aesculus hippocastanum,12.0,60.0,50.3,218.4
Aesculus hippocastanum,7.0,18.0,12.6,26.0
Aesculus hippocastanum,8.0,28.0,28.3,83.6
Aesculus hippocastanum,10.0,38.0,28.3,115.5
Aesculus hippocastanum,8.0,40.0,28.3,107.2
Aesculus hippocastanum,9.0,45.0,28.3,117.0
Aesculus hippocastanum,12.0,70.0,50.3,230.6
Aesculus hippocastanum,12.0,60.0,50.3,283.5
Aesculus hippocastanum,9.0,50.0,50.3,213.5
Aesculus hippocastanum,14.0,80.0,50.3,334.9
Aesculus hippocastanum,6.0,30.0,28.3,83.2
Aesculus hippocastanum,12.0,40.0,19.6,82.2
Aesculus hippocastanum,8.0,50.0,38.5,168.4
Aesculus hippocastanum,7.0,35.0,12.6,37.4
Aesculus hippocastanum,8.0,40.0,12.6,41.7
Aesculus hippocastanum,8.0,25.0,3.1,11.3
Aesculus hippocastanum,8.0,60.0,50.3,220.4
Aesculus hippocastanum,6.0,28.0,12.6,34.5
Aesculus hippocastanum,5.0,25.0,7.1,16.2
Tilia cordata,6.0,13.0,7.1,15.1
Tilia cordata,5.0,10.0,7.1,12.8
Tilia cordata,4.0,7.0,4.9,7.9
Tilia cordata,4.0,8.0,3.1,5.1
Tilia cordata,3.5,10.0,4.9,8.7
Tilia cordata,6.0,11.0,7.1,12.6
Tilia cordata,5.0,8.0,3.1,5.5
Tilia cordata,3.0,7.0,0.8,2.6
Tilia cordata,6.0,12.0,12.6,19.1
Tilia cordata,7.0,19.0,28.3,76.2
Tilia cordata,8.0,26.0,50.3,148.7
Tilia cordata,7.0,21.0,38.5,115.5
Tilia cordata,8.0,22.0,38.5,94.1
Platanus x hispanica,10.0,32.0,95.0,264.9
Carpinus betulus,6.0,13.0,12.6,22.0
Carpinus betulus,6.0,13.0,12.6,25.3
Carpinus betulus,6.0,13.0,19.6,46.2
Carpinus betulus,3.5,8.0,0.8,2.9
Carpinus betulus,6.0,14.0,19.6,44.7
Carpinus betulus,6.0,11.0,12.6,26.9
Celtis australis,13.0,52.0,132.7,481.2
Celtis australis,6.0,19.0,12.6,20.1
Celtis australis,6.0,20.0,12.6,20.5
Celtis australis,5.0,14.0,7.1,12.0
Celtis australis,6.0,26.0,12.6,22.5
Celtis australis,13.0,64.0,132.7,428.5
Celtis australis,8.3,30.1,35.2,85.1
Aesculus hippocastanum,22.0,75.0,314.2,1200.3
Celtis australis,8.3,30.1,35.2,96.9
Carpinus betulus,4.0,7.0,3.1,6.2
Carpinus betulus,4.0,7.0,7.1,11.2
Carpinus betulus,8.0,13.0,28.3,78.2
Celtis australis,8.3,30.1,35.2,91.0
Carpinus betulus,20.0,60.0,12.6,101.0
Celtis australis,8.3,30.1,35.2,91.0
Celtis australis,8.3,30.1,35.2,102.8
Celtis australis,8.0,22.0,28.3,53.9
Aesculus hippocastanum,10.0,22.0,50.3,186.5
Carpinus betulus,10.0,18.0,28.3,96.2
Carpinus betulus,5.0,12.0,12.6,20.1
Carpinus betulus,10.0,18.0,28.3,85.1
Carpinus betulus,10.0,23.0,28.3,86.8
Aesculus hippocastanum,10.0,50.0,78.5,405.1
Aesculus hippocastanum,10.0,50.0,78.5,312.0
Celtis australis,13.0,40.0,78.5,319.3
Aesculus hippocastanum,10.0,60.0,50.3,265.7
Aesculus hippocastanum,6.0,18.0,7.1,16.4
Aesculus hippocastanum,8.4,39.6,32.7,107.0
Aesculus hippocastanum,8.4,39.6,32.7,107.0
Aesculus hippocastanum,8.4,39.6,32.7,107.0
Celtis australis,8.3,30.1,35.2,102.8
Celtis australis,8.3,30.1,35.2,102.8
Celtis australis,8.3,30.1,35.2,85.1
Celtis australis,8.3,30.1,35.2,85.1
Celtis australis,8.3,30.1,35.2,96.9
Aesculus hippocastanum,11.0,35.0,50.3,200.8
Aesculus hippocastanum,10.0,45.0,50.3,240.1
Aesculus hippocastanum,11.0,40.0,50.3,210.5
Aesculus hippocastanum,6.0,24.0,19.6,52.9
Aesculus hippocastanum,11.0,44.0,78.5,371.8
Aesculus hippocastanum,7.0,40.0,201.1,652.8
Celtis australis,11.0,37.0,78.5,282.1
Celtis australis,12.0,35.0,78.5,299.0
Celtis australis,8.3,30.1,35.2,85.1
Aesculus hippocastanum,10.0,60.0,28.3,135.7
Celtis australis,8.3,30.1,35.2,91.0
Celtis australis,8.3,30.1,35.2,102.8
Celtis australis,8.3,30.1,35.2,102.8
Celtis australis,5.5,22.0,7.1,12.9
Celtis australis,8.3,30.1,35.2,96.9
Celtis australis,8.3,30.1,35.2,102.8
Celtis australis,8.3,30.1,35.2,102.8
Celtis australis,8.0,25.0,28.3,73.2
Celtis australis,9.0,29.0,50.3,132.9
Aesculus hippocastanum,8.0,45.0,28.3,92.5
Aesculus hippocastanum,6.0,30.0,19.6,57.2
Aesculus hippocastanum,12.0,30.0,28.3,116.6
Aesculus hippocastanum,12.0,40.0,50.3,203.4
Aesculus hippocastanum,7.0,28.0,12.6,28.3
Aesculus hippocastanum,9.0,42.0,38.5,136.3
Aesculus hippocastanum,12.0,40.0,28.3,121.6
Aesculus hippocastanum,10.0,62.0,78.5,411.9
Aesculus hippocastanum,8.0,50.0,28.3,89.3
Aesculus hippocastanum,9.0,35.0,12.6,44.8
Aesculus hippocastanum,4.0,10.0,3.1,6.5
Aesculus hippocastanum,12.0,55.0,50.3,259.2
Aesculus hippocastanum,8.0,45.0,12.6,46.1
Aesculus hippocastanum,12.0,40.0,28.3,129.0
Aesculus hippocastanum,12.0,50.0,28.3,123.6
Aesculus hippocastanum,10.0,60.0,50.3,204.6
Aesculus hippocastanum,6.0,18.0,7.1,17.5
Aesculus hippocastanum,12.0,60.0,38.5,210.3
Aesculus hippocastanum,6.0,18.0,7.1,15.4
Aesculus hippocastanum,4.0,10.0,12.6,21.3
Carpinus betulus,6.0,13.0,12.6,22.0
Carpinus betulus,6.0,7.0,3.1,6.3
Carpinus betulus,10.0,10.0,7.1,20.1
Carpinus betulus,6.0,13.0,12.6,28.6
Carpinus betulus,6.0,13.0,12.6,28.6
Carpinus betulus,6.0,13.0,12.6,28.6
Carpinus betulus,6.0,13.0,12.6,28.6
Carpinus betulus,6.0,13.0,12.6,25.3
Carpinus betulus,6.0,13.0,12.6,28.6
Celtis australis,12.0,60.0,153.9,517.5
Celtis australis,16.0,70.0,63.6,304.7
Celtis australis,12.0,45.0,50.3,159.2
Celtis australis,17.0,70.0,132.7,529.3
Celtis australis,14.0,60.0,95.0,434.0
Celtis australis,15.0,80.0,201.1,672.7
Celtis australis,25.0,35.0,12.6,94.9
Celtis australis,9.0,19.0,50.3,106.5
Celtis australis,3.0,3.0,1.8,2.1
Celtis australis,6.0,20.0,28.3,61.7
Celtis australis,7.0,25.0,78.5,228.1
Celtis australis,8.0,18.0,38.5,73.0
Celtis australis,8.0,17.0,38.5,92.8
Celtis australis,8.0,25.0,38.5,106.4
Celtis australis,8.0,18.0,19.6,35.5
Celtis australis,7.0,22.0,28.3,55.3
Celtis australis,13.0,60.0,153.9,394.8
Celtis australis,16.0,70.0,63.6,344.2
Celtis australis,9.0,15.0,7.1,13.4
Celtis australis,13.0,71.0,132.7,475.4
Celtis australis,3.5,13.0,12.6,18.3
Celtis australis,8.0,16.0,38.5,90.9
Celtis australis,8.0,18.0,38.5,94.7
Celtis australis,8.0,18.0,50.3,131.3
Celtis australis,8.0,15.0,38.5,73.5
Celtis australis,8.0,22.0,50.3,116.7
Celtis australis,8.0,22.0,28.3,53.9
Celtis australis,8.5,29.0,28.3,65.4
Celtis australis,10.0,22.0,56.7,133.1
Celtis australis,14.0,100.0,63.6,307.1
Celtis australis,12.0,90.0,50.3,264.0
Platanus x hispanica,24.0,120.0,283.5,873.4
Platanus x hispanica,22.0,140.0,254.5,951.3
Platanus x hispanica,16.0,180.0,132.7,706.5
Platanus x hispanica,28.0,130.0,176.7,708.3
Platanus x hispanica,25.0,140.0,254.5,827.7
Platanus x hispanica,25.0,160.0,176.7,782.4
Platanus x hispanica,24.0,130.0,254.5,866.5
Platanus x hispanica,24.0,140.0,283.5,922.2
Platanus x hispanica,30.0,210.0,415.5,1873.4
Platanus x hispanica,23.0,160.0,283.5,1038.9
Platanus x hispanica,21.0,100.0,254.5,844.7
Platanus x hispanica,16.0,100.0,113.1,496.6
Platanus x hispanica,21.0,110.0,227.0,779.3
Platanus x hispanica,17.0,130.0,95.0,611.7
Platanus x hispanica,18.0,120.0,201.1,619.4
Platanus x hispanica,16.0,140.0,254.5,889.5
Platanus x hispanica,23.0,160.0,380.1,1683.1
Platanus x hispanica,14.0,100.0,113.1,560.4
Platanus x hispanica,26.0,180.0,452.4,2039.9
Platanus x hispanica,12.0,130.0,113.1,646.3
Platanus x hispanica,18.0,160.0,314.2,1391.0
Platanus x hispanica,25.0,120.0,254.5,900.9
Platanus x hispanica,27.0,200.0,530.9,2394.0
Platanus x hispanica,28.0,130.0,490.9,2019.8
Platanus x hispanica,24.0,100.0,227.0,704.5
Platanus x hispanica,25.0,180.0,346.4,1472.0
Platanus x hispanica,24.0,180.0,530.9,2394.0
Platanus x hispanica,20.0,110.0,132.7,638.7
Tilia cordata,5.0,17.0,12.6,21.9
Celtis australis,12.0,41.0,50.3,177.0
Celtis australis,12.0,41.0,95.0,328.2
Celtis australis,12.0,40.0,50.3,198.2
Celtis australis,17.0,70.0,63.6,353.1
Celtis australis,12.0,70.0,95.0,396.4
Celtis australis,18.0,85.0,113.1,456.7
Celtis australis,15.0,85.0,63.6,297.4
Celtis australis,9.0,85.0,113.1,407.8
Celtis australis,18.0,70.0,78.5,353.2
Celtis australis,17.0,85.0,50.3,234.3
Celtis australis,9.0,80.0,113.1,399.2
Celtis australis,9.0,65.0,50.3,164.4
Celtis australis,11.0,40.0,63.6,248.7
Celtis australis,15.0,20.0,12.6,37.7
Celtis australis,10.0,30.0,7.1,17.0
Celtis australis,12.0,15.0,12.6,24.7
Aesculus hippocastanum,6.0,15.0,7.1,14.5
Aesculus hippocastanum,8.0,40.0,28.3,88.7
Aesculus hippocastanum,6.0,30.0,28.3,88.2
Aesculus hippocastanum,7.0,35.0,19.6,63.7
Aesculus hippocastanum,8.0,25.0,12.6,28.8
Aesculus hippocastanum,14.0,60.0,63.6,295.7
Aesculus hippocastanum,6.0,15.0,7.1,16.4
Aesculus hippocastanum,8.0,35.0,28.3,102.2
Aesculus hippocastanum,8.0,30.0,50.3,195.0
Carpinus betulus,10.0,18.0,28.3,96.2
Carpinus betulus,6.0,16.0,12.6,30.7
Carpinus betulus,10.0,10.0,7.1,15.5
Carpinus betulus,10.0,10.0,7.1,16.7
Carpinus betulus,12.0,20.0,7.1,29.4
Carpinus betulus,12.0,20.0,7.1,22.7
Carpinus betulus,18.0,25.0,12.6,61.4
Carpinus betulus,20.0,25.0,12.6,83.8
Carpinus betulus,12.0,40.0,28.3,107.8
Carpinus betulus,12.0,40.0,50.3,266.5
Carpinus betulus,6.0,13.0,12.6,28.6
Carpinus betulus,6.0,13.0,12.6,28.6
Carpinus betulus,6.0,13.0,12.6,25.3
Celtis australis,10.0,25.0,63.6,193.6
Celtis australis,10.0,25.0,63.6,193.6
Celtis australis,12.0,27.0,78.5,225.8
Celtis australis,20.0,30.0,12.6,51.2
Celtis australis,7.0,15.0,12.6,19.6
Platanus x hispanica,25.0,160.0,283.5,966.8
Platanus x hispanica,26.0,170.0,380.1,1615.6
Platanus x hispanica,26.0,190.0,415.5,1873.4
Platanus x hispanica,25.0,180.0,380.1,1615.6
Platanus x hispanica,20.0,90.0,113.1,487.2
Platanus x hispanica,20.0,120.0,113.1,501.9
Platanus x hispanica,21.0,100.0,201.1,710.8
Aesculus hippocastanum,3.0,8.0,7.1,13.6
Carpinus betulus,6.0,13.0,12.6,23.6
Carpinus betulus,5.0,30.0,19.6,48.7
Aesculus hippocastanum,7.5,18.0,12.6,24.9
Aesculus hippocastanum,8.0,16.0,9.6,24.9
Aesculus hippocastanum,12.0,22.0,9.6,29.8
Celtis australis,10.0,29.0,50.3,165.8
Celtis australis,8.0,35.0,78.5,277.7
Platanus x hispanica,10.0,28.0,78.5,275.9
Platanus x hispanica,10.0,26.0,95.0,301.3
Platanus x hispanica,6.5,16.0,19.6,39.3
Platanus x hispanica,6.5,15.0,19.6,29.6
Tilia cordata,10.0,30.0,78.5,271.3
Celtis australis,14.0,52.0,113.1,455.5
Celtis australis,12.5,45.0,78.5,291.9
Celtis australis,10.0,28.0,113.1,318.2
Platanus x hispanica,3.0,10.0,3.1,4.9
Tilia cordata,4.0,8.0,1.8,3.5
Tilia cordata,5.0,10.0,7.1,12.8
Tilia cordata,4.5,10.0,3.1,6.1
Celtis australis,13.0,42.3,38.5,138.1
Platanus x hispanica,24.0,110.0,314.2,1218.6
Platanus x hispanica,25.0,160.0,452.4,1772.8
Celtis australis,9.0,3.0,50.3,72.1
Celtis australis,20.0,28.0,7.1,42.2
Aesculus hippocastanum,8.0,28.0,28.3,94.5
Carpinus betulus,14.0,32.8,12.6,64.2
Carpinus betulus,12.0,21.0,28.3,111.5
Carpinus betulus,10.0,21.0,28.3,84.1
Carpinus betulus,12.0,22.0,38.5,160.0
Carpinus betulus,14.0,17.0,38.5,158.1
Carpinus betulus,13.0,26.0,38.5,136.0
Celtis australis,9.0,25.0,50.3,152.4
Celtis australis,8.3,30.1,35.2,85.1
Celtis australis,8.3,30.1,35.2,79.2
Aesculus hippocastanum,6.0,16.0,7.1,15.8
Aesculus hippocastanum,12.0,50.0,50.3,204.7
Aesculus hippocastanum,12.0,40.0,28.3,106.8
Aesculus hippocastanum,8.0,22.0,50.3,134.6
Aesculus hippocastanum,7.0,30.0,12.6,37.6
Aesculus hippocastanum,12.0,40.0,28.3,99.4
Aesculus hippocastanum,12.0,60.0,50.3,283.5
Aesculus hippocastanum,8.0,20.0,28.3,79.1
Aesculus hippocastanum,12.0,30.0,28.3,116.6
Aesculus hippocastanum,8.0,28.0,28.3,72.8
Aesculus hippocastanum,9.0,38.0,50.3,218.9
Aesculus hippocastanum,8.0,35.0,12.6,37.3
Aesculus hippocastanum,8.0,40.0,28.3,82.5
Aesculus hippocastanum,8.0,35.0,28.3,102.2
Aesculus hippocastanum,6.0,36.0,28.3,88.7
Aesculus hippocastanum,6.0,25.0,28.3,82.7
Aesculus hippocastanum,9.0,45.0,50.3,232.4
Aesculus hippocastanum,5.0,18.0,7.1,13.5
Aesculus hippocastanum,8.0,50.0,28.3,116.0
Aesculus hippocastanum,10.0,30.0,28.3,106.2
Aesculus hippocastanum,12.0,65.0,50.3,291.7
Aesculus hippocastanum,6.0,30.0,12.6,35.4
Aesculus hippocastanum,9.0,35.0,28.3,94.8
Aesculus hippocastanum,12.0,65.0,63.6,310.7
Aesculus hippocastanum,7.0,32.0,28.3,72.8
Aesculus hippocastanum,8.0,35.0,28.3,90.5
Aesculus hippocastanum,7.0,30.0,28.3,92.4
Aesculus hippocastanum,12.0,65.0,28.3,153.2
Aesculus hippocastanum,12.0,50.0,38.5,163.2
Aesculus hippocastanum,12.0,18.0,28.3,75.0
Aesculus hippocastanum,12.0,70.0,50.3,299.4
Aesculus hippocastanum,7.0,30.0,28.3,81.8
Aesculus hippocastanum,5.0,18.0,12.6,23.0
Aesculus hippocastanum,12.0,30.0,38.5,164.7
Aesculus hippocastanum,12.0,60.0,28.3,148.9
Aesculus hippocastanum,7.0,20.0,28.3,66.3
Aesculus hippocastanum,12.0,65.0,50.3,258.1
Aesculus hippocastanum,9.0,25.0,28.3,84.2
Aesculus hippocastanum,6.0,25.0,28.3,82.7
Aesculus hippocastanum,9.0,60.0,28.3,129.5
Aesculus hippocastanum,6.0,25.0,7.1,19.6
Aesculus hippocastanum,7.0,20.0,28.3,66.3
Aesculus hippocastanum,6.0,15.0,12.6,27.7
Aesculus hippocastanum,12.0,85.0,78.5,507.0
Aesculus hippocastanum,7.0,40.0,50.3,196.9
Aesculus hippocastanum,12.0,80.0,78.5,496.2
Aesculus hippocastanum,12.0,72.0,78.5,478.1
Aesculus hippocastanum,12.0,72.0,50.3,267.6
Aesculus hippocastanum,12.0,70.0,38.5,222.1
Aesculus hippocastanum,10.0,60.0,63.6,346.8
Aesculus hippocastanum,6.0,30.0,7.1,16.1
Aesculus hippocastanum,12.0,40.0,28.3,129.0
Aesculus hippocastanum,4.0,20.0,3.1,8.8
Aesculus hippocastanum,12.0,80.0,50.3,313.9
Aesculus hippocastanum,12.0,70.0,78.5,391.8
Aesculus hippocastanum,10.0,50.0,38.5,182.2
Aesculus hippocastanum,12.0,70.0,78.5,446.2
Aesculus hippocastanum,12.0,50.0,78.5,420.4
Aesculus hippocastanum,12.0,80.0,78.5,439.2
Aesculus hippocastanum,10.0,45.0,19.6,81.7
Aesculus hippocastanum,3.0,10.0,3.1,5.8
Carpinus betulus,6.0,13.0,12.6,28.6
Carpinus betulus,10.0,50.0,153.9,626.3
Platanus x hispanica,25.0,190.0,314.2,1416.6
Platanus x hispanica,25.0,180.0,314.2,1172.3
Platanus x hispanica,17.0,100.0,176.7,662.8
Platanus x hispanica,26.0,190.0,530.9,2118.9
Platanus x hispanica,26.0,100.0,380.1,1425.7
Platanus x hispanica,27.0,190.0,452.4,1688.2
Celtis australis,13.0,48.0,78.5,321.0
Celtis australis,4.5,15.0,9.6,15.7
Celtis australis,6.0,18.0,12.6,23.8
Celtis australis,6.0,16.0,12.6,17.6
Celtis australis,7.0,20.0,28.3,53.5
Celtis australis,8.0,28.0,50.3,118.2
Celtis australis,6.0,26.0,38.5,99.7
Carpinus betulus,5.0,12.0,9.6,17.8
Carpinus betulus,5.0,12.0,7.1,11.8
Carpinus betulus,4.5,12.0,4.9,11.1
Carpinus betulus,4.5,10.0,4.9,10.4
Carpinus betulus,3.0,8.0,0.8,2.7
Carpinus betulus,5.0,10.0,4.9,9.0
Carpinus betulus,9.0,29.0,63.6,234.7
Carpinus betulus,8.0,26.0,50.3,177.9
Carpinus betulus,6.0,11.0,7.1,13.2
Carpinus betulus,7.0,13.0,19.6,43.1
Carpinus betulus,7.0,13.0,19.6,48.7
Carpinus betulus,7.0,13.0,12.6,28.6
Carpinus betulus,7.0,13.0,7.1,16.0
Carpinus betulus,7.0,15.0,12.6,31.9
Carpinus betulus,7.0,15.0,12.6,31.9
Carpinus betulus,7.0,15.0,12.6,26.4
Carpinus betulus,7.0,15.0,12.6,31.9
Carpinus betulus,7.0,13.0,7.1,18.0
Carpinus betulus,7.0,15.0,12.6,31.9
Carpinus betulus,7.0,13.0,7.1,18.0
Carpinus betulus,7.0,13.0,7.1,16.0
Tilia cordata,6.0,15.0,12.6,23.8
Tilia cordata,4.0,9.0,4.9,7.7
Tilia cordata,4.0,11.0,7.1,12.4
Tilia cordata,5.0,12.0,12.6,22.0
Tilia cordata,7.0,17.0,28.3,56.5
Tilia cordata,7.0,19.0,28.3,76.2
Aesculus hippocastanum,8.4,39.6,32.7,107.0
Aesculus hippocastanum,8.4,39.6,32.7,129.2
Aesculus hippocastanum,8.4,39.6,32.7,99.5
Aesculus hippocastanum,8.4,39.6,32.7,99.5
Aesculus hippocastanum,8.4,39.6,32.7,107.0
Aesculus hippocastanum,8.4,39.6,32.7,129.2
Aesculus hippocastanum,8.4,39.6,32.7,129.2
Aesculus hippocastanum,8.4,39.6,32.7,99.5
Aesculus hippocastanum,8.4,39.6,32.7,129.2
Aesculus hippocastanum,9.0,32.0,28.3,103.8
Aesculus hippocastanum,12.0,50.0,63.6,263.5
Aesculus hippocastanum,9.5,26.0,38.5,133.7
Aesculus hippocastanum,10.0,25.0,38.5,134.5
Aesculus hippocastanum,9.0,29.0,19.6,66.3
Aesculus hippocastanum,10.0,26.0,28.3,101.0
Aesculus hippocastanum,9.5,24.0,38.5,130.0
Carpinus betulus,14.0,19.0,50.3,218.6
Carpinus betulus,13.0,23.0,50.3,226.4
Carpinus betulus,14.0,18.0,12.6,48.9
Carpinus betulus,7.0,18.0,12.6,32.1
Carpinus betulus,8.0,20.0,78.5,235.9
Carpinus betulus,6.2,17.0,10.1,19.7
Carpinus betulus,11.0,16.0,28.3,96.7
Carpinus betulus,12.0,29.0,78.5,311.2
Carpinus betulus,6.2,17.0,10.1,25.6
Celtis australis,15.0,54.0,95.0,374.4
Celtis australis,14.0,57.0,113.1,362.4
Celtis australis,20.0,52.0,113.1,468.2
Celtis australis,15.0,50.0,95.0,388.0
Celtis australis,15.0,52.0,113.1,405.0
Celtis australis,15.0,50.0,95.0,411.7
Celtis australis,13.0,51.0,103.9,429.6
Celtis australis,13.0,54.0,113.1,459.5
Celtis australis,15.0,50.0,95.0,411.7
Celtis australis,13.0,58.0,113.1,390.0
Celtis australis,15.0,57.0,113.1,418.4
Celtis australis,13.0,58.0,113.1,444.2
Celtis australis,14.0,57.0,113.1,470.5
Celtis australis,15.0,60.0,113.1,481.3
Celtis australis,15.0,63.0,132.7,394.6
Celtis australis,13.0,56.0,113.1,465.5
Celtis australis,13.0,50.0,95.0,402.3
Celtis australis,14.0,56.0,113.1,467.6
Celtis australis,15.0,56.0,103.9,373.5
Celtis australis,14.0,51.0,113.1,452.4
Celtis australis,14.0,55.0,113.1,464.6
Celtis australis,8.3,30.1,35.2,102.8
Celtis australis,14.0,53.0,103.9,413.8
Celtis australis,13.0,55.0,95.0,416.1
Celtis australis,15.0,56.0,95.0,354.6
Celtis australis,14.0,56.0,95.0,399.2
Celtis australis,14.0,60.0,113.1,479.1
Celtis australis,14.0,56.0,113.1,467.6
Celtis australis,14.0,60.0,113.1,369.0
Celtis australis,15.0,68.0,132.7,526.4
Celtis australis,14.0,68.0,122.7,457.6
Celtis australis,14.0,61.0,122.7,469.0
Celtis australis,13.0,56.0,95.0,418.7
Celtis australis,8.3,30.1,35.2,91.0
Celtis australis,14.0,62.0,113.1,373.3
Celtis australis,8.3,30.1,35.2,102.8
Celtis australis,13.0,65.0,122.7,420.7
Celtis australis,13.0,62.0,113.1,454.8
Celtis australis,14.0,50.0,113.1,449.3
Celtis australis,3.5,7.0,1.8,2.9
Celtis australis,13.0,55.0,103.9,365.2
Celtis australis,14.0,65.0,113.1,492.9
Celtis australis,11.0,32.0,63.6,229.9
Celtis australis,11.0,24.0,50.3,141.8
Celtis australis,8.3,30.1,35.2,102.8
Celtis australis,8.3,30.1,35.2,79.2
Celtis australis,8.3,30.1,35.2,79.2
Celtis australis,15.0,50.0,113.1,399.4
Celtis australis,15.0,50.0,113.1,373.5
Celtis australis,15.0,50.0,113.1,425.4
Celtis australis,15.0,50.0,113.1,451.3
Celtis australis,15.0,50.0,113.1,425.4
Celtis australis,15.0,50.0,113.1,347.6
Celtis australis,15.0,30.0,113.1,290.2
Celtis australis,8.3,30.1,35.2,85.1
Celtis australis,8.3,30.1,35.2,79.2
Celtis australis,8.3,30.1,35.2,102.8
