Height,Diameter,Canopy_size,Leaf_area
11.0,35.0,63.6,260.4
11.0,35.0,63.6,230.4
10.0,24.0,63.6,183.9
10.0,25.0,50.3,172.7
11.0,22.0,38.5,125.6
9.0,25.0,38.5,121.4
9.0,25.0,28.3,69.7
4.0,10.0,3.1,6.1
9.0,35.0,63.6,190.5
12.0,32.0,50.3,201.1
8.0,24.0,50.3,150.4
8.0,18.0,12.6,29.5
8.0,25.0,50.3,152.5
9.0,25.0,38.5,93.5
11.0,31.0,50.3,192.5
12.0,34.0,63.6,234.0
4.0,10.0,3.1,6.1
4.0,10.0,3.1,5.4
4.0,10.0,3.1,4.7
3.0,10.0,0.8,2.5
3.0,10.0,0.8,2.5
3.0,10.0,0.8,2.5
10.0,24.0,28.3,86.9
10.0,24.0,28.3,67.0
10.0,25.0,28.3,67.9
6.0,17.0,19.6,30.6
13.0,35.0,38.5,180.9
6.0,17.0,12.6,21.7
6.0,17.0,12.6,20.3
15.0,38.0,28.3,145.7
3.0,18.0,12.6,22.7
4.0,18.0,9.6,15.1
12.0,40.0,38.5,182.3
13.0,37.0,50.3,204.4
4.0,14.0,4.9,6.8
15.0,33.0,50.3,209.4
7.0,17.0,28.3,64.2
7.0,17.0,28.3,64.2
6.0,17.0,12.6,24.6
14.0,52.0,50.3,271.1
4.0,13.0,9.6,13.5
15.0,48.0,19.6,109.2
13.0,45.0,19.6,79.4
6.0,10.0,12.6,20.4
7.0,19.0,15.9,28.6
7.0,19.0,15.9,34.6
7.5,19.0,23.8,55.6
4.5,14.0,7.1,12.2
5.0,18.0,9.6,14.0
3.0,8.0,1.8,3.4
15.0,67.5,50.3,269.6
13.0,35.0,50.3,161.7
15.0,44.0,63.6,235.7
16.0,54.0,78.5,310.6
17.0,58.0,38.5,192.5
16.0,40.0,12.6,51.1
17.0,60.0,19.6,87.7
16.0,45.0,15.9,74.4
14.0,47.0,15.9,55.8
14.0,47.0,15.9,51.9
2.0,6.0,0.8,1.3
17.0,56.0,28.3,122.4
2.0,8.0,3.1,4.0
4.5,11.0,1.8,4.6
4.0,12.0,0.8,2.5
3.5,9.0,0.8,2.9
3.5,10.0,0.8,2.8
4.5,10.0,0.8,3.2
4.5,10.0,0.8,2.7
3.5,10.0,0.8,2.3
3.0,10.0,0.8,2.6
3.0,9.0,0.8,2.2
3.5,11.5,1.8,4.3
3.0,10.0,0.8,2.3
4.0,12.0,1.8,3.5
4.5,10.0,0.8,3.2
4.0,12.0,1.8,3.5
3.5,10.0,0.8,3.0
3.5,10.0,1.8,4.1
9.0,20.0,28.3,65.0
2.0,6.0,0.8,0.8
2.5,10.0,1.8,2.1
2.5,7.0,0.8,1.1
2.0,6.0,0.8,0.9
2.0,7.0,0.8,0.8
2.5,7.0,0.8,1.0
2.0,6.0,0.8,0.7
2.0,7.0,0.8,1.0
2.0,7.0,0.8,1.0
2.5,8.0,1.8,3.3
2.0,8.0,0.8,0.9
2.5,9.0,1.8,2.9
2.5,8.0,1.8,1.5
2.5,7.0,0.8,1.2
2.5,8.0,1.8,3.3
5.0,11.0,3.1,7.4
4.0,9.0,1.8,4.2
1.5,7.0,0.8,0.7
10.0,42.0,78.5,281.6
8.0,25.0,28.3,71.5
9.0,31.0,50.3,170.2
4.0,10.0,3.1,5.4
4.5,15.0,4.9,8.7
10.0,40.0,63.6,251.2
9.0,29.0,56.7,191.8
8.0,22.0,44.2,110.4
4.0,12.0,4.9,8.3
7.0,32.0,28.3,79.0
10.0,43.0,50.3,186.1
8.0,22.0,44.2,96.1
11.0,44.0,78.5,329.7
5.0,14.0,7.1,10.3
8.5,32.0,50.3,159.7
8.0,32.0,50.3,128.4
4.5,12.0,3.1,6.4
6.0,19.0,12.6,20.8
8.0,26.0,50.3,154.9
11.0,60.0,28.3,111.9
5.0,11.0,9.6,15.1
10.0,40.0,28.3,98.2
11.0,70.0,78.5,388.2
5.0,6.0,4.9,7.0
7.0,18.0,12.6,26.2
12.0,42.0,78.5,330.2
4.5,14.0,7.1,12.1
6.0,19.0,9.6,19.4
4.5,16.0,4.9,8.4
9.0,31.0,28.3,80.8
9.0,33.0,38.5,126.5
6.0,17.0,12.6,24.2
11.0,44.0,50.3,205.5
7.0,19.0,9.6,17.2
11.0,27.0,38.5,127.5
12.0,35.0,50.3,195.8
11.0,29.0,50.3,167.2
10.0,24.0,28.3,82.0
6.0,8.0,3.1,5.1
11.0,29.0,28.3,86.6
13.0,53.0,78.5,344.2
12.0,43.0,63.6,271.0
13.0,41.0,78.5,295.2
5.0,10.0,4.9,8.3
11.0,50.0,78.5,265.5
7.0,20.0,19.6,38.7
12.0,36.0,50.3,152.3
9.0,31.0,44.2,129.1
5.5,11.0,3.1,6.7
9.0,28.0,28.3,68.4
10.0,28.0,50.3,169.6
6.0,11.0,9.6,16.0
9.0,25.0,50.3,139.6
10.0,28.5,50.3,170.7
8.0,24.0,28.3,74.8
12.0,52.0,78.5,356.1
5.0,8.0,1.8,3.2
12.0,60.0,95.0,413.9
9.0,31.0,50.3,140.9
9.0,30.0,44.2,144.2
9.0,35.0,56.7,169.5
20.0,80.0,113.1,532.3
20.0,80.0,113.1,499.9
20.0,80.0,113.1,564.8
15.0,30.0,113.1,300.7
20.0,80.0,113.1,434.9
20.0,80.0,113.1,499.9
22.0,100.0,78.5,509.0
22.0,60.0,113.1,514.9
25.0,110.0,113.1,646.6
24.0,95.0,113.1,505.8
23.0,130.0,132.7,672.6
24.0,100.0,176.7,624.7
18.0,115.0,176.7,696.3
22.0,80.0,153.9,540.3
24.0,80.0,132.7,467.8
24.0,80.0,201.1,697.0
24.0,135.0,314.2,1008.8
24.0,95.0,153.9,563.5
24.0,95.0,153.9,433.9
23.0,100.0,113.1,548.3
24.0,105.0,153.9,449.5
24.0,105.0,176.7,519.3
24.0,110.0,283.5,1099.8
6.0,19.0,28.3,48.3
24.0,120.0,254.5,842.4
5.5,9.0,3.1,5.1
25.0,140.0,254.5,1074.8
12.0,29.0,19.6,61.3
25.0,135.0,314.2,1310.0
22.0,55.0,113.1,499.3
24.0,110.0,254.5,930.4
24.0,110.0,254.5,760.2
25.0,140.0,314.2,1174.4
24.0,75.0,153.9,399.2
24.0,100.0,254.5,954.4
24.0,110.0,254.5,930.4
24.0,100.0,254.5,735.0
24.0,75.0,227.0,769.1
24.0,95.0,201.1,570.3
16.0,230.0,314.2,1416.6
15.0,35.0,113.1,412.3
4.5,10.0,7.1,10.1
8.0,27.0,38.5,100.2
8.0,29.0,50.3,123.9
8.0,28.0,56.7,184.0
8.0,29.0,50.3,160.9
6.0,9.0,7.1,10.1
8.0,38.0,38.5,127.7
9.0,37.0,50.3,150.0
6.0,16.0,15.9,30.3
4.5,10.0,9.6,11.7
4.5,11.0,4.9,7.8
13.0,52.0,95.0,422.4
13.0,39.0,50.3,198.1
11.0,18.0,28.3,73.2
4.5,9.0,4.9,6.0
12.0,34.0,78.5,289.0
10.0,40.0,50.3,192.4
4.5,9.0,7.1,9.7
12.0,34.0,50.3,182.7
7.0,18.0,12.6,23.2
12.0,29.0,38.5,104.7
4.0,9.0,4.9,5.8
13.0,68.0,95.0,437.7
11.0,28.0,50.3,165.2
6.0,12.0,9.6,15.6
6.0,10.0,9.6,11.9
11.0,36.0,63.6,248.3
10.5,29.0,50.3,174.6
11.0,29.0,50.3,157.0
7.5,24.0,44.2,97.3
11.0,34.0,56.7,215.0
7.5,15.0,44.2,82.4
12.0,48.0,95.0,335.9
12.0,28.0,63.6,179.4
12.0,40.0,78.5,305.9
4.5,10.0,9.6,14.1
11.0,32.0,44.2,131.2
12.0,38.0,95.0,373.8
13.0,40.0,95.0,385.0
13.0,38.0,95.0,378.1
10.0,28.0,44.2,137.5
12.0,36.0,95.0,282.4
11.0,32.0,78.5,294.5
13.0,50.0,113.1,463.1
20.0,75.8,50.3,385.6
19.0,68.1,44.2,319.2
19.0,79.6,50.3,379.9
16.0,67.5,63.6,383.5
18.0,77.7,70.9,434.8
21.0,77.0,63.6,400.8
19.0,69.4,44.2,247.4
20.0,71.6,50.3,312.9
19.0,37.2,63.6,274.2
17.0,62.1,50.3,288.6
11.0,38.5,28.3,117.4
17.0,76.1,50.3,350.4
20.0,68.8,44.2,331.9
19.0,60.2,38.5,206.4
17.0,77.0,38.5,254.7
18.5,70.7,28.3,206.1
18.0,86.6,113.1,588.6
19.0,75.1,63.6,351.3
18.0,59.8,38.5,198.0
3.0,6.4,3.1,4.8
18.5,64.9,50.3,347.9
19.0,61.1,38.5,254.0
18.0,79.6,78.5,411.8
10.0,28.7,44.2,170.1
3.0,8.0,0.8,3.0
7.0,26.0,12.6,34.3
6.0,20.0,12.6,33.3
4.0,10.0,9.6,17.7
3.0,20.0,7.1,18.1
3.0,12.0,12.6,30.3
8.0,30.0,19.6,61.1
7.0,36.0,19.6,69.8
8.0,20.0,19.6,59.8
5.0,12.0,7.1,12.7
10.0,30.0,28.3,115.2
3.0,8.0,3.1,6.6
4.0,10.0,7.1,11.9
4.0,10.0,9.6,17.7
5.0,15.0,12.6,26.7
5.0,16.0,9.6,22.3
3.0,10.0,4.9,9.8
5.0,10.0,3.1,6.2
4.0,9.0,4.9,8.0
5.5,14.0,7.1,16.7
4.0,12.0,4.9,10.7
8.0,20.0,19.6,49.5
7.0,20.0,7.1,17.4
8.0,28.0,28.3,78.9
8.0,14.0,12.6,18.2
7.0,26.0,28.3,84.3
8.0,26.0,19.6,58.1
6.0,20.0,28.3,45.7
8.0,28.0,28.3,102.5
5.0,20.0,19.6,29.8
11.0,32.0,28.3,123.5
3.0,5.0,0.2,0.5
3.0,5.0,0.5,1.2
3.0,5.0,0.5,1.1
2.5,4.0,0.2,0.4
3.0,5.0,0.8,1.4
3.0,5.0,0.8,1.6
3.0,5.0,0.8,1.3
3.0,5.0,0.8,1.4
4.0,8.0,1.8,3.4
4.0,10.0,3.1,6.1
3.5,8.0,0.8,2.3
4.0,9.0,1.8,3.7
4.0,8.0,3.1,5.4
4.5,10.0,0.8,2.7
11.0,58.0,113.1,326.6
12.0,72.0,132.7,313.2
7.0,17.0,19.6,39.8
4.0,11.0,4.9,6.5
5.0,12.0,4.9,7.7
5.0,14.0,4.9,9.9
6.0,14.0,7.1,14.0
6.0,16.0,12.6,24.9
4.0,12.0,3.1,5.0
4.0,12.0,7.1,10.3
4.0,12.0,7.1,9.6
3.5,7.0,3.1,4.9
3.5,9.0,3.1,5.6
3.5,10.0,7.1,9.3
4.0,14.0,12.6,17.4
8.0,27.0,50.3,155.7
5.0,11.0,9.6,14.0
6.0,12.0,12.6,19.9
5.0,10.0,7.1,11.7
6.0,9.0,7.1,9.9
5.5,11.0,12.6,16.3
4.5,9.0,7.1,10.9
5.0,9.0,7.1,9.9
9.0,38.0,28.3,112.7
10.0,39.0,28.3,126.4
10.5,39.0,28.3,114.5
9.0,37.0,28.3,118.4
7.0,17.0,19.6,50.5
8.0,20.0,12.6,37.5
10.0,25.0,33.2,100.1
9.0,13.0,38.5,97.7
12.0,35.0,38.5,177.7
11.0,39.0,19.6,88.9
11.0,48.0,50.3,259.3
12.0,31.0,50.3,215.5
11.0,43.0,63.6,342.9
6.0,16.0,28.3,47.4
7.0,18.0,38.5,58.2
5.0,19.0,50.3,100.9
4.5,5.0,1.8,2.8
3.0,5.0,1.8,2.6
7.0,24.0,50.3,96.7
7.5,22.0,50.3,115.2
7.0,16.0,19.6,30.5
6.5,18.0,50.3,103.9
7.5,16.0,33.2,58.1
7.0,22.0,63.6,125.0
4.0,5.0,0.8,1.7
8.0,18.0,50.3,84.0
8.0,18.0,28.3,54.2
4.5,20.0,7.1,12.1
4.0,14.0,3.1,5.4
4.0,20.0,4.9,8.8
2.0,8.0,0.8,1.0
2.0,7.5,0.8,1.3
3.0,11.0,3.1,5.0
2.5,10.0,10.6,16.3
1.5,5.0,0.2,0.4
3.0,10.0,0.8,2.1
4.5,14.0,1.8,3.9
4.0,16.0,4.9,7.2
4.0,12.0,3.1,5.4
3.0,10.0,4.9,7.6
3.5,14.0,9.6,11.7
4.0,13.0,9.6,13.3
4.5,16.0,12.6,16.9
4.0,13.0,12.6,14.3
4.0,16.0,7.1,10.8
2.0,9.0,7.1,10.5
2.0,7.0,0.8,1.0
3.5,13.0,4.9,5.6
5.0,24.0,12.6,22.8
5.0,17.0,9.6,13.7
5.0,17.0,12.6,20.2
2.0,6.0,0.8,0.9
2.0,7.0,0.8,1.3
4.0,18.0,9.6,14.9
5.0,19.0,9.6,16.1
4.0,16.0,9.6,11.8
4.0,18.0,3.1,5.9
4.0,15.0,3.1,5.2
3.0,14.0,3.1,5.1
3.5,14.0,4.9,7.0
3.0,16.0,4.9,8.9
2.5,7.0,0.8,1.6
2.0,6.0,0.8,1.2
5.0,19.0,7.1,10.9
6.0,20.0,9.6,14.5
3.0,12.0,1.8,2.8
4.0,18.0,4.9,7.0
3.0,14.0,3.1,5.5
4.0,20.0,4.9,7.3
3.0,12.0,3.1,4.9
3.0,13.0,3.1,5.3
2.5,13.0,0.8,1.6
2.0,5.0,0.8,0.9
2.5,13.0,3.1,4.1
4.0,18.0,3.1,5.5
5.0,18.0,9.6,14.0
4.5,16.0,9.6,11.3
3.0,10.0,3.1,4.3
2.0,5.0,0.8,1.1
4.0,21.0,12.6,16.9
5.0,18.0,15.9,23.4
5.0,18.0,12.6,15.8
4.5,14.0,4.9,5.8
2.0,8.0,1.8,2.9
2.0,7.0,1.8,2.6
3.0,10.0,3.1,5.0
4.0,10.0,3.1,5.2
4.0,10.0,3.1,5.6
3.0,10.0,3.1,5.6
3.0,7.0,3.1,5.0
2.0,8.0,1.8,2.9
3.0,8.0,3.1,5.2
2.0,10.0,1.8,3.0
2.0,7.0,1.8,2.2
3.0,10.0,7.1,9.8
2.0,5.0,0.8,1.1
4.0,16.0,4.9,8.1
4.0,16.0,3.1,5.3
2.0,6.0,0.8,1.2
2.0,6.0,0.8,1.2
4.0,10.0,4.9,5.7
4.0,10.0,4.9,6.1
3.0,10.0,4.9,7.6
5.0,20.0,4.9,8.9
4.0,13.0,4.9,7.5
5.0,20.0,12.6,21.3
3.0,9.0,3.1,4.7
2.0,5.0,3.1,3.8
2.0,7.0,3.1,4.0
5.0,19.0,19.6,32.2
6.0,22.0,12.6,19.4
6.0,14.0,7.1,9.8
5.0,18.0,15.9,26.4
3.0,9.0,3.1,4.7
6.0,28.0,15.9,28.9
3.0,10.0,4.9,6.7
3.0,7.0,3.1,3.8
6.0,20.0,12.6,21.4
4.0,14.0,7.1,8.5
3.0,11.0,3.1,4.4
3.0,12.0,4.9,6.2
4.0,18.0,12.6,14.9
5.0,19.0,12.6,18.6
3.0,14.0,7.1,12.3
3.0,15.0,15.9,21.8
4.0,20.0,19.6,29.2
4.0,13.0,12.6,16.3
3.5,16.0,9.6,12.2
3.0,14.0,9.6,12.9
2.5,6.0,1.8,1.9
4.0,13.0,9.6,13.3
4.0,13.0,12.6,14.3
5.0,12.0,12.6,16.8
5.0,12.0,12.6,13.7
2.0,5.0,0.8,1.0
3.5,10.0,9.6,11.7
4.0,11.0,9.6,10.3
4.0,13.0,12.6,13.3
16.0,60.0,201.1,484.9
15.0,53.0,113.1,422.5
4.5,5.0,0.8,2.0
4.5,5.0,0.8,2.0
4.5,13.0,12.6,16.1
5.5,16.0,28.3,46.3
4.0,12.0,12.6,13.5
3.0,6.0,0.8,2.7
4.5,13.0,12.6,13.3
3.0,6.0,0.8,2.7
3.0,6.0,0.8,2.7
3.0,6.0,0.8,2.1
3.5,5.0,0.8,2.8
12.0,40.0,95.0,304.2
8.0,32.0,50.3,133.2
9.0,29.0,50.3,142.1
11.0,33.0,63.6,179.0
8.5,18.0,12.6,27.7
16.0,110.0,201.1,545.6
10.0,24.0,50.3,137.3
11.0,38.0,78.5,302.2
11.0,38.0,78.5,284.8
10.0,34.0,63.6,176.3
11.0,42.0,78.5,313.0
11.0,42.0,78.5,295.0
10.0,34.0,63.6,176.3
10.5,42.0,78.5,274.5
4.5,20.0,3.1,7.1
4.5,20.0,3.1,7.1
4.5,20.0,3.1,5.9
4.5,20.0,3.1,6.7
4.5,20.0,3.1,6.3
4.5,20.0,3.1,7.1
4.5,20.0,3.1,7.1
4.5,20.0,3.1,7.1
4.5,20.0,3.1,5.5
4.5,20.0,3.1,7.1
4.5,20.0,3.1,5.9
4.5,20.0,3.1,6.7
4.5,20.0,3.1,5.9
4.5,20.0,3.1,6.7
4.5,20.0,3.1,5.5
4.5,20.0,3.1,7.1
21.0,20.0,380.1,741.7
4.5,20.0,3.1,6.7
6.0,16.0,3.1,7.5
6.0,15.0,3.1,7.4
16.0,45.0,153.9,296.9
14.0,35.0,78.5,217.0
11.0,41.4,28.3,70.4
15.0,46.0,113.1,288.9
15.0,46.0,78.5,201.5
15.0,38.0,78.5,227.6
15.0,29.0,50.3,136.4
3.0,11.0,4.9,9.0
16.0,55.0,78.5,203.5
15.0,29.0,78.5,206.9
16.0,68.0,153.9,322.5
14.0,59.0,63.6,203.0
4.0,12.0,4.9,6.5
7.0,35.0,50.3,166.5
9.0,41.4,63.6,247.7
8.0,33.4,28.3,84.0
16.0,74.2,113.1,428.8
15.0,66.9,113.1,387.8
5.0,11.1,4.9,7.5
5.0,10.2,3.1,6.6
5.0,11.8,7.1,10.9
3.5,7.0,3.1,3.8
5.5,26.7,38.5,101.2
4.5,21.0,38.5,101.0
4.5,19.0,38.5,97.4
4.5,26.4,50.3,155.5
8.0,35.0,50.3,192.4
7.5,28.7,50.3,176.4
6.0,15.9,12.6,25.0
7.0,28.7,63.6,191.4
5.0,15.9,12.6,23.5
6.0,19.0,12.6,23.3
8.0,31.8,50.3,186.1
4.5,17.2,7.1,12.1
9.0,32.2,78.5,318.0
8.0,24.2,15.9,43.9
5.0,15.9,3.1,6.8
6.0,19.0,19.6,45.5
6.0,27.4,50.3,127.3
5.0,15.3,9.6,17.8
7.0,27.4,38.5,122.3
9.0,27.7,28.3,92.2
5.0,12.7,7.1,11.3
3.0,12.0,3.1,4.3
2.0,10.0,0.8,1.4
2.0,11.0,1.8,2.2
2.5,15.0,4.9,8.7
2.0,10.0,1.8,2.3
3.5,6.0,0.8,2.2
2.0,12.0,1.8,2.9
3.5,6.0,0.8,2.5
4.0,13.0,3.1,6.4
6.5,18.0,12.6,25.8
4.0,19.0,4.9,9.8
2.0,10.0,3.1,4.0
2.0,7.0,0.8,1.3
3.0,15.0,4.9,8.7
2.0,7.0,0.8,1.3
4.0,17.0,7.1,9.1
4.0,21.0,12.6,20.4
15.0,31.0,50.3,123.6
2.0,10.0,3.1,4.6
7.0,18.0,12.6,26.6
4.0,19.0,9.6,14.3
2.0,5.0,0.8,1.0
4.0,15.0,9.6,13.9
4.0,20.0,9.6,13.7
3.0,13.0,7.1,11.3
4.0,15.0,3.1,5.2
2.0,9.0,3.1,3.6
4.0,19.0,7.1,11.5
5.0,19.0,12.6,21.0
6.0,29.0,15.9,29.3
6.0,25.0,15.9,31.4
5.0,19.0,12.6,19.8
6.0,27.0,12.6,25.2
7.0,14.0,7.1,14.5
6.0,30.0,12.6,20.2
5.0,16.0,12.6,19.7
14.0,38.0,113.1,236.1
5.0,24.0,7.1,11.1
5.0,19.0,4.9,7.7
3.0,9.0,1.8,2.9
8.0,14.0,7.1,11.9
16.0,38.0,78.5,218.5
14.0,29.0,113.1,259.3
4.5,11.0,3.1,5.2
5.5,14.0,3.1,6.5
6.0,21.0,12.6,21.9
7.0,18.0,12.6,25.1
6.0,19.0,12.6,24.1
4.5,11.0,4.9,8.4
4.5,16.0,9.6,14.0
6.0,18.0,12.6,23.6
11.0,36.0,78.5,171.6
5.5,15.0,28.3,57.3
5.5,16.0,12.6,20.6
5.0,14.0,7.1,11.2
13.0,36.0,78.5,178.1
13.0,29.0,63.6,144.6
14.0,43.0,113.1,246.6
4.5,12.0,7.1,10.3
4.0,9.0,3.1,5.6
4.5,13.0,7.1,11.9
4.5,12.0,1.8,4.7
4.0,10.0,3.1,5.8
4.5,12.0,3.1,5.4
4.5,12.0,4.9,7.7
4.5,12.0,4.9,8.7
4.5,13.0,3.1,5.9
5.0,12.0,4.9,7.5
4.5,13.0,4.9,7.4
4.5,12.0,3.1,6.5
5.0,14.0,4.9,9.0
4.0,9.0,3.1,5.6
14.0,46.0,113.1,522.4
12.0,34.0,95.0,343.9
10.0,21.0,50.3,177.2
14.0,45.0,95.0,469.5
13.0,38.0,63.6,307.8
15.0,52.0,78.5,435.3
15.0,56.0,113.1,497.8
15.0,55.0,78.5,444.0
10.0,29.0,50.3,187.2
14.0,27.0,50.3,169.8
16.0,75.0,153.9,571.5
16.0,72.0,113.1,475.5
16.0,70.0,113.1,611.4
14.0,58.0,113.1,566.9
3.5,10.0,3.1,4.2
4.0,9.0,3.1,3.4
2.0,9.0,0.8,1.1
3.0,11.0,4.9,7.8
2.5,12.0,1.8,2.9
2.5,12.0,1.8,2.7
2.5,13.0,1.8,2.3
2.0,6.0,0.8,1.2
3.0,10.0,4.9,6.3
3.0,12.0,4.9,6.2
3.5,13.0,7.1,8.6
4.0,16.0,7.1,10.8
6.0,22.0,19.6,35.7
5.5,29.0,12.6,25.1
4.5,19.0,7.1,11.9
3.5,15.0,3.1,5.0
5.0,14.0,7.1,10.3
4.0,12.0,4.9,6.4
5.0,12.0,4.9,8.4
5.0,15.0,4.9,9.6
5.0,14.0,4.9,8.3
4.5,13.0,3.1,6.2
2.5,6.0,0.8,1.3
6.0,19.1,19.6,45.6
8.0,23.2,28.3,73.2
6.0,21.0,12.6,29.2
10.0,37.2,95.0,362.7
7.0,22.6,15.9,38.2
7.0,22.6,15.9,40.5
9.0,26.7,50.3,170.4
5.0,18.0,19.6,26.5
6.0,13.0,19.6,26.6
5.0,12.0,132.7,245.5
6.0,12.0,7.1,10.8
6.0,12.0,7.1,10.8
5.0,9.0,12.6,13.5
4.0,13.0,28.3,48.2
4.0,9.0,12.6,13.7
12.0,66.9,50.3,294.6
12.0,37.0,78.5,287.4
12.0,90.0,95.0,385.7
12.0,100.0,78.5,363.5
9.0,38.0,38.5,106.2
9.0,29.0,38.5,116.6
9.0,26.0,38.5,86.4
9.0,25.0,38.5,85.2
9.0,33.0,38.5,115.0
9.0,26.0,38.5,105.8
6.0,18.0,12.6,21.1
9.0,39.0,38.5,114.6
9.0,27.0,38.5,113.7
6.0,22.0,12.6,19.7
9.0,26.0,38.5,112.2
9.0,22.0,38.5,105.8
9.0,34.0,38.5,109.2
9.0,22.0,38.5,81.5
9.0,28.0,38.5,95.3
9.0,24.0,38.5,109.1
9.0,33.0,38.5,122.1
9.0,32.0,38.5,120.7
9.0,39.0,38.5,122.0
9.0,32.0,38.5,113.8
7.0,22.0,19.6,43.6
7.0,21.0,19.6,38.0
9.0,39.0,38.5,129.5
9.0,27.0,38.5,87.6
9.0,35.0,38.5,110.3
9.0,29.0,38.5,109.9
7.0,24.0,19.6,45.0
9.0,32.0,38.5,120.7
7.0,22.0,19.6,43.6
9.0,29.0,38.5,96.5
9.0,26.0,38.5,99.3
9.0,29.0,38.5,109.9
9.0,33.0,38.5,115.0
9.0,32.0,38.5,120.7
9.0,28.0,38.5,101.9
9.0,28.0,38.5,115.2
9.0,36.0,38.5,118.6
9.0,27.0,38.5,87.6
9.0,32.0,38.5,106.9
9.0,31.0,38.5,91.9
6.0,24.0,19.6,37.7
6.0,24.0,19.6,42.6
5.0,19.0,12.6,17.6
9.0,34.0,38.5,123.3
9.0,33.0,38.5,101.0
9.0,28.0,38.5,95.3
7.0,24.0,28.3,57.0
7.0,24.0,28.3,68.9
9.0,29.0,38.5,116.6
9.0,29.0,38.5,103.2
9.0,27.0,38.5,113.7
9.0,34.0,38.5,102.1
9.0,32.0,38.5,93.0
9.0,31.0,38.5,119.4
9.0,33.0,38.5,122.1
9.0,38.0,38.5,128.3
9.0,31.0,38.5,119.4
9.0,35.0,38.5,110.3
9.0,27.0,38.5,113.7
9.0,29.0,38.5,89.8
9.0,26.0,38.5,105.8
4.0,9.0,0.8,2.9
4.0,9.0,0.8,2.8
4.0,9.0,0.8,2.4
4.0,9.0,1.8,3.6
4.0,7.0,1.8,2.9
4.0,7.0,1.8,3.1
4.0,7.0,1.8,3.9
3.5,8.0,1.8,3.5
3.5,8.0,1.8,2.9
3.5,8.0,1.8,3.3
3.5,8.0,1.8,3.7
3.5,8.0,1.8,3.1
10.0,29.0,50.3,156.3
10.0,29.0,50.3,165.8
10.0,31.0,50.3,160.0
10.0,33.0,50.3,143.7
10.0,48.0,50.3,186.7
10.0,50.0,50.3,201.0
10.0,34.0,50.3,135.1
10.0,33.0,50.3,163.6
10.0,34.0,50.3,155.3
10.0,38.0,50.3,172.0
10.0,34.0,50.3,135.1
10.0,41.0,50.3,176.6
10.0,38.0,50.3,182.4
10.0,40.0,50.3,175.1
10.0,36.0,50.3,148.1
10.0,38.0,50.3,182.4
10.0,31.0,50.3,130.8
12.0,43.0,78.5,321.5
12.0,48.0,78.5,334.3
12.0,38.0,78.5,272.4
12.0,46.0,78.5,310.4
12.0,35.0,78.5,299.0
12.0,54.0,78.5,348.5
12.0,44.0,78.5,324.2
12.0,34.0,78.5,296.0
12.0,34.0,78.5,227.9
12.0,39.0,78.5,310.6
10.0,24.0,50.3,119.5
12.0,44.0,78.5,286.9
12.0,41.0,78.5,279.8
12.0,44.0,78.5,324.2
12.0,48.0,78.5,334.3
12.0,43.0,78.5,321.5
12.0,32.0,78.5,223.1
12.0,46.0,78.5,329.3
12.0,52.0,78.5,304.3
12.0,54.0,78.5,268.4
13.0,60.0,78.5,304.9
13.0,60.0,78.5,368.4
12.0,39.0,78.5,310.6
13.0,56.0,78.5,359.6
13.0,55.0,78.5,336.8
13.0,46.0,78.5,335.4
13.0,50.0,78.5,345.5
13.0,46.0,78.5,277.6
13.0,45.0,78.5,332.9
8.0,28.0,19.6,50.1
16.0,58.0,132.7,385.1
8.0,20.0,12.6,29.6
9.0,31.0,28.3,93.1
10.0,24.0,50.3,174.5
10.0,32.0,50.3,182.0
14.0,50.0,78.5,239.7
10.0,34.0,50.3,197.3
10.0,24.0,19.6,45.7
10.0,28.0,19.6,62.7
10.0,31.0,38.5,115.6
10.0,21.0,12.6,34.0
10.0,54.0,28.3,111.8
10.0,22.0,19.6,47.7
8.0,21.0,12.6,31.9
8.0,22.0,19.6,42.8
8.0,26.0,28.3,78.7
10.0,28.0,38.5,134.8
7.0,24.0,19.6,41.9
10.0,26.0,50.3,169.2
10.0,24.0,28.3,84.0
10.0,22.0,19.6,44.4
10.0,34.0,50.3,197.3
6.0,18.0,12.6,20.7
10.0,34.0,50.3,163.3
8.0,19.0,28.3,74.8
10.0,25.0,38.5,129.5
10.0,22.0,28.3,71.5
8.0,22.0,28.3,74.2
10.0,26.0,38.5,116.2
11.0,25.0,38.5,103.7
10.0,25.0,28.3,90.4
10.0,28.0,50.3,173.7
11.0,36.0,63.6,207.6
11.0,26.0,28.3,96.0
11.0,26.0,50.3,142.8
6.0,11.0,3.1,4.9
7.0,14.0,4.9,8.7
6.5,12.0,4.9,7.9
5.5,10.0,1.8,3.8
4.5,11.0,3.1,5.0
7.5,18.0,4.9,9.8
4.0,3.5,0.8,1.3
8.0,16.0,4.9,9.8
7.0,11.0,3.1,6.0
7.0,13.0,3.1,6.3
3.0,7.0,0.8,1.7
6.5,14.0,3.1,5.2
7.0,16.0,4.9,8.0
7.5,16.0,4.9,9.4
7.5,18.0,4.9,9.8
7.0,15.0,3.1,6.7
7.5,16.0,4.9,8.9
7.5,18.0,4.9,8.7
7.0,14.0,7.1,8.8
7.0,14.0,7.1,9.5
8.0,18.0,7.1,13.4
5.0,12.0,7.1,8.9
6.0,15.0,7.1,11.0
7.0,16.0,7.1,12.0
6.0,14.0,3.1,6.0
6.0,14.0,3.1,6.0
